# Vorberechnete Xenon-elastische Stossrate (Biagi/LXCat)
# Te in eV, Kel in m^3/s
Te_eV,Kel_m3s
0.500,2.016530e-14
0.550,2.256905e-14
0.600,2.548980e-14
0.650,2.886561e-14
0.700,3.264085e-14
0.750,3.676456e-14
0.800,4.118959e-14
0.850,4.587212e-14
0.900,5.077143e-14
0.950,5.584980e-14
1.000,6.107243e-14
1.050,6.640738e-14
1.100,7.182548e-14
1.150,7.730028e-14
1.200,8.280788e-14
1.250,8.832685e-14
1.300,9.383808e-14
1.350,9.932461e-14
1.400,1.047715e-13
1.450,1.101657e-13
1.500,1.154958e-13
1.550,1.207520e-13
1.600,1.259259e-13
1.650,1.310105e-13
1.700,1.359998e-13
1.750,1.408889e-13
1.800,1.456738e-13
1.850,1.503515e-13
1.900,1.549196e-13
1.950,1.593764e-13
2.000,1.637207e-13
2.050,1.679519e-13
2.100,1.720700e-13
2.150,1.760750e-13
2.200,1.799676e-13
2.250,1.837486e-13
2.300,1.874192e-13
2.350,1.909808e-13
2.400,1.944347e-13
2.450,1.977828e-13
2.500,2.010269e-13
2.550,2.041688e-13
2.600,2.072106e-13
2.650,2.101543e-13
2.700,2.130021e-13
2.750,2.157561e-13
2.800,2.184186e-13
2.850,2.209917e-13
2.900,2.234777e-13
2.950,2.258788e-13
3.000,2.281971e-13
3.050,2.304349e-13
3.100,2.325942e-13
3.150,2.346774e-13
3.200,2.366864e-13
3.250,2.386233e-13
3.300,2.404903e-13
3.350,2.422892e-13
3.400,2.440220e-13
3.450,2.456908e-13
3.500,2.472973e-13
3.550,2.488433e-13
3.600,2.503308e-13
3.650,2.517614e-13
3.700,2.531369e-13
3.750,2.544588e-13
3.800,2.557289e-13
3.850,2.569488e-13
3.900,2.581198e-13
3.950,2.592436e-13
4.000,2.603217e-13
4.050,2.613553e-13
4.100,2.623459e-13
4.150,2.632948e-13
4.200,2.642033e-13
4.250,2.650727e-13
4.300,2.659041e-13
4.350,2.666989e-13
4.400,2.674580e-13
4.450,2.681826e-13
4.500,2.688739e-13
4.550,2.695327e-13
4.600,2.701603e-13
4.650,2.707575e-13
4.700,2.713252e-13
4.750,2.718645e-13
4.800,2.723762e-13
4.850,2.728612e-13
4.900,2.733203e-13
4.950,2.737543e-13
5.000,2.741640e-13
5.050,2.745502e-13
5.100,2.749137e-13
5.150,2.752551e-13
5.200,2.755751e-13
5.250,2.758744e-13
5.300,2.761537e-13
5.350,2.764136e-13
5.400,2.766547e-13
5.450,2.768776e-13
5.500,2.770829e-13
5.550,2.772711e-13
5.600,2.774428e-13
5.650,2.775984e-13
5.700,2.777386e-13
5.750,2.778637e-13
5.800,2.779743e-13
5.850,2.780708e-13
5.900,2.781537e-13
5.950,2.782234e-13
6.000,2.782803e-13
6.050,2.783248e-13
6.100,2.783574e-13
6.150,2.783783e-13
6.200,2.783880e-13
6.250,2.783868e-13
6.300,2.783751e-13
6.350,2.783532e-13
6.400,2.783214e-13
6.450,2.782800e-13
6.500,2.782294e-13
6.550,2.781699e-13
6.600,2.781016e-13
6.650,2.780250e-13
6.700,2.779403e-13
6.750,2.778477e-13
6.800,2.777475e-13
6.850,2.776400e-13
6.900,2.775253e-13
6.950,2.774037e-13
7.000,2.772755e-13
7.050,2.771408e-13
7.100,2.769999e-13
7.150,2.768529e-13
7.200,2.767002e-13
7.250,2.765417e-13
7.300,2.763778e-13
7.350,2.762087e-13
7.400,2.760344e-13
7.450,2.758552e-13
7.500,2.756713e-13
7.550,2.754827e-13
7.600,2.752897e-13
7.650,2.750924e-13
7.700,2.748909e-13
7.750,2.746855e-13
7.800,2.744761e-13
7.850,2.742630e-13
7.900,2.740463e-13
7.950,2.738262e-13
8.000,2.736026e-13
8.050,2.733759e-13
8.100,2.731460e-13
8.150,2.729130e-13
8.200,2.726772e-13
8.250,2.724386e-13
8.300,2.721973e-13
8.350,2.719533e-13
8.400,2.717069e-13
8.450,2.714581e-13
8.500,2.712069e-13
8.550,2.709535e-13
8.600,2.706980e-13
8.650,2.704404e-13
8.700,2.701808e-13
8.750,2.699193e-13
8.800,2.696560e-13
8.850,2.693909e-13
8.900,2.691242e-13
8.950,2.688558e-13
9.000,2.685859e-13
9.050,2.683145e-13
9.100,2.680417e-13
9.150,2.677675e-13
9.200,2.674921e-13
9.250,2.672154e-13
9.300,2.669376e-13
9.350,2.666586e-13
9.400,2.663785e-13
9.450,2.660975e-13
9.500,2.658154e-13
9.550,2.655325e-13
9.600,2.652487e-13
9.650,2.649640e-13
9.700,2.646786e-13
9.750,2.643925e-13
9.800,2.641056e-13
9.850,2.638181e-13
9.900,2.635300e-13
9.950,2.632414e-13
10.000,2.629522e-13
10.050,2.626625e-13
10.100,2.623723e-13
10.150,2.620817e-13
10.200,2.617907e-13
10.250,2.614994e-13
10.300,2.612077e-13
10.350,2.609158e-13
10.400,2.606236e-13
10.450,2.603311e-13
10.500,2.600384e-13
10.550,2.597456e-13
10.600,2.594526e-13
10.650,2.591594e-13
10.700,2.588662e-13
10.750,2.585729e-13
10.800,2.582795e-13
10.850,2.579861e-13
10.900,2.576927e-13
10.950,2.573993e-13
11.000,2.571059e-13
11.050,2.568126e-13
11.100,2.565194e-13
11.150,2.562263e-13
11.200,2.559332e-13
11.250,2.556404e-13
11.300,2.553476e-13
11.350,2.550550e-13
11.400,2.547626e-13
11.450,2.544704e-13
11.500,2.541785e-13
11.550,2.538867e-13
11.600,2.535952e-13
11.650,2.533040e-13
11.700,2.530130e-13
11.750,2.527223e-13
11.800,2.524319e-13
11.850,2.521419e-13
11.900,2.518521e-13
11.950,2.515627e-13
12.000,2.512737e-13
12.050,2.509850e-13
12.100,2.506967e-13
12.150,2.504087e-13
12.200,2.501212e-13
12.250,2.498340e-13
12.300,2.495473e-13
12.350,2.492610e-13
12.400,2.489751e-13
12.450,2.486897e-13
12.500,2.484047e-13
12.550,2.481202e-13
12.600,2.478361e-13
12.650,2.475525e-13
12.700,2.472694e-13
12.750,2.469868e-13
12.800,2.467046e-13
12.850,2.464230e-13
12.900,2.461419e-13
12.950,2.458613e-13
13.000,2.455812e-13
13.050,2.453016e-13
13.100,2.450226e-13
13.150,2.447441e-13
13.200,2.444661e-13
13.250,2.441887e-13
13.300,2.439119e-13
13.350,2.436356e-13
13.400,2.433598e-13
13.450,2.430847e-13
13.500,2.428101e-13
13.550,2.425360e-13
13.600,2.422626e-13
13.650,2.419897e-13
13.700,2.417175e-13
13.750,2.414458e-13
13.800,2.411747e-13
13.850,2.409042e-13
13.900,2.406343e-13
13.950,2.403650e-13
14.000,2.400963e-13
14.050,2.398283e-13
14.100,2.395608e-13
14.150,2.392939e-13
14.200,2.390277e-13
14.250,2.387621e-13
14.300,2.384971e-13
14.350,2.382327e-13
14.400,2.379689e-13
14.450,2.377058e-13
14.500,2.374433e-13
14.550,2.371815e-13
14.600,2.369202e-13
14.650,2.366596e-13
14.700,2.363996e-13
14.750,2.361403e-13
14.800,2.358816e-13
14.850,2.356235e-13
14.900,2.353661e-13
14.950,2.351093e-13
15.000,2.348532e-13
15.050,2.345977e-13
15.100,2.343429e-13
15.150,2.340886e-13
15.200,2.338351e-13
15.250,2.335821e-13
15.300,2.333299e-13
15.350,2.330782e-13
15.400,2.328272e-13
15.450,2.325769e-13
15.500,2.323272e-13
15.550,2.320782e-13
15.600,2.318298e-13
15.650,2.315820e-13
15.700,2.313349e-13
15.750,2.310884e-13
15.800,2.308426e-13
15.850,2.305975e-13
15.900,2.303530e-13
15.950,2.301091e-13
16.000,2.298659e-13
16.050,2.296233e-13
16.100,2.293813e-13
16.150,2.291401e-13
16.200,2.288994e-13
16.250,2.286594e-13
16.300,2.284201e-13
16.350,2.281814e-13
16.400,2.279433e-13
16.450,2.277059e-13
16.500,2.274691e-13
16.550,2.272330e-13
16.600,2.269975e-13
16.650,2.267626e-13
16.700,2.265284e-13
16.750,2.262948e-13
16.800,2.260619e-13
16.850,2.258296e-13
16.900,2.255979e-13
16.950,2.253669e-13
17.000,2.251365e-13
17.050,2.249067e-13
17.100,2.246776e-13
17.150,2.244491e-13
17.200,2.242213e-13
17.250,2.239940e-13
17.300,2.237674e-13
17.350,2.235414e-13
17.400,2.233161e-13
17.450,2.230914e-13
17.500,2.228673e-13
17.550,2.226438e-13
17.600,2.224209e-13
17.650,2.221987e-13
17.700,2.219771e-13
17.750,2.217561e-13
17.800,2.215357e-13
17.850,2.213160e-13
17.900,2.210968e-13
17.950,2.208783e-13
18.000,2.206604e-13
18.050,2.204431e-13
18.100,2.202264e-13
18.150,2.200103e-13
18.200,2.197948e-13
18.250,2.195800e-13
18.300,2.193657e-13
18.350,2.191521e-13
18.400,2.189390e-13
18.450,2.187265e-13
18.500,2.185147e-13
18.550,2.183034e-13
18.600,2.180928e-13
18.650,2.178827e-13
18.700,2.176732e-13
18.750,2.174644e-13
18.800,2.172561e-13
18.850,2.170484e-13
18.900,2.168413e-13
18.950,2.166348e-13
19.000,2.164288e-13
19.050,2.162235e-13
19.100,2.160187e-13
19.150,2.158145e-13
19.200,2.156109e-13
19.250,2.154079e-13
19.300,2.152054e-13
19.350,2.150036e-13
19.400,2.148023e-13
19.450,2.146015e-13
19.500,2.144014e-13
19.550,2.142018e-13
19.600,2.140028e-13
19.650,2.138043e-13
19.700,2.136064e-13
19.750,2.134091e-13
19.800,2.132123e-13
19.850,2.130161e-13
19.900,2.128205e-13
19.950,2.126254e-13
20.000,2.124309e-13
