# Elastic rate (biagi_v7_1)
Te_eV,Kel_m3s
0.500,6.221297e-15
0.550,7.235029e-15
0.600,8.302623e-15
0.650,9.422500e-15
0.700,1.059361e-14
0.750,1.181519e-14
0.800,1.308659e-14
0.850,1.440713e-14
0.900,1.577610e-14
0.950,1.719264e-14
1.000,1.865574e-14
1.050,2.016423e-14
1.100,2.171675e-14
1.150,2.331180e-14
1.200,2.494773e-14
1.250,2.662272e-14
1.300,2.833486e-14
1.350,3.008213e-14
1.400,3.186242e-14
1.450,3.367357e-14
1.500,3.551336e-14
1.550,3.737956e-14
1.600,3.926992e-14
1.650,4.118218e-14
1.700,4.311413e-14
1.750,4.506356e-14
1.800,4.702831e-14
1.850,4.900627e-14
1.900,5.099537e-14
1.950,5.299361e-14
2.000,5.499907e-14
2.050,5.700987e-14
2.100,5.902424e-14
2.150,6.104045e-14
2.200,6.305687e-14
2.250,6.507193e-14
2.300,6.708415e-14
2.350,6.909213e-14
2.400,7.109452e-14
2.450,7.309008e-14
2.500,7.507762e-14
2.550,7.705603e-14
2.600,7.902426e-14
2.650,8.098135e-14
2.700,8.292639e-14
2.750,8.485853e-14
2.800,8.677699e-14
2.850,8.868103e-14
2.900,9.057001e-14
2.950,9.244328e-14
3.000,9.430030e-14
3.050,9.614055e-14
3.100,9.796356e-14
3.150,9.976890e-14
3.200,1.015562e-13
3.250,1.033251e-13
3.300,1.050753e-13
3.350,1.068065e-13
3.400,1.085186e-13
3.450,1.102112e-13
3.500,1.118842e-13
3.550,1.135376e-13
3.600,1.151710e-13
3.650,1.167846e-13
3.700,1.183781e-13
3.750,1.199516e-13
3.800,1.215050e-13
3.850,1.230383e-13
3.900,1.245515e-13
3.950,1.260446e-13
4.000,1.275177e-13
4.050,1.289709e-13
4.100,1.304042e-13
4.150,1.318176e-13
4.200,1.332114e-13
4.250,1.345855e-13
4.300,1.359401e-13
4.350,1.372753e-13
4.400,1.385913e-13
4.450,1.398882e-13
4.500,1.411661e-13
4.550,1.424251e-13
4.600,1.436656e-13
4.650,1.448875e-13
4.700,1.460911e-13
4.750,1.472766e-13
4.800,1.484441e-13
4.850,1.495938e-13
