# Excitation rates (biagi_v7_1, 3 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,2.901582e-25,5.433963e-43
0.550,2.576172e-24,4.840748e-42
0.600,1.606143e-23,3.028370e-41
0.650,7.623353e-23,1.442286e-40
0.700,2.918266e-22,5.539609e-40
0.750,9.399776e-22,1.790073e-39
0.800,2.629907e-21,5.023805e-39
0.850,6.549073e-21,1.254716e-38
0.900,1.479410e-20,2.842239e-38
0.950,3.077516e-20,5.928042e-38
1.000,5.967012e-20,1.152238e-37
1.050,1.088970e-19,2.107721e-37
1.100,1.885698e-19,3.657822e-37
1.150,3.119051e-19,6.062771e-37
1.200,4.955519e-19,9.651279e-37
1.250,7.598259e-19,1.482549e-36
1.300,1.128836e-18,2.206382e-36
1.350,1.630502e-18,3.192162e-36
1.400,2.296465e-18,4.502968e-36
1.450,3.161901e-18,6.209086e-36
1.500,4.265254e-18,8.387489e-36
1.550,5.647898e-18,1.112119e-35
1.600,7.353752e-18,1.449848e-35
1.650,9.428849e-18,1.861210e-35
1.700,1.192090e-17,2.355832e-35
1.750,1.487883e-17,2.943609e-35
1.800,1.835235e-17,3.634610e-35
1.850,2.239150e-17,4.438994e-35
1.900,2.704625e-17,5.366923e-35
1.950,3.236613e-17,6.428485e-35
2.000,3.839984e-17,7.633623e-35
2.050,4.519498e-17,8.992071e-35
2.100,5.279772e-17,1.051329e-34
2.150,6.125260e-17,1.220643e-34
2.200,7.060227e-17,1.408027e-34
2.250,8.088738e-17,1.614319e-34
2.300,9.214637e-17,1.840313e-34
2.350,1.044154e-16,2.086760e-34
2.400,1.177283e-16,2.354361e-34
2.450,1.321163e-16,2.643771e-34
2.500,1.476085e-16,2.955593e-34
2.550,1.642312e-16,3.290382e-34
2.600,1.820084e-16,3.648642e-34
2.650,2.009616e-16,4.030831e-34
2.700,2.211099e-16,4.437353e-34
2.750,2.424701e-16,4.868569e-34
2.800,2.650566e-16,5.324790e-34
2.850,2.888818e-16,5.806284e-34
2.900,3.139556e-16,6.313273e-34
2.950,3.402861e-16,6.845939e-34
3.000,3.678793e-16,7.404422e-34
3.050,3.967394e-16,7.988823e-34
3.100,4.268687e-16,8.599205e-34
3.150,4.582679e-16,9.235599e-34
3.200,4.909358e-16,9.897998e-34
3.250,5.248700e-16,1.058637e-33
3.300,5.600665e-16,1.130064e-33
3.350,5.965199e-16,1.204072e-33
3.400,6.342237e-16,1.280649e-33
3.450,6.731700e-16,1.359780e-33
3.500,7.133499e-16,1.441448e-33
3.550,7.547536e-16,1.525635e-33
3.600,7.973702e-16,1.612319e-33
3.650,8.411879e-16,1.701478e-33
3.700,8.861943e-16,1.793087e-33
3.750,9.323760e-16,1.887120e-33
3.800,9.797192e-16,1.983549e-33
3.850,1.028209e-15,2.082346e-33
3.900,1.077831e-15,2.183481e-33
3.950,1.128569e-15,2.286923e-33
4.000,1.180408e-15,2.392640e-33
4.050,1.233330e-15,2.500599e-33
4.100,1.287319e-15,2.610767e-33
4.150,1.342358e-15,2.723109e-33
4.200,1.398430e-15,2.837591e-33
4.250,1.455518e-15,2.954178e-33
4.300,1.513603e-15,3.072833e-33
4.350,1.572667e-15,3.193521e-33
4.400,1.632694e-15,3.316206e-33
4.450,1.693664e-15,3.440851e-33
4.500,1.755560e-15,3.567420e-33
4.550,1.818364e-15,3.695875e-33
4.600,1.882057e-15,3.826180e-33
4.650,1.946621e-15,3.958299e-33
4.700,2.012039e-15,4.092194e-33
4.750,2.078292e-15,4.227829e-33
4.800,2.145363e-15,4.365168e-33
4.850,2.213233e-15,4.504174e-33
4.900,2.281885e-15,4.644811e-33
4.950,2.351302e-15,4.787043e-33
5.000,2.421465e-15,4.930835e-33
5.050,2.492358e-15,5.076150e-33
5.100,2.563963e-15,5.222955e-33
5.150,2.636264e-15,5.371214e-33
5.200,2.709243e-15,5.520892e-33
5.250,2.782884e-15,5.671957e-33
5.300,2.857171e-15,5.824373e-33
5.350,2.932087e-15,5.978108e-33
5.400,3.007616e-15,6.133128e-33
5.450,3.083743e-15,6.289402e-33
5.500,3.160451e-15,6.446897e-33
5.550,3.237726e-15,6.605581e-33
5.600,3.315551e-15,6.765423e-33
5.650,3.393913e-15,6.926392e-33
5.700,3.472797e-15,7.088458e-33
5.750,3.552187e-15,7.251590e-33
5.800,3.632069e-15,7.415760e-33
5.850,3.712430e-15,7.580938e-33
5.900,3.793256e-15,7.747096e-33
5.950,3.874532e-15,7.914205e-33
6.000,3.956246e-15,8.082238e-33
6.050,4.038384e-15,8.251167e-33
6.100,4.120934e-15,8.420966e-33
6.150,4.203881e-15,8.591608e-33
6.200,4.287215e-15,8.763067e-33
6.250,4.370923e-15,8.935318e-33
6.300,4.454992e-15,9.108336e-33
6.350,4.539411e-15,9.282096e-33
6.400,4.624167e-15,9.456574e-33
6.450,4.709251e-15,9.631746e-33
6.500,4.794649e-15,9.807589e-33
6.550,4.880352e-15,9.984080e-33
6.600,4.966348e-15,1.016120e-32
6.650,5.052627e-15,1.033892e-32
6.700,5.139179e-15,1.051722e-32
6.750,5.225993e-15,1.069608e-32
6.800,5.313058e-15,1.087549e-32
6.850,5.400366e-15,1.105541e-32
6.900,5.487907e-15,1.123583e-32
6.950,5.575671e-15,1.141673e-32
7.000,5.663649e-15,1.159810e-32
7.050,5.751831e-15,1.177990e-32
7.100,5.840210e-15,1.196213e-32
7.150,5.928776e-15,1.214476e-32
7.200,6.017520e-15,1.232778e-32
7.250,6.106435e-15,1.251117e-32
7.300,6.195512e-15,1.269491e-32
7.350,6.284743e-15,1.287899e-32
7.400,6.374120e-15,1.306339e-32
7.450,6.463636e-15,1.324809e-32
7.500,6.553283e-15,1.343308e-32
7.550,6.643053e-15,1.361834e-32
7.600,6.732939e-15,1.380386e-32
7.650,6.822935e-15,1.398962e-32
7.700,6.913032e-15,1.417561e-32
7.750,7.003226e-15,1.436181e-32
7.800,7.093508e-15,1.454822e-32
7.850,7.183872e-15,1.473481e-32
7.900,7.274313e-15,1.492157e-32
7.950,7.364823e-15,1.510849e-32
8.000,7.455397e-15,1.529556e-32
8.050,7.546028e-15,1.548277e-32
8.100,7.636711e-15,1.567010e-32
8.150,7.727440e-15,1.585753e-32
8.200,7.818210e-15,1.604507e-32
8.250,7.909015e-15,1.623270e-32
8.300,7.999849e-15,1.642040e-32
8.350,8.090708e-15,1.660817e-32
8.400,8.181586e-15,1.679599e-32
8.450,8.272478e-15,1.698386e-32
8.500,8.363380e-15,1.717176e-32
8.550,8.454286e-15,1.735968e-32
8.600,8.545193e-15,1.754762e-32
8.650,8.636095e-15,1.773557e-32
8.700,8.726987e-15,1.792351e-32
8.750,8.817867e-15,1.811143e-32
8.800,8.908728e-15,1.829933e-32
8.850,8.999568e-15,1.848721e-32
8.900,9.090381e-15,1.867504e-32
8.950,9.181165e-15,1.886282e-32
9.000,9.271915e-15,1.905055e-32
9.050,9.362627e-15,1.923821e-32
9.100,9.453297e-15,1.942580e-32
9.150,9.543923e-15,1.961331e-32
9.200,9.634500e-15,1.980073e-32
9.250,9.725025e-15,1.998806e-32
9.300,9.815494e-15,2.017528e-32
9.350,9.905905e-15,2.036240e-32
9.400,9.996254e-15,2.054940e-32
9.450,1.008654e-14,2.073628e-32
9.500,1.017675e-14,2.092303e-32
9.550,1.026690e-14,2.110964e-32
9.600,1.035697e-14,2.129612e-32
9.650,1.044696e-14,2.148244e-32
9.700,1.053687e-14,2.166862e-32
9.750,1.062670e-14,2.185463e-32
9.800,1.071645e-14,2.204048e-32
9.850,1.080610e-14,2.222616e-32
9.900,1.089567e-14,2.241167e-32
9.950,1.098515e-14,2.259699e-32
10.000,1.107452e-14,2.278213e-32
10.050,1.116381e-14,2.296708e-32
10.100,1.125299e-14,2.315183e-32
10.150,1.134207e-14,2.333639e-32
10.200,1.143104e-14,2.352073e-32
10.250,1.151991e-14,2.370487e-32
10.300,1.160867e-14,2.388880e-32
10.350,1.169732e-14,2.407251e-32
10.400,1.178585e-14,2.425599e-32
10.450,1.187428e-14,2.443925e-32
10.500,1.196258e-14,2.462228e-32
10.550,1.205077e-14,2.480508e-32
