# Ionisation rate (triniti)
Te_eV,Kiz_m3s
12.250,2.341344e-14
12.300,2.371294e-14
12.350,2.401536e-14
12.400,2.432073e-14
12.450,2.462905e-14
12.500,2.494033e-14
12.550,2.525458e-14
12.600,2.557182e-14
12.650,2.589206e-14
12.700,2.621530e-14
12.750,2.654154e-14
12.800,2.687081e-14
12.850,2.720311e-14
12.900,2.753845e-14
12.950,2.787682e-14
13.000,2.821825e-14
13.050,2.856273e-14
13.100,2.891027e-14
13.150,2.926088e-14
13.200,2.961457e-14
13.250,2.997132e-14
13.300,3.033116e-14
13.350,3.069409e-14
13.400,3.106010e-14
13.450,3.142920e-14
13.500,3.180139e-14
13.550,3.217668e-14
13.600,3.255507e-14
13.650,3.293655e-14
13.700,3.332113e-14
13.750,3.370881e-14
13.800,3.409959e-14
13.850,3.449346e-14
13.900,3.489044e-14
13.950,3.529051e-14
14.000,3.569367e-14
14.050,3.609993e-14
14.100,3.650928e-14
14.150,3.692171e-14
14.200,3.733723e-14
14.250,3.775583e-14
14.300,3.817750e-14
14.350,3.860225e-14
14.400,3.903006e-14
14.450,3.946094e-14
14.500,3.989487e-14
14.550,4.033186e-14
14.600,4.077189e-14
14.650,4.121496e-14
14.700,4.166106e-14
14.750,4.211018e-14
14.800,4.256233e-14
14.850,4.301748e-14
14.900,4.347563e-14
14.950,4.393677e-14
15.000,4.440090e-14
15.050,4.486800e-14
15.100,4.533807e-14
15.150,4.581110e-14
15.200,4.628707e-14
15.250,4.676597e-14
15.300,4.724780e-14
15.350,4.773254e-14
15.400,4.822018e-14
15.450,4.871072e-14
15.500,4.920413e-14
15.550,4.970041e-14
15.600,5.019954e-14
15.650,5.070152e-14
15.700,5.120632e-14
15.750,5.171394e-14
15.800,5.222436e-14
15.850,5.273757e-14
15.900,5.325356e-14
15.950,5.377230e-14
16.000,5.429380e-14
16.050,5.481802e-14
16.100,5.534496e-14
16.150,5.587461e-14
16.200,5.640694e-14
16.250,5.694194e-14
16.300,5.747960e-14
16.350,5.801990e-14
16.400,5.856282e-14
16.450,5.910835e-14
16.500,5.965647e-14
16.550,6.020717e-14
16.600,6.076042e-14
16.650,6.131622e-14
16.700,6.187454e-14
16.750,6.243536e-14
16.800,6.299868e-14
16.850,6.356447e-14
16.900,6.413271e-14
16.950,6.470339e-14
17.000,6.527649e-14
17.050,6.585198e-14
17.100,6.642986e-14
17.150,6.701010e-14
17.200,6.759269e-14
17.250,6.817760e-14
17.300,6.876482e-14
17.350,6.935433e-14
17.400,6.994611e-14
17.450,7.054014e-14
17.500,7.113639e-14
17.550,7.173487e-14
17.600,7.233553e-14
17.650,7.293836e-14
17.700,7.354335e-14
17.750,7.415047e-14
17.800,7.475971e-14
17.850,7.537104e-14
17.900,7.598444e-14
17.950,7.659990e-14
18.000,7.721739e-14
18.050,7.783689e-14
18.100,7.845839e-14
18.150,7.908186e-14
18.200,7.970728e-14
18.250,8.033464e-14
18.300,8.096391e-14
18.350,8.159507e-14
18.400,8.222810e-14
18.450,8.286298e-14
18.500,8.349969e-14
18.550,8.413821e-14
18.600,8.477852e-14
18.650,8.542060e-14
18.700,8.606442e-14
18.750,8.670998e-14
18.800,8.735723e-14
18.850,8.800618e-14
18.900,8.865679e-14
18.950,8.930904e-14
19.000,8.996291e-14
19.050,9.061839e-14
19.100,9.127545e-14
19.150,9.193407e-14
19.200,9.259423e-14
19.250,9.325590e-14
19.300,9.391908e-14
19.350,9.458374e-14
19.400,9.524985e-14
19.450,9.591740e-14
19.500,9.658636e-14
19.550,9.725672e-14
19.600,9.792845e-14
19.650,9.860154e-14
19.700,9.927596e-14
19.750,9.995169e-14
19.800,1.006287e-13
19.850,1.013070e-13
19.900,1.019866e-13
19.950,1.026673e-13
20.000,1.033493e-13
