# Ionisation rate (triniti)
Te_eV,Kiz_m3s
0.500,9.287231e-26
0.550,8.577002e-25
0.600,5.420256e-24
0.650,2.564254e-23
0.700,9.685074e-23
0.750,3.061740e-22
0.800,8.393271e-22
0.850,2.049661e-21
0.900,4.552067e-21
0.950,9.342850e-21
1.000,1.794467e-20
1.050,3.257284e-20
1.100,5.631622e-20
1.150,9.332270e-20
1.200,1.489778e-19
1.250,2.300643e-19
1.300,3.448914e-19
1.350,5.033866e-19
1.400,7.171437e-19
1.450,9.994267e-19
1.500,1.365132e-18
1.550,1.830712e-18
1.600,2.414070e-18
1.650,3.134431e-18
1.700,4.012195e-18
1.750,5.068786e-18
1.800,6.326499e-18
1.850,7.808349e-18
1.900,9.537929e-18
1.950,1.153928e-17
2.000,1.383677e-17
2.050,1.645499e-17
2.100,1.941867e-17
2.150,2.275258e-17
2.200,2.648150e-17
2.250,3.063010e-17
2.300,3.522297e-17
2.350,4.028451e-17
2.400,4.583894e-17
2.450,5.191025e-17
2.500,5.852219e-17
2.550,6.569824e-17
2.600,7.346156e-17
2.650,8.183503e-17
2.700,9.084118e-17
2.750,1.005022e-16
2.800,1.108399e-16
2.850,1.218758e-16
2.900,1.336308e-16
2.950,1.461257e-16
3.000,1.593806e-16
3.050,1.734152e-16
3.100,1.882488e-16
3.150,2.039003e-16
3.200,2.203880e-16
3.250,2.377295e-16
3.300,2.559423e-16
3.350,2.750430e-16
3.400,2.950478e-16
3.450,3.159724e-16
3.500,3.378318e-16
3.550,3.606405e-16
3.600,3.844124e-16
3.650,4.091608e-16
3.700,4.348984e-16
3.750,4.616374e-16
3.800,4.893892e-16
3.850,5.181648e-16
3.900,5.479745e-16
3.950,5.788281e-16
4.000,6.107346e-16
4.050,6.437026e-16
4.100,6.777401e-16
4.150,7.128545e-16
4.200,7.490525e-16
4.250,7.863404e-16
4.300,8.247240e-16
4.350,8.642084e-16
4.400,9.047981e-16
4.450,9.464974e-16
4.500,9.893098e-16
4.550,1.033239e-15
4.600,1.078286e-15
4.650,1.124455e-15
4.700,1.171746e-15
4.750,1.220162e-15
4.800,1.269703e-15
4.850,1.320369e-15
4.900,1.372161e-15
4.950,1.425078e-15
5.000,1.479120e-15
5.050,1.534287e-15
5.100,1.590576e-15
5.150,1.647986e-15
5.200,1.706516e-15
5.250,1.766164e-15
5.300,1.826928e-15
5.350,1.888804e-15
5.400,1.951792e-15
5.450,2.015887e-15
5.500,2.081087e-15
5.550,2.147390e-15
5.600,2.214792e-15
5.650,2.283290e-15
5.700,2.352882e-15
5.750,2.423563e-15
5.800,2.495331e-15
5.850,2.568183e-15
5.900,2.642115e-15
5.950,2.717125e-15
6.000,2.793210e-15
6.050,2.870367e-15
6.100,2.948594e-15
6.150,3.027887e-15
6.200,3.108245e-15
6.250,3.189665e-15
6.300,3.272145e-15
6.350,3.355685e-15
6.400,3.440281e-15
6.450,3.525934e-15
6.500,3.612642e-15
6.550,3.700404e-15
6.600,3.789221e-15
6.650,3.879092e-15
6.700,3.970018e-15
6.750,4.062000e-15
6.800,4.155038e-15
6.850,4.249134e-15
6.900,4.344291e-15
6.950,4.440510e-15
7.000,4.537794e-15
7.050,4.636146e-15
7.100,4.735571e-15
7.150,4.836072e-15
7.200,4.937653e-15
7.250,5.040320e-15
7.300,5.144079e-15
7.350,5.248934e-15
7.400,5.354894e-15
7.450,5.461964e-15
7.500,5.570152e-15
7.550,5.679466e-15
7.600,5.789915e-15
7.650,5.901508e-15
7.700,6.014253e-15
7.750,6.128162e-15
7.800,6.243243e-15
7.850,6.359510e-15
7.900,6.476972e-15
7.950,6.595642e-15
8.000,6.715532e-15
8.050,6.836656e-15
8.100,6.959026e-15
8.150,7.082656e-15
8.200,7.207561e-15
8.250,7.333756e-15
8.300,7.461256e-15
8.350,7.590077e-15
8.400,7.720234e-15
8.450,7.851745e-15
8.500,7.984627e-15
8.550,8.118896e-15
8.600,8.254570e-15
8.650,8.391669e-15
8.700,8.530210e-15
8.750,8.670212e-15
8.800,8.811696e-15
8.850,8.954679e-15
8.900,9.099183e-15
8.950,9.245227e-15
9.000,9.392833e-15
9.050,9.542020e-15
9.100,9.692811e-15
9.150,9.845227e-15
9.200,9.999289e-15
9.250,1.015502e-14
9.300,1.031244e-14
9.350,1.047157e-14
9.400,1.063244e-14
9.450,1.079507e-14
9.500,1.095948e-14
9.550,1.112569e-14
9.600,1.129373e-14
9.650,1.146362e-14
9.700,1.163538e-14
9.750,1.180904e-14
9.800,1.198462e-14
9.850,1.216215e-14
9.900,1.234164e-14
9.950,1.252313e-14
10.000,1.270663e-14
10.050,1.289217e-14
10.100,1.307977e-14
10.150,1.326946e-14
10.200,1.346126e-14
10.250,1.365519e-14
10.300,1.385128e-14
10.350,1.404955e-14
10.400,1.425003e-14
10.450,1.445273e-14
10.500,1.465768e-14
10.550,1.486491e-14
10.600,1.507443e-14
10.650,1.528627e-14
10.700,1.550046e-14
10.750,1.571701e-14
10.800,1.593594e-14
10.850,1.615728e-14
10.900,1.638105e-14
10.950,1.660727e-14
11.000,1.683597e-14
11.050,1.706716e-14
11.100,1.730086e-14
11.150,1.753710e-14
11.200,1.777589e-14
11.250,1.801726e-14
11.300,1.826123e-14
11.350,1.850780e-14
11.400,1.875702e-14
11.450,1.900888e-14
11.500,1.926342e-14
11.550,1.952064e-14
11.600,1.978057e-14
11.650,2.004323e-14
11.700,2.030862e-14
11.750,2.057678e-14
11.800,2.084771e-14
11.850,2.112143e-14
11.900,2.139795e-14
11.950,2.167730e-14
12.000,2.195948e-14
12.050,2.224452e-14
12.100,2.253242e-14
12.150,2.282320e-14
12.200,2.311687e-14
