# Elastic rate (triniti)
Te_eV,Kel_m3s
0.500,3.055743e-14
0.550,3.231708e-14
0.600,3.394228e-14
0.650,3.544885e-14
0.700,3.685165e-14
0.750,3.816428e-14
0.800,3.939909e-14
0.850,4.056715e-14
0.900,4.167833e-14
0.950,4.274141e-14
1.000,4.376412e-14
1.050,4.475324e-14
1.100,4.571467e-14
1.150,4.665350e-14
1.200,4.757410e-14
1.250,4.848017e-14
1.300,4.937482e-14
1.350,5.026066e-14
1.400,5.113984e-14
1.450,5.201411e-14
1.500,5.288491e-14
1.550,5.375338e-14
1.600,5.462043e-14
1.650,5.548677e-14
1.700,5.635296e-14
1.750,5.721941e-14
1.800,5.808642e-14
1.850,5.895423e-14
1.900,5.982297e-14
1.950,6.069274e-14
2.000,6.156359e-14
2.050,6.243553e-14
2.100,6.330856e-14
2.150,6.418262e-14
2.200,6.505768e-14
2.250,6.593368e-14
2.300,6.681053e-14
2.350,6.768816e-14
2.400,6.856650e-14
2.450,6.944545e-14
2.500,7.032493e-14
2.550,7.120485e-14
2.600,7.208514e-14
2.650,7.296569e-14
2.700,7.384642e-14
2.750,7.472726e-14
2.800,7.560812e-14
2.850,7.648891e-14
2.900,7.736956e-14
2.950,7.824999e-14
3.000,7.913013e-14
3.050,8.000989e-14
3.100,8.088920e-14
3.150,8.176799e-14
3.200,8.264620e-14
3.250,8.352374e-14
3.300,8.440055e-14
3.350,8.527656e-14
3.400,8.615171e-14
3.450,8.702593e-14
3.500,8.789915e-14
3.550,8.877130e-14
3.600,8.964233e-14
3.650,9.051218e-14
3.700,9.138077e-14
3.750,9.224805e-14
3.800,9.311395e-14
3.850,9.397843e-14
3.900,9.484140e-14
3.950,9.570283e-14
4.000,9.656265e-14
4.050,9.742080e-14
4.100,9.827723e-14
4.150,9.913188e-14
4.200,9.998470e-14
4.250,1.008356e-13
4.300,1.016846e-13
4.350,1.025316e-13
4.400,1.033766e-13
4.450,1.042195e-13
4.500,1.050602e-13
4.550,1.058988e-13
4.600,1.067351e-13
4.650,1.075691e-13
4.700,1.084009e-13
4.750,1.092303e-13
4.800,1.100572e-13
4.850,1.108818e-13
4.900,1.117039e-13
4.950,1.125234e-13
5.000,1.133405e-13
5.050,1.141549e-13
5.100,1.149668e-13
5.150,1.157760e-13
5.200,1.165826e-13
5.250,1.173864e-13
5.300,1.181876e-13
5.350,1.189860e-13
5.400,1.197817e-13
5.450,1.205746e-13
5.500,1.213648e-13
5.550,1.221521e-13
5.600,1.229366e-13
5.650,1.237183e-13
5.700,1.244972e-13
5.750,1.252732e-13
5.800,1.260463e-13
5.850,1.268167e-13
5.900,1.275841e-13
5.950,1.283487e-13
6.000,1.291105e-13
6.050,1.298694e-13
6.100,1.306254e-13
6.150,1.313787e-13
6.200,1.321291e-13
6.250,1.328767e-13
6.300,1.336215e-13
6.350,1.343635e-13
6.400,1.351028e-13
6.450,1.358393e-13
6.500,1.365730e-13
6.550,1.373041e-13
6.600,1.380325e-13
6.650,1.387583e-13
6.700,1.394814e-13
6.750,1.402020e-13
6.800,1.409200e-13
6.850,1.416354e-13
6.900,1.423484e-13
6.950,1.430590e-13
7.000,1.437671e-13
7.050,1.444729e-13
7.100,1.451764e-13
7.150,1.458776e-13
7.200,1.465766e-13
7.250,1.472735e-13
7.300,1.479682e-13
7.350,1.486608e-13
7.400,1.493515e-13
7.450,1.500402e-13
7.500,1.507270e-13
7.550,1.514120e-13
7.600,1.520953e-13
7.650,1.527768e-13
7.700,1.534568e-13
7.750,1.541351e-13
7.800,1.548120e-13
7.850,1.554875e-13
7.900,1.561616e-13
7.950,1.568344e-13
8.000,1.575061e-13
8.050,1.581767e-13
8.100,1.588462e-13
8.150,1.595147e-13
8.200,1.601825e-13
8.250,1.608494e-13
8.300,1.615156e-13
8.350,1.621812e-13
8.400,1.628463e-13
8.450,1.635110e-13
8.500,1.641753e-13
8.550,1.648393e-13
8.600,1.655032e-13
8.650,1.661671e-13
8.700,1.668309e-13
8.750,1.674949e-13
8.800,1.681592e-13
8.850,1.688237e-13
8.900,1.694886e-13
8.950,1.701541e-13
9.000,1.708202e-13
9.050,1.714870e-13
9.100,1.721547e-13
9.150,1.728232e-13
