# Excitation rates (iaa, 29 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,3.124872e-25,5.931253e-43
0.550,2.872191e-24,5.472692e-42
0.600,1.842858e-23,3.525664e-41
0.650,8.961305e-23,1.721584e-40
0.700,3.502321e-22,6.756670e-40
0.750,1.148573e-21,2.225048e-39
0.800,3.264584e-21,6.350035e-39
0.850,8.243691e-21,1.609855e-38
0.900,1.885489e-20,3.696109e-38
0.950,3.966144e-20,7.803296e-38
1.000,7.767408e-20,1.533573e-37
1.050,1.430431e-19,2.833631e-37
1.100,2.497392e-19,4.962955e-37
1.150,4.161730e-19,8.295376e-37
1.200,6.657112e-19,1.330731e-36
1.250,1.027055e-18,2.058623e-36
1.300,1.534464e-18,3.083599e-36
1.350,2.227809e-18,4.487869e-36
1.400,3.152469e-18,6.365319e-36
1.450,4.359075e-18,8.821044e-36
1.500,5.903117e-18,1.197059e-35
1.550,7.844446e-18,1.593897e-35
1.600,1.024669e-17,2.085948e-35
1.650,1.317660e-17,2.687236e-35
1.700,1.670337e-17,3.412339e-35
1.750,2.089793e-17,4.276247e-35
1.800,2.583228e-17,5.294209e-35
1.850,3.157875e-17,6.481595e-35
1.900,3.820940e-17,7.853755e-35
1.950,4.579541e-17,9.425894e-35
2.000,5.440651e-17,1.121295e-34
2.050,6.411048e-17,1.322948e-34
2.100,7.497273e-17,1.548959e-34
2.150,8.705589e-17,1.800680e-34
2.200,1.004195e-16,2.079402e-34
2.250,1.151197e-16,2.386347e-34
2.300,1.312090e-16,2.722663e-34
2.350,1.487363e-16,3.089419e-34
2.400,1.677465e-16,3.487605e-34
2.450,1.882806e-16,3.918128e-34
2.500,2.103756e-16,4.381811e-34
2.550,2.340644e-16,4.879393e-34
2.600,2.593762e-16,5.411528e-34
2.650,2.863360e-16,5.978790e-34
2.700,3.149651e-16,6.581669e-34
2.750,3.452811e-16,7.220576e-34
2.800,3.772979e-16,7.895845e-34
2.850,4.110259e-16,8.607735e-34
2.900,4.464723e-16,9.356432e-34
2.950,4.836407e-16,1.014205e-33
3.000,5.225321e-16,1.096465e-33
3.050,5.631443e-16,1.182422e-33
3.100,6.054725e-16,1.272068e-33
3.150,6.495092e-16,1.365391e-33
3.200,6.952446e-16,1.462372e-33
3.250,7.426665e-16,1.562989e-33
3.300,7.917607e-16,1.667215e-33
3.350,8.425110e-16,1.775017e-33
3.400,8.948994e-16,1.886360e-33
3.450,9.489062e-16,2.001204e-33
3.500,1.004510e-15,2.119506e-33
3.550,1.061689e-15,2.241220e-33
3.600,1.120418e-15,2.366297e-33
3.650,1.180674e-15,2.494687e-33
3.700,1.242429e-15,2.626334e-33
3.750,1.305656e-15,2.761184e-33
3.800,1.370329e-15,2.899179e-33
3.850,1.436419e-15,3.040259e-33
3.900,1.503897e-15,3.184365e-33
3.950,1.572732e-15,3.331433e-33
4.000,1.642896e-15,3.481402e-33
4.050,1.714358e-15,3.634208e-33
4.100,1.787087e-15,3.789786e-33
4.150,1.861053e-15,3.948071e-33
4.200,1.936225e-15,4.108998e-33
4.250,2.012570e-15,4.272501e-33
4.300,2.090060e-15,4.438515e-33
4.350,2.168662e-15,4.606973e-33
4.400,2.248345e-15,4.777811e-33
4.450,2.329080e-15,4.950962e-33
4.500,2.410834e-15,5.126361e-33
4.550,2.493578e-15,5.303943e-33
4.600,2.577282e-15,5.483644e-33
4.650,2.661915e-15,5.665399e-33
4.700,2.747447e-15,5.849146e-33
4.750,2.833850e-15,6.034821e-33
4.800,2.921094e-15,6.222362e-33
4.850,3.009151e-15,6.411707e-33
4.900,3.097992e-15,6.602797e-33
4.950,3.187590e-15,6.795570e-33
5.000,3.277916e-15,6.989969e-33
5.050,3.368945e-15,7.185934e-33
5.100,3.460648e-15,7.383408e-33
5.150,3.553001e-15,7.582334e-33
5.200,3.645976e-15,7.782658e-33
5.250,3.739550e-15,7.984325e-33
5.300,3.833697e-15,8.187280e-33
5.350,3.928392e-15,8.391472e-33
5.400,4.023612e-15,8.596848e-33
5.450,4.119334e-15,8.803358e-33
5.500,4.215534e-15,9.010952e-33
5.550,4.312189e-15,9.219581e-33
5.600,4.409279e-15,9.429198e-33
5.650,4.506781e-15,9.639755e-33
5.700,4.604673e-15,9.851207e-33
