# Elastic rate (iaa)
Te_eV,Kel_m3s
0.500,7.182107e-15
0.550,8.305683e-15
0.600,9.480917e-15
0.650,1.070604e-14
0.700,1.197971e-14
0.750,1.330077e-14
0.800,1.466810e-14
0.850,1.608056e-14
0.900,1.753693e-14
0.950,1.903587e-14
1.000,2.057594e-14
1.050,2.215560e-14
1.100,2.377318e-14
1.150,2.542693e-14
1.200,2.711500e-14
1.250,2.883548e-14
1.300,3.058637e-14
1.350,3.236566e-14
1.400,3.417127e-14
1.450,3.600114e-14
1.500,3.785315e-14
1.550,3.972524e-14
1.600,4.161532e-14
1.650,4.352134e-14
1.700,4.544128e-14
1.750,4.737316e-14
1.800,4.931504e-14
1.850,5.126504e-14
1.900,5.322133e-14
1.950,5.518214e-14
2.000,5.714576e-14
2.050,5.911056e-14
2.100,6.107495e-14
2.150,6.303743e-14
2.200,6.499655e-14
2.250,6.695096e-14
2.300,6.889934e-14
2.350,7.084045e-14
2.400,7.277315e-14
2.450,7.469631e-14
2.500,7.660891e-14
2.550,7.850996e-14
2.600,8.039857e-14
2.650,8.227387e-14
2.700,8.413508e-14
2.750,8.598144e-14
2.800,8.781229e-14
2.850,8.962698e-14
2.900,9.142493e-14
2.950,9.320561e-14
3.000,9.496854e-14
3.050,9.671326e-14
3.100,9.843937e-14
3.150,1.001465e-13
3.200,1.018344e-13
3.250,1.035027e-13
3.300,1.051511e-13
3.350,1.067795e-13
3.400,1.083876e-13
3.450,1.099754e-13
3.500,1.115426e-13
3.550,1.130891e-13
3.600,1.146150e-13
3.650,1.161201e-13
3.700,1.176043e-13
3.750,1.190677e-13
3.800,1.205103e-13
3.850,1.219321e-13
3.900,1.233331e-13
3.950,1.247134e-13
4.000,1.260730e-13
4.050,1.274121e-13
4.100,1.287308e-13
4.150,1.300290e-13
4.200,1.313071e-13
4.250,1.325650e-13
4.300,1.338029e-13
4.350,1.350211e-13
4.400,1.362195e-13
4.450,1.373985e-13
4.500,1.385581e-13
4.550,1.396985e-13
4.600,1.408200e-13
4.650,1.419227e-13
4.700,1.430067e-13
4.750,1.440724e-13
4.800,1.451198e-13
4.850,1.461492e-13
4.900,1.471608e-13
4.950,1.481548e-13
5.000,1.491314e-13
5.050,1.500908e-13
5.100,1.510332e-13
5.150,1.519589e-13
5.200,1.528680e-13
5.250,1.537608e-13
5.300,1.546374e-13
5.350,1.554981e-13
5.400,1.563431e-13
5.450,1.571727e-13
5.500,1.579869e-13
5.550,1.587861e-13
5.600,1.595705e-13
5.650,1.603402e-13
5.700,1.610954e-13
5.750,1.618365e-13
5.800,1.625635e-13
5.850,1.632767e-13
5.900,1.639763e-13
5.950,1.646625e-13
6.000,1.653355e-13
6.050,1.659955e-13
6.100,1.666426e-13
6.150,1.672772e-13
6.200,1.678994e-13
6.250,1.685093e-13
6.300,1.691071e-13
6.350,1.696932e-13
6.400,1.702675e-13
6.450,1.708304e-13
6.500,1.713819e-13
6.550,1.719224e-13
6.600,1.724519e-13
