# Elastic rate (iaa)
Te_eV,Kel_m3s
6.650,1.729706e-13
6.700,1.734787e-13
6.750,1.739764e-13
6.800,1.744638e-13
6.850,1.749411e-13
6.900,1.754085e-13
6.950,1.758661e-13
7.000,1.763141e-13
7.050,1.767527e-13
7.100,1.771819e-13
7.150,1.776020e-13
7.200,1.780131e-13
7.250,1.784154e-13
7.300,1.788090e-13
7.350,1.791939e-13
7.400,1.795705e-13
7.450,1.799388e-13
7.500,1.802990e-13
7.550,1.806511e-13
7.600,1.809954e-13
7.650,1.813319e-13
7.700,1.816608e-13
7.750,1.819823e-13
7.800,1.822964e-13
7.850,1.826032e-13
7.900,1.829030e-13
7.950,1.831957e-13
8.000,1.834816e-13
8.050,1.837607e-13
8.100,1.840332e-13
8.150,1.842991e-13
8.200,1.845586e-13
8.250,1.848119e-13
8.300,1.850589e-13
8.350,1.852998e-13
8.400,1.855347e-13
8.450,1.857637e-13
8.500,1.859869e-13
8.550,1.862044e-13
8.600,1.864164e-13
8.650,1.866228e-13
8.700,1.868238e-13
8.750,1.870195e-13
8.800,1.872100e-13
8.850,1.873953e-13
8.900,1.875756e-13
8.950,1.877510e-13
9.000,1.879214e-13
9.050,1.880871e-13
9.100,1.882481e-13
9.150,1.884044e-13
9.200,1.885562e-13
9.250,1.887035e-13
9.300,1.888464e-13
9.350,1.889850e-13
9.400,1.891193e-13
9.450,1.892495e-13
9.500,1.893756e-13
9.550,1.894977e-13
9.600,1.896157e-13
9.650,1.897300e-13
9.700,1.898403e-13
9.750,1.899470e-13
9.800,1.900499e-13
9.850,1.901492e-13
9.900,1.902449e-13
9.950,1.903372e-13
10.000,1.904260e-13
10.050,1.905114e-13
10.100,1.905935e-13
10.150,1.906723e-13
10.200,1.907479e-13
10.250,1.908204e-13
10.300,1.908897e-13
10.350,1.909561e-13
10.400,1.910194e-13
10.450,1.910798e-13
10.500,1.911373e-13
10.550,1.911919e-13
10.600,1.912438e-13
10.650,1.912929e-13
10.700,1.913394e-13
10.750,1.913832e-13
10.800,1.914244e-13
10.850,1.914630e-13
10.900,1.914992e-13
10.950,1.915328e-13
11.000,1.915641e-13
11.050,1.915930e-13
11.100,1.916195e-13
11.150,1.916438e-13
11.200,1.916658e-13
11.250,1.916856e-13
11.300,1.917032e-13
11.350,1.917186e-13
11.400,1.917320e-13
11.450,1.917433e-13
11.500,1.917526e-13
11.550,1.917599e-13
11.600,1.917653e-13
11.650,1.917687e-13
11.700,1.917702e-13
11.750,1.917699e-13
11.800,1.917678e-13
11.850,1.917639e-13
11.900,1.917582e-13
11.950,1.917509e-13
12.000,1.917418e-13
12.050,1.917310e-13
12.100,1.917187e-13
12.150,1.917047e-13
12.200,1.916892e-13
12.250,1.916721e-13
12.300,1.916535e-13
12.350,1.916334e-13
12.400,1.916118e-13
12.450,1.915889e-13
12.500,1.915645e-13
12.550,1.915387e-13
12.600,1.915116e-13
12.650,1.914831e-13
12.700,1.914533e-13
12.750,1.914223e-13
12.800,1.913899e-13
12.850,1.913564e-13
12.900,1.913216e-13
12.950,1.912856e-13
13.000,1.912485e-13
13.050,1.912102e-13
13.100,1.911708e-13
13.150,1.911303e-13
13.200,1.910887e-13
13.250,1.910460e-13
13.300,1.910023e-13
13.350,1.909576e-13
13.400,1.909118e-13
13.450,1.908651e-13
13.500,1.908174e-13
13.550,1.907688e-13
13.600,1.907192e-13
13.650,1.906687e-13
13.700,1.906173e-13
13.750,1.905650e-13
13.800,1.905119e-13
13.850,1.904579e-13
13.900,1.904031e-13
13.950,1.903475e-13
14.000,1.902911e-13
14.050,1.902339e-13
14.100,1.901759e-13
14.150,1.901172e-13
14.200,1.900578e-13
14.250,1.899976e-13
14.300,1.899367e-13
14.350,1.898752e-13
14.400,1.898129e-13
14.450,1.897500e-13
14.500,1.896864e-13
14.550,1.896222e-13
14.600,1.895574e-13
14.650,1.894919e-13
14.700,1.894259e-13
14.750,1.893593e-13
14.800,1.892921e-13
14.850,1.892243e-13
14.900,1.891560e-13
14.950,1.890871e-13
15.000,1.890177e-13
15.050,1.889478e-13
15.100,1.888774e-13
15.150,1.888064e-13
15.200,1.887350e-13
15.250,1.886632e-13
15.300,1.885908e-13
15.350,1.885180e-13
15.400,1.884448e-13
15.450,1.883711e-13
15.500,1.882970e-13
15.550,1.882225e-13
15.600,1.881476e-13
15.650,1.880722e-13
15.700,1.879965e-13
15.750,1.879204e-13
15.800,1.878440e-13
15.850,1.877672e-13
15.900,1.876900e-13
15.950,1.876125e-13
16.000,1.875346e-13
16.050,1.874565e-13
16.100,1.873780e-13
16.150,1.872992e-13
16.200,1.872200e-13
16.250,1.871406e-13
16.300,1.870609e-13
16.350,1.869809e-13
16.400,1.869007e-13
16.450,1.868201e-13
16.500,1.867394e-13
16.550,1.866583e-13
16.600,1.865770e-13
16.650,1.864955e-13
16.700,1.864137e-13
16.750,1.863317e-13
16.800,1.862495e-13
16.850,1.861671e-13
16.900,1.860844e-13
16.950,1.860016e-13
17.000,1.859185e-13
17.050,1.858353e-13
17.100,1.857519e-13
17.150,1.856683e-13
17.200,1.855845e-13
17.250,1.855006e-13
17.300,1.854165e-13
17.350,1.853322e-13
17.400,1.852478e-13
17.450,1.851632e-13
17.500,1.850785e-13
17.550,1.849936e-13
17.600,1.849087e-13
17.650,1.848235e-13
17.700,1.847383e-13
17.750,1.846530e-13
17.800,1.845675e-13
17.850,1.844819e-13
17.900,1.843962e-13
17.950,1.843104e-13
18.000,1.842245e-13
18.050,1.841386e-13
18.100,1.840525e-13
18.150,1.839664e-13
18.200,1.838801e-13
18.250,1.837938e-13
18.300,1.837074e-13
18.350,1.836210e-13
18.400,1.835345e-13
18.450,1.834479e-13
18.500,1.833612e-13
18.550,1.832745e-13
18.600,1.831878e-13
18.650,1.831010e-13
18.700,1.830142e-13
18.750,1.829273e-13
18.800,1.828404e-13
18.850,1.827534e-13
18.900,1.826664e-13
18.950,1.825794e-13
19.000,1.824924e-13
19.050,1.824053e-13
19.100,1.823182e-13
19.150,1.822312e-13
19.200,1.821440e-13
19.250,1.820569e-13
19.300,1.819698e-13
19.350,1.818827e-13
19.400,1.817955e-13
19.450,1.817084e-13
19.500,1.816212e-13
19.550,1.815341e-13
19.600,1.814470e-13
19.650,1.813599e-13
19.700,1.812728e-13
19.750,1.811857e-13
19.800,1.810986e-13
19.850,1.810116e-13
19.900,1.809246e-13
19.950,1.808375e-13
20.000,1.807506e-13
