# Elastic rate (muroranit)
Te_eV,Kel_m3s
13.350,1.385993e-13
13.400,1.387872e-13
13.450,1.389741e-13
13.500,1.391600e-13
13.550,1.393448e-13
13.600,1.395286e-13
13.650,1.397114e-13
13.700,1.398932e-13
13.750,1.400740e-13
13.800,1.402538e-13
13.850,1.404325e-13
13.900,1.406103e-13
13.950,1.407872e-13
14.000,1.409630e-13
14.050,1.411378e-13
14.100,1.413117e-13
14.150,1.414846e-13
14.200,1.416566e-13
14.250,1.418276e-13
14.300,1.419976e-13
14.350,1.421667e-13
14.400,1.423349e-13
14.450,1.425021e-13
14.500,1.426684e-13
14.550,1.428337e-13
14.600,1.429981e-13
14.650,1.431616e-13
14.700,1.433242e-13
14.750,1.434859e-13
14.800,1.436466e-13
14.850,1.438065e-13
14.900,1.439655e-13
14.950,1.441235e-13
15.000,1.442807e-13
15.050,1.444370e-13
15.100,1.445924e-13
15.150,1.447469e-13
15.200,1.449006e-13
15.250,1.450534e-13
15.300,1.452053e-13
15.350,1.453564e-13
15.400,1.455066e-13
15.450,1.456559e-13
15.500,1.458044e-13
15.550,1.459521e-13
15.600,1.460989e-13
15.650,1.462449e-13
15.700,1.463901e-13
15.750,1.465344e-13
15.800,1.466779e-13
15.850,1.468206e-13
15.900,1.469625e-13
15.950,1.471035e-13
16.000,1.472438e-13
16.050,1.473832e-13
16.100,1.475218e-13
16.150,1.476597e-13
16.200,1.477967e-13
16.250,1.479330e-13
16.300,1.480685e-13
16.350,1.482032e-13
16.400,1.483371e-13
16.450,1.484702e-13
16.500,1.486026e-13
16.550,1.487342e-13
16.600,1.488650e-13
16.650,1.489951e-13
16.700,1.491245e-13
16.750,1.492530e-13
16.800,1.493809e-13
16.850,1.495079e-13
16.900,1.496343e-13
16.950,1.497599e-13
17.000,1.498847e-13
17.050,1.500089e-13
17.100,1.501323e-13
17.150,1.502550e-13
17.200,1.503769e-13
17.250,1.504982e-13
17.300,1.506187e-13
17.350,1.507386e-13
17.400,1.508577e-13
17.450,1.509761e-13
17.500,1.510938e-13
17.550,1.512108e-13
17.600,1.513271e-13
17.650,1.514428e-13
17.700,1.515577e-13
17.750,1.516720e-13
17.800,1.517856e-13
17.850,1.518985e-13
17.900,1.520107e-13
17.950,1.521223e-13
18.000,1.522332e-13
18.050,1.523434e-13
18.100,1.524530e-13
18.150,1.525619e-13
18.200,1.526701e-13
18.250,1.527777e-13
18.300,1.528847e-13
18.350,1.529910e-13
18.400,1.530967e-13
18.450,1.532017e-13
18.500,1.533061e-13
18.550,1.534099e-13
18.600,1.535130e-13
18.650,1.536155e-13
18.700,1.537174e-13
18.750,1.538186e-13
18.800,1.539193e-13
18.850,1.540193e-13
18.900,1.541187e-13
18.950,1.542175e-13
19.000,1.543157e-13
19.050,1.544133e-13
19.100,1.545102e-13
19.150,1.546066e-13
19.200,1.547024e-13
19.250,1.547976e-13
19.300,1.548922e-13
19.350,1.549863e-13
19.400,1.550797e-13
19.450,1.551726e-13
19.500,1.552648e-13
19.550,1.553565e-13
19.600,1.554477e-13
19.650,1.555382e-13
19.700,1.556282e-13
19.750,1.557176e-13
19.800,1.558065e-13
19.850,1.558948e-13
19.900,1.559825e-13
19.950,1.560697e-13
20.000,1.561564e-13
