# Ionisation rate (muroranit)
Te_eV,Kiz_m3s
0.500,7.761459e-32
0.550,2.357674e-30
0.600,4.069819e-29
0.650,4.548696e-28
0.700,3.613189e-27
0.750,2.184002e-26
0.800,1.057334e-25
0.850,4.263457e-25
0.900,1.476087e-24
0.950,4.494524e-24
1.000,1.226903e-23
1.050,3.049532e-23
1.100,6.989849e-23
1.150,1.493032e-22
1.200,2.998011e-22
1.250,5.700990e-22
1.300,1.033049e-21
1.350,1.793275e-21
1.400,2.995738e-21
1.450,4.834995e-21
1.500,7.564893e-21
1.550,1.150837e-20
1.600,1.706709e-20
1.650,2.473057e-20
1.700,3.508462e-20
1.750,4.881878e-20
1.800,6.673264e-20
1.850,8.974096e-20
1.900,1.188773e-19
1.950,1.552967e-19
2.000,2.002763e-19
2.050,2.552154e-19
2.100,3.216339e-19
2.150,4.011697e-19
2.200,4.955749e-19
2.250,6.067111e-19
2.300,7.365444e-19
2.350,8.871389e-19
2.400,1.060650e-18
2.450,1.259318e-18
2.500,1.485459e-18
2.550,1.741460e-18
2.600,2.029766e-18
2.650,2.352878e-18
2.700,2.713341e-18
2.750,3.113738e-18
2.800,3.556680e-18
2.850,4.044801e-18
2.900,4.580747e-18
2.950,5.167174e-18
3.000,5.806736e-18
3.050,6.502081e-18
3.100,7.255844e-18
3.150,8.070641e-18
3.200,8.949064e-18
3.250,9.893674e-18
3.300,1.090700e-17
3.350,1.199152e-17
3.400,1.314969e-17
3.450,1.438391e-17
3.500,1.569650e-17
3.550,1.708978e-17
3.600,1.856596e-17
3.650,2.012723e-17
3.700,2.177570e-17
3.750,2.351341e-17
3.800,2.534234e-17
3.850,2.726441e-17
3.900,2.928147e-17
3.950,3.139529e-17
4.000,3.360758e-17
4.050,3.591997e-17
4.100,3.833404e-17
4.150,4.085127e-17
4.200,4.347310e-17
4.250,4.620086e-17
4.300,4.903585e-17
4.350,5.197929e-17
4.400,5.503230e-17
4.450,5.819598e-17
4.500,6.147132e-17
4.550,6.485927e-17
4.600,6.836071e-17
4.650,7.197644e-17
4.700,7.570722e-17
4.750,7.955373e-17
4.800,8.351660e-17
4.850,8.759640e-17
4.900,9.179362e-17
4.950,9.610873e-17
5.000,1.005421e-16
5.050,1.050941e-16
5.100,1.097651e-16
5.150,1.145552e-16
5.200,1.194646e-16
5.250,1.244935e-16
5.300,1.296420e-16
5.350,1.349101e-16
5.400,1.402979e-16
5.450,1.458053e-16
5.500,1.514322e-16
5.550,1.571785e-16
5.600,1.630441e-16
5.650,1.690287e-16
5.700,1.751323e-16
5.750,1.813544e-16
5.800,1.876948e-16
5.850,1.941531e-16
5.900,2.007292e-16
5.950,2.074224e-16
6.000,2.142325e-16
6.050,2.211590e-16
6.100,2.282015e-16
6.150,2.353594e-16
6.200,2.426322e-16
6.250,2.500195e-16
6.300,2.575207e-16
6.350,2.651352e-16
6.400,2.728624e-16
6.450,2.807017e-16
6.500,2.886525e-16
6.550,2.967141e-16
6.600,3.048859e-16
6.650,3.131673e-16
6.700,3.215575e-16
6.750,3.300558e-16
6.800,3.386615e-16
6.850,3.473740e-16
6.900,3.561924e-16
6.950,3.651161e-16
7.000,3.741443e-16
7.050,3.832762e-16
7.100,3.925110e-16
7.150,4.018481e-16
7.200,4.112865e-16
7.250,4.208255e-16
7.300,4.304644e-16
7.350,4.402023e-16
7.400,4.500383e-16
7.450,4.599718e-16
7.500,4.700019e-16
7.550,4.801277e-16
7.600,4.903485e-16
7.650,5.006634e-16
7.700,5.110716e-16
7.750,5.215722e-16
7.800,5.321645e-16
7.850,5.428476e-16
7.900,5.536207e-16
7.950,5.644829e-16
8.000,5.754334e-16
8.050,5.864714e-16
8.100,5.975961e-16
8.150,6.088065e-16
8.200,6.201019e-16
8.250,6.314815e-16
8.300,6.429443e-16
8.350,6.544897e-16
8.400,6.661167e-16
8.450,6.778245e-16
8.500,6.896123e-16
8.550,7.014794e-16
8.600,7.134247e-16
8.650,7.254477e-16
8.700,7.375473e-16
8.750,7.497229e-16
8.800,7.619736e-16
8.850,7.742985e-16
8.900,7.866970e-16
8.950,7.991682e-16
9.000,8.117113e-16
9.050,8.243255e-16
9.100,8.370100e-16
9.150,8.497640e-16
9.200,8.625868e-16
9.250,8.754776e-16
9.300,8.884356e-16
9.350,9.014600e-16
9.400,9.145501e-16
9.450,9.277050e-16
9.500,9.409242e-16
9.550,9.542067e-16
9.600,9.675518e-16
9.650,9.809589e-16
9.700,9.944271e-16
9.750,1.007956e-15
9.800,1.021544e-15
9.850,1.035191e-15
9.900,1.048897e-15
9.950,1.062660e-15
10.000,1.076480e-15
10.050,1.090356e-15
10.100,1.104287e-15
10.150,1.118273e-15
10.200,1.132313e-15
10.250,1.146406e-15
10.300,1.160552e-15
10.350,1.174750e-15
10.400,1.189000e-15
10.450,1.203299e-15
10.500,1.217649e-15
10.550,1.232048e-15
10.600,1.246496e-15
10.650,1.260991e-15
10.700,1.275534e-15
10.750,1.290124e-15
10.800,1.304760e-15
10.850,1.319441e-15
10.900,1.334166e-15
10.950,1.348936e-15
11.000,1.363750e-15
11.050,1.378606e-15
11.100,1.393505e-15
11.150,1.408446e-15
11.200,1.423427e-15
11.250,1.438449e-15
11.300,1.453511e-15
11.350,1.468613e-15
11.400,1.483753e-15
11.450,1.498931e-15
11.500,1.514147e-15
11.550,1.529400e-15
11.600,1.544690e-15
11.650,1.560015e-15
11.700,1.575376e-15
11.750,1.590771e-15
11.800,1.606201e-15
11.850,1.621665e-15
11.900,1.637162e-15
11.950,1.652691e-15
12.000,1.668253e-15
12.050,1.683846e-15
12.100,1.699471e-15
12.150,1.715126e-15
12.200,1.730811e-15
12.250,1.746526e-15
12.300,1.762269e-15
12.350,1.778042e-15
12.400,1.793842e-15
12.450,1.809670e-15
12.500,1.825526e-15
12.550,1.841408e-15
12.600,1.857316e-15
12.650,1.873250e-15
12.700,1.889209e-15
12.750,1.905193e-15
12.800,1.921201e-15
12.850,1.937233e-15
12.900,1.953288e-15
12.950,1.969367e-15
13.000,1.985468e-15
13.050,2.001591e-15
13.100,2.017736e-15
13.150,2.033902e-15
13.200,2.050089e-15
13.250,2.066296e-15
13.300,2.082524e-15
13.350,2.098770e-15
13.400,2.115036e-15
13.450,2.131321e-15
13.500,2.147624e-15
13.550,2.163945e-15
13.600,2.180284e-15
13.650,2.196639e-15
13.700,2.213012e-15
13.750,2.229401e-15
13.800,2.245805e-15
13.850,2.262226e-15
13.900,2.278662e-15
13.950,2.295112e-15
14.000,2.311577e-15
14.050,2.328057e-15
14.100,2.344550e-15
14.150,2.361056e-15
14.200,2.377576e-15
14.250,2.394108e-15
14.300,2.410653e-15
14.350,2.427209e-15
14.400,2.443778e-15
14.450,2.460358e-15
14.500,2.476948e-15
14.550,2.493550e-15
14.600,2.510162e-15
14.650,2.526784e-15
14.700,2.543415e-15
14.750,2.560056e-15
14.800,2.576707e-15
14.850,2.593365e-15
14.900,2.610033e-15
14.950,2.626709e-15
15.000,2.643392e-15
15.050,2.660083e-15
15.100,2.676781e-15
15.150,2.693487e-15
15.200,2.710199e-15
15.250,2.726917e-15
15.300,2.743642e-15
15.350,2.760372e-15
15.400,2.777108e-15
15.450,2.793849e-15
15.500,2.810595e-15
15.550,2.827346e-15
15.600,2.844102e-15
15.650,2.860861e-15
15.700,2.877625e-15
15.750,2.894392e-15
15.800,2.911163e-15
15.850,2.927936e-15
15.900,2.944713e-15
15.950,2.961493e-15
16.000,2.978275e-15
16.050,2.995059e-15
16.100,3.011844e-15
16.150,3.028632e-15
16.200,3.045421e-15
16.250,3.062212e-15
16.300,3.079003e-15
16.350,3.095795e-15
16.400,3.112588e-15
16.450,3.129381e-15
16.500,3.146174e-15
16.550,3.162967e-15
16.600,3.179759e-15
16.650,3.196551e-15
16.700,3.213342e-15
16.750,3.230133e-15
16.800,3.246922e-15
16.850,3.263709e-15
16.900,3.280496e-15
16.950,3.297280e-15
17.000,3.314062e-15
17.050,3.330842e-15
17.100,3.347620e-15
17.150,3.364395e-15
17.200,3.381167e-15
17.250,3.397936e-15
17.300,3.414703e-15
17.350,3.431465e-15
17.400,3.448225e-15
17.450,3.464980e-15
17.500,3.481732e-15
17.550,3.498479e-15
17.600,3.515223e-15
17.650,3.531962e-15
17.700,3.548696e-15
17.750,3.565426e-15
17.800,3.582150e-15
17.850,3.598870e-15
17.900,3.615584e-15
17.950,3.632293e-15
18.000,3.648997e-15
18.050,3.665694e-15
18.100,3.682386e-15
18.150,3.699072e-15
18.200,3.715752e-15
18.250,3.732425e-15
18.300,3.749091e-15
18.350,3.765752e-15
18.400,3.782405e-15
18.450,3.799051e-15
18.500,3.815690e-15
18.550,3.832322e-15
18.600,3.848947e-15
18.650,3.865564e-15
18.700,3.882174e-15
18.750,3.898776e-15
18.800,3.915370e-15
18.850,3.931956e-15
18.900,3.948533e-15
18.950,3.965103e-15
19.000,3.981664e-15
19.050,3.998216e-15
19.100,4.014760e-15
19.150,4.031295e-15
19.200,4.047821e-15
19.250,4.064339e-15
19.300,4.080847e-15
19.350,4.097345e-15
19.400,4.113835e-15
19.450,4.130315e-15
19.500,4.146785e-15
19.550,4.163245e-15
19.600,4.179696e-15
19.650,4.196137e-15
19.700,4.212568e-15
19.750,4.228988e-15
19.800,4.245399e-15
19.850,4.261799e-15
19.900,4.278188e-15
19.950,4.294568e-15
20.000,4.310936e-15
