# Excitation rates (muroranit, 18 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,5.400765e-16,2.313385e-35
0.550,5.424699e-16,2.449034e-35
0.600,5.428670e-16,2.599324e-35
0.650,5.428705e-16,2.774075e-35
0.700,5.436913e-16,2.983784e-35
0.750,5.462724e-16,3.240485e-35
0.800,5.513715e-16,3.558262e-35
0.850,5.596150e-16,3.953462e-35
0.900,5.715324e-16,4.444647e-35
0.950,5.875764e-16,5.052351e-35
1.000,6.081351e-16,5.798694e-35
1.050,6.335391e-16,6.706923e-35
1.100,6.640649e-16,7.800920e-35
1.150,6.999381e-16,9.104723e-35
1.200,7.413352e-16,1.064208e-34
1.250,7.883858e-16,1.243604e-34
1.300,8.411746e-16,1.450867e-34
1.350,8.997448e-16,1.688075e-34
1.400,9.641007e-16,1.957159e-34
1.450,1.034211e-15,2.259889e-34
1.500,1.110014e-15,2.597867e-34
1.550,1.191418e-15,2.972519e-34
1.600,1.278308e-15,3.385098e-34
1.650,1.370548e-15,3.836685e-34
1.700,1.467983e-15,4.328193e-34
1.750,1.570447e-15,4.860374e-34
1.800,1.677758e-15,5.433827e-34
1.850,1.789729e-15,6.049006e-34
1.900,1.906165e-15,6.706229e-34
1.950,2.026868e-15,7.405688e-34
2.000,2.151635e-15,8.147456e-34
2.050,2.280265e-15,8.931500e-34
2.100,2.412558e-15,9.757685e-34
2.150,2.548314e-15,1.062579e-33
2.200,2.687338e-15,1.153550e-33
2.250,2.829436e-15,1.248644e-33
2.300,2.974423e-15,1.347815e-33
2.350,3.122114e-15,1.451013e-33
2.400,3.272333e-15,1.558181e-33
2.450,3.424909e-15,1.669257e-33
2.500,3.579677e-15,1.784177e-33
2.550,3.736477e-15,1.902869e-33
2.600,3.895158e-15,2.025262e-33
2.650,4.055572e-15,2.151279e-33
2.700,4.217579e-15,2.280843e-33
2.750,4.381045e-15,2.413873e-33
2.800,4.545842e-15,2.550287e-33
2.850,4.711848e-15,2.690002e-33
2.900,4.878946e-15,2.832932e-33
2.950,5.047026e-15,2.978993e-33
3.000,5.215983e-15,3.128098e-33
3.050,5.385716e-15,3.280160e-33
3.100,5.556130e-15,3.435093e-33
3.150,5.727135e-15,3.592809e-33
3.200,5.898646e-15,3.753223e-33
3.250,6.070581e-15,3.916247e-33
3.300,6.242863e-15,4.081796e-33
3.350,6.415420e-15,4.249784e-33
