# Elastic rate (iaa)
Te_eV,Kel_m3s
16.650,1.488410e-13
16.700,1.489039e-13
16.750,1.489663e-13
16.800,1.490283e-13
16.850,1.490899e-13
16.900,1.491510e-13
16.950,1.492117e-13
17.000,1.492720e-13
17.050,1.493318e-13
17.100,1.493912e-13
17.150,1.494502e-13
17.200,1.495088e-13
17.250,1.495669e-13
17.300,1.496247e-13
17.350,1.496820e-13
17.400,1.497389e-13
17.450,1.497954e-13
17.500,1.498516e-13
17.550,1.499073e-13
17.600,1.499626e-13
17.650,1.500176e-13
17.700,1.500721e-13
17.750,1.501263e-13
17.800,1.501801e-13
17.850,1.502335e-13
17.900,1.502865e-13
17.950,1.503392e-13
18.000,1.503915e-13
18.050,1.504434e-13
18.100,1.504950e-13
18.150,1.505462e-13
18.200,1.505970e-13
18.250,1.506475e-13
18.300,1.506976e-13
18.350,1.507474e-13
18.400,1.507969e-13
18.450,1.508459e-13
18.500,1.508947e-13
18.550,1.509431e-13
18.600,1.509911e-13
18.650,1.510389e-13
18.700,1.510863e-13
18.750,1.511333e-13
18.800,1.511800e-13
18.850,1.512265e-13
18.900,1.512725e-13
18.950,1.513183e-13
19.000,1.513637e-13
19.050,1.514089e-13
19.100,1.514537e-13
19.150,1.514982e-13
19.200,1.515423e-13
19.250,1.515862e-13
19.300,1.516298e-13
19.350,1.516731e-13
19.400,1.517160e-13
19.450,1.517587e-13
19.500,1.518011e-13
19.550,1.518431e-13
19.600,1.518849e-13
19.650,1.519264e-13
19.700,1.519676e-13
19.750,1.520085e-13
19.800,1.520492e-13
19.850,1.520895e-13
19.900,1.521296e-13
19.950,1.521694e-13
20.000,1.522089e-13
