# Elastic rate (iaa)
Te_eV,Kel_m3s
0.500,1.603660e-14
0.550,1.733920e-14
0.600,1.878132e-14
0.650,2.033992e-14
0.700,2.198962e-14
0.750,2.370572e-14
0.800,2.546568e-14
0.850,2.724983e-14
0.900,2.904152e-14
0.950,3.082713e-14
1.000,3.259581e-14
1.050,3.433923e-14
1.100,3.605123e-14
1.150,3.772748e-14
1.200,3.936517e-14
1.250,4.096268e-14
1.300,4.251939e-14
1.350,4.403538e-14
1.400,4.551129e-14
1.450,4.694817e-14
1.500,4.834733e-14
1.550,4.971026e-14
1.600,5.103855e-14
1.650,5.233385e-14
1.700,5.359778e-14
1.750,5.483195e-14
1.800,5.603790e-14
1.850,5.721712e-14
1.900,5.837099e-14
1.950,5.950084e-14
2.000,6.060790e-14
2.050,6.169330e-14
2.100,6.275810e-14
2.150,6.380329e-14
2.200,6.482976e-14
2.250,6.583836e-14
2.300,6.682984e-14
2.350,6.780491e-14
2.400,6.876422e-14
2.450,6.970836e-14
2.500,7.063788e-14
2.550,7.155328e-14
2.600,7.245503e-14
2.650,7.334356e-14
2.700,7.421927e-14
2.750,7.508252e-14
2.800,7.593365e-14
2.850,7.677298e-14
2.900,7.760080e-14
2.950,7.841739e-14
3.000,7.922301e-14
3.050,8.001790e-14
3.100,8.080229e-14
3.150,8.157639e-14
3.200,8.234042e-14
3.250,8.309455e-14
3.300,8.383899e-14
3.350,8.457390e-14
3.400,8.529945e-14
3.450,8.601580e-14
3.500,8.672312e-14
3.550,8.742154e-14
3.600,8.811122e-14
3.650,8.879230e-14
3.700,8.946490e-14
3.750,9.012917e-14
3.800,9.078523e-14
3.850,9.143321e-14
3.900,9.207323e-14
3.950,9.270540e-14
4.000,9.332985e-14
4.050,9.394669e-14
4.100,9.455603e-14
4.150,9.515799e-14
4.200,9.575266e-14
4.250,9.634015e-14
4.300,9.692057e-14
4.350,9.749403e-14
4.400,9.806061e-14
4.450,9.862042e-14
4.500,9.917356e-14
4.550,9.972012e-14
4.600,1.002602e-13
4.650,1.007939e-13
4.700,1.013213e-13
4.750,1.018424e-13
4.800,1.023575e-13
4.850,1.028665e-13
4.900,1.033696e-13
4.950,1.038668e-13
5.000,1.043582e-13
5.050,1.048440e-13
5.100,1.053241e-13
5.150,1.057987e-13
5.200,1.062678e-13
5.250,1.067315e-13
5.300,1.071900e-13
5.350,1.076432e-13
5.400,1.080912e-13
5.450,1.085342e-13
5.500,1.089722e-13
5.550,1.094052e-13
5.600,1.098333e-13
5.650,1.102567e-13
5.700,1.106753e-13
5.750,1.110892e-13
5.800,1.114986e-13
5.850,1.119034e-13
5.900,1.123037e-13
5.950,1.126997e-13
6.000,1.130912e-13
6.050,1.134785e-13
6.100,1.138616e-13
6.150,1.142405e-13
6.200,1.146152e-13
6.250,1.149860e-13
6.300,1.153527e-13
6.350,1.157155e-13
6.400,1.160744e-13
6.450,1.164294e-13
6.500,1.167807e-13
6.550,1.171282e-13
6.600,1.174721e-13
6.650,1.178123e-13
6.700,1.181489e-13
6.750,1.184821e-13
6.800,1.188117e-13
6.850,1.191379e-13
6.900,1.194607e-13
6.950,1.197801e-13
7.000,1.200963e-13
7.050,1.204092e-13
7.100,1.207188e-13
7.150,1.210253e-13
7.200,1.213287e-13
7.250,1.216290e-13
7.300,1.219263e-13
7.350,1.222205e-13
7.400,1.225118e-13
7.450,1.228001e-13
7.500,1.230856e-13
7.550,1.233682e-13
7.600,1.236479e-13
7.650,1.239249e-13
7.700,1.241992e-13
7.750,1.244707e-13
7.800,1.247396e-13
7.850,1.250059e-13
7.900,1.252695e-13
7.950,1.255305e-13
8.000,1.257891e-13
8.050,1.260451e-13
8.100,1.262986e-13
8.150,1.265497e-13
8.200,1.267984e-13
8.250,1.270446e-13
8.300,1.272886e-13
8.350,1.275302e-13
8.400,1.277695e-13
8.450,1.280065e-13
8.500,1.282413e-13
8.550,1.284739e-13
8.600,1.287043e-13
8.650,1.289325e-13
8.700,1.291586e-13
8.750,1.293826e-13
8.800,1.296045e-13
8.850,1.298244e-13
8.900,1.300422e-13
8.950,1.302580e-13
9.000,1.304719e-13
9.050,1.306837e-13
9.100,1.308936e-13
9.150,1.311016e-13
9.200,1.313078e-13
9.250,1.315120e-13
9.300,1.317144e-13
9.350,1.319150e-13
9.400,1.321137e-13
9.450,1.323107e-13
9.500,1.325059e-13
9.550,1.326994e-13
9.600,1.328911e-13
9.650,1.330812e-13
9.700,1.332695e-13
9.750,1.334562e-13
9.800,1.336412e-13
9.850,1.338246e-13
9.900,1.340064e-13
9.950,1.341866e-13
10.000,1.343652e-13
10.050,1.345423e-13
10.100,1.347178e-13
10.150,1.348918e-13
10.200,1.350643e-13
10.250,1.352353e-13
10.300,1.354049e-13
10.350,1.355729e-13
10.400,1.357396e-13
10.450,1.359048e-13
10.500,1.360686e-13
10.550,1.362310e-13
10.600,1.363920e-13
10.650,1.365516e-13
10.700,1.367099e-13
10.750,1.368669e-13
10.800,1.370225e-13
10.850,1.371769e-13
10.900,1.373299e-13
10.950,1.374817e-13
11.000,1.376322e-13
11.050,1.377814e-13
11.100,1.379294e-13
11.150,1.380761e-13
11.200,1.382217e-13
11.250,1.383660e-13
11.300,1.385092e-13
11.350,1.386512e-13
11.400,1.387920e-13
11.450,1.389316e-13
11.500,1.390701e-13
11.550,1.392075e-13
11.600,1.393438e-13
11.650,1.394789e-13
11.700,1.396130e-13
11.750,1.397459e-13
11.800,1.398778e-13
11.850,1.400086e-13
11.900,1.401384e-13
11.950,1.402671e-13
12.000,1.403948e-13
12.050,1.405215e-13
12.100,1.406471e-13
12.150,1.407718e-13
12.200,1.408954e-13
12.250,1.410181e-13
12.300,1.411398e-13
12.350,1.412605e-13
12.400,1.413803e-13
12.450,1.414991e-13
12.500,1.416170e-13
12.550,1.417340e-13
12.600,1.418500e-13
12.650,1.419652e-13
12.700,1.420794e-13
12.750,1.421927e-13
12.800,1.423052e-13
12.850,1.424168e-13
12.900,1.425275e-13
12.950,1.426373e-13
13.000,1.427463e-13
13.050,1.428544e-13
13.100,1.429617e-13
13.150,1.430682e-13
13.200,1.431739e-13
13.250,1.432787e-13
13.300,1.433828e-13
13.350,1.434860e-13
13.400,1.435885e-13
13.450,1.436901e-13
13.500,1.437910e-13
13.550,1.438911e-13
13.600,1.439905e-13
13.650,1.440891e-13
13.700,1.441869e-13
13.750,1.442840e-13
13.800,1.443804e-13
13.850,1.444761e-13
13.900,1.445710e-13
13.950,1.446652e-13
14.000,1.447587e-13
14.050,1.448514e-13
14.100,1.449435e-13
14.150,1.450349e-13
14.200,1.451256e-13
14.250,1.452157e-13
14.300,1.453050e-13
14.350,1.453937e-13
14.400,1.454818e-13
14.450,1.455691e-13
14.500,1.456558e-13
14.550,1.457419e-13
14.600,1.458274e-13
14.650,1.459122e-13
14.700,1.459963e-13
14.750,1.460799e-13
14.800,1.461628e-13
14.850,1.462451e-13
14.900,1.463269e-13
14.950,1.464080e-13
15.000,1.464885e-13
15.050,1.465684e-13
15.100,1.466478e-13
15.150,1.467265e-13
15.200,1.468047e-13
15.250,1.468823e-13
15.300,1.469593e-13
15.350,1.470358e-13
15.400,1.471117e-13
15.450,1.471871e-13
15.500,1.472619e-13
15.550,1.473362e-13
15.600,1.474099e-13
15.650,1.474831e-13
15.700,1.475558e-13
15.750,1.476279e-13
15.800,1.476995e-13
15.850,1.477706e-13
15.900,1.478412e-13
15.950,1.479113e-13
16.000,1.479808e-13
16.050,1.480499e-13
16.100,1.481185e-13
16.150,1.481865e-13
16.200,1.482541e-13
16.250,1.483212e-13
16.300,1.483878e-13
16.350,1.484540e-13
16.400,1.485196e-13
16.450,1.485848e-13
16.500,1.486496e-13
16.550,1.487138e-13
16.600,1.487776e-13
