# Elastic rate (biagi)
Te_eV,Kel_m3s
0.500,7.510535e-15
0.550,8.626752e-15
0.600,9.929691e-15
0.650,1.140317e-14
0.700,1.303359e-14
0.750,1.480901e-14
0.800,1.671851e-14
0.850,1.875175e-14
0.900,2.089873e-14
0.950,2.314961e-14
1.000,2.549473e-14
1.050,2.792461e-14
1.100,3.042995e-14
1.150,3.300177e-14
1.200,3.563137e-14
1.250,3.831045e-14
1.300,4.103113e-14
1.350,4.378595e-14
1.400,4.656789e-14
1.450,4.937040e-14
1.500,5.218738e-14
1.550,5.501314e-14
1.600,5.784247e-14
1.650,6.067051e-14
1.700,6.349283e-14
1.750,6.630537e-14
1.800,6.910440e-14
1.850,7.188654e-14
1.900,7.464869e-14
1.950,7.738808e-14
2.000,8.010218e-14
2.050,8.278872e-14
2.100,8.544567e-14
2.150,8.807122e-14
2.200,9.066374e-14
2.250,9.322182e-14
2.300,9.574422e-14
2.350,9.822983e-14
2.400,1.006777e-13
2.450,1.030871e-13
2.500,1.054573e-13
2.550,1.077877e-13
2.600,1.100780e-13
2.650,1.123277e-13
2.700,1.145367e-13
2.750,1.167046e-13
2.800,1.188315e-13
2.850,1.209174e-13
2.900,1.229622e-13
2.950,1.249661e-13
3.000,1.269292e-13
3.050,1.288517e-13
3.100,1.307339e-13
3.150,1.325760e-13
3.200,1.343784e-13
3.250,1.361415e-13
3.300,1.378656e-13
3.350,1.395511e-13
3.400,1.411985e-13
3.450,1.428082e-13
3.500,1.443807e-13
3.550,1.459164e-13
3.600,1.474159e-13
3.650,1.488798e-13
3.700,1.503084e-13
3.750,1.517023e-13
3.800,1.530621e-13
3.850,1.543883e-13
3.900,1.556815e-13
3.950,1.569422e-13
4.000,1.581709e-13
4.050,1.593682e-13
4.100,1.605346e-13
4.150,1.616707e-13
4.200,1.627771e-13
4.250,1.638542e-13
4.300,1.649026e-13
4.350,1.659229e-13
4.400,1.669155e-13
4.450,1.678811e-13
4.500,1.688200e-13
4.550,1.697329e-13
4.600,1.706203e-13
4.650,1.714826e-13
4.700,1.723203e-13
4.750,1.731340e-13
4.800,1.739241e-13
4.850,1.746911e-13
4.900,1.754355e-13
4.950,1.761577e-13
5.000,1.768581e-13
5.050,1.775374e-13
5.100,1.781958e-13
5.150,1.788338e-13
5.200,1.794518e-13
5.250,1.800503e-13
5.300,1.806297e-13
5.350,1.811904e-13
5.400,1.817327e-13
5.450,1.822571e-13
5.500,1.827640e-13
5.550,1.832537e-13
5.600,1.837266e-13
5.650,1.841830e-13
5.700,1.846234e-13
5.750,1.850480e-13
5.800,1.854572e-13
5.850,1.858514e-13
5.900,1.862308e-13
5.950,1.865959e-13
6.000,1.869468e-13
6.050,1.872840e-13
6.100,1.876076e-13
6.150,1.879181e-13
6.200,1.882157e-13
6.250,1.885007e-13
6.300,1.887734e-13
6.350,1.890340e-13
6.400,1.892828e-13
6.450,1.895201e-13
6.500,1.897462e-13
6.550,1.899612e-13
6.600,1.901655e-13
6.650,1.903592e-13
6.700,1.905427e-13
6.750,1.907160e-13
6.800,1.908796e-13
6.850,1.910335e-13
6.900,1.911781e-13
6.950,1.913134e-13
7.000,1.914398e-13
7.050,1.915574e-13
7.100,1.916665e-13
7.150,1.917671e-13
7.200,1.918596e-13
7.250,1.919441e-13
7.300,1.920207e-13
7.350,1.920897e-13
7.400,1.921513e-13
7.450,1.922055e-13
7.500,1.922526e-13
7.550,1.922928e-13
7.600,1.923262e-13
7.650,1.923529e-13
7.700,1.923731e-13
7.750,1.923870e-13
7.800,1.923947e-13
7.850,1.923963e-13
7.900,1.923920e-13
7.950,1.923820e-13
8.000,1.923663e-13
8.050,1.923451e-13
8.100,1.923185e-13
8.150,1.922867e-13
8.200,1.922497e-13
8.250,1.922078e-13
8.300,1.921609e-13
8.350,1.921093e-13
8.400,1.920530e-13
8.450,1.919922e-13
8.500,1.919269e-13
8.550,1.918573e-13
8.600,1.917835e-13
8.650,1.917055e-13
8.700,1.916235e-13
8.750,1.915376e-13
8.800,1.914479e-13
8.850,1.913544e-13
8.900,1.912572e-13
8.950,1.911565e-13
9.000,1.910523e-13
9.050,1.909447e-13
9.100,1.908339e-13
9.150,1.907198e-13
9.200,1.906025e-13
9.250,1.904822e-13
9.300,1.903589e-13
9.350,1.902327e-13
9.400,1.901036e-13
9.450,1.899718e-13
9.500,1.898373e-13
9.550,1.897002e-13
9.600,1.895605e-13
9.650,1.894183e-13
9.700,1.892736e-13
9.750,1.891267e-13
9.800,1.889774e-13
9.850,1.888258e-13
9.900,1.886721e-13
9.950,1.885162e-13
10.000,1.883583e-13
10.050,1.881984e-13
10.100,1.880365e-13
10.150,1.878727e-13
10.200,1.877070e-13
10.250,1.875396e-13
10.300,1.873704e-13
10.350,1.871995e-13
10.400,1.870269e-13
10.450,1.868527e-13
10.500,1.866770e-13
10.550,1.864997e-13
10.600,1.863210e-13
10.650,1.861409e-13
10.700,1.859593e-13
10.750,1.857764e-13
10.800,1.855922e-13
10.850,1.854067e-13
10.900,1.852200e-13
10.950,1.850321e-13
11.000,1.848431e-13
11.050,1.846529e-13
11.100,1.844617e-13
11.150,1.842694e-13
11.200,1.840761e-13
11.250,1.838818e-13
11.300,1.836866e-13
11.350,1.834905e-13
11.400,1.832934e-13
11.450,1.830956e-13
11.500,1.828969e-13
11.550,1.826974e-13
11.600,1.824971e-13
11.650,1.822961e-13
11.700,1.820944e-13
11.750,1.818920e-13
11.800,1.816890e-13
11.850,1.814853e-13
11.900,1.812810e-13
11.950,1.810762e-13
12.000,1.808707e-13
12.050,1.806648e-13
12.100,1.804583e-13
12.150,1.802514e-13
12.200,1.800440e-13
12.250,1.798362e-13
12.300,1.796279e-13
12.350,1.794192e-13
12.400,1.792102e-13
12.450,1.790008e-13
12.500,1.787910e-13
12.550,1.785809e-13
12.600,1.783706e-13
12.650,1.781599e-13
12.700,1.779490e-13
12.750,1.777378e-13
12.800,1.775264e-13
12.850,1.773148e-13
12.900,1.771030e-13
12.950,1.768910e-13
13.000,1.766788e-13
13.050,1.764665e-13
13.100,1.762541e-13
13.150,1.760415e-13
13.200,1.758288e-13
13.250,1.756161e-13
13.300,1.754032e-13
13.350,1.751903e-13
13.400,1.749774e-13
13.450,1.747643e-13
13.500,1.745513e-13
13.550,1.743383e-13
13.600,1.741252e-13
13.650,1.739122e-13
13.700,1.736992e-13
13.750,1.734862e-13
13.800,1.732733e-13
13.850,1.730604e-13
13.900,1.728476e-13
13.950,1.726348e-13
14.000,1.724222e-13
14.050,1.722096e-13
14.100,1.719972e-13
14.150,1.717848e-13
14.200,1.715726e-13
14.250,1.713605e-13
14.300,1.711486e-13
14.350,1.709368e-13
14.400,1.707252e-13
14.450,1.705137e-13
14.500,1.703024e-13
14.550,1.700913e-13
14.600,1.698804e-13
14.650,1.696697e-13
14.700,1.694591e-13
14.750,1.692488e-13
14.800,1.690388e-13
14.850,1.688289e-13
14.900,1.686193e-13
14.950,1.684099e-13
15.000,1.682008e-13
15.050,1.679919e-13
15.100,1.677833e-13
15.150,1.675749e-13
15.200,1.673668e-13
15.250,1.671590e-13
15.300,1.669515e-13
15.350,1.667442e-13
15.400,1.665373e-13
15.450,1.663306e-13
15.500,1.661242e-13
15.550,1.659182e-13
15.600,1.657125e-13
15.650,1.655070e-13
15.700,1.653019e-13
15.750,1.650971e-13
15.800,1.648927e-13
15.850,1.646886e-13
15.900,1.644848e-13
15.950,1.642814e-13
16.000,1.640783e-13
16.050,1.638755e-13
16.100,1.636731e-13
16.150,1.634711e-13
16.200,1.632694e-13
16.250,1.630681e-13
16.300,1.628671e-13
16.350,1.626666e-13
16.400,1.624663e-13
16.450,1.622665e-13
16.500,1.620671e-13
16.550,1.618680e-13
16.600,1.616693e-13
16.650,1.614710e-13
16.700,1.612731e-13
16.750,1.610755e-13
16.800,1.608784e-13
16.850,1.606817e-13
16.900,1.604853e-13
16.950,1.602894e-13
17.000,1.600938e-13
17.050,1.598987e-13
17.100,1.597040e-13
17.150,1.595097e-13
17.200,1.593157e-13
17.250,1.591223e-13
17.300,1.589292e-13
17.350,1.587365e-13
17.400,1.585442e-13
17.450,1.583524e-13
17.500,1.581610e-13
17.550,1.579700e-13
17.600,1.577794e-13
17.650,1.575893e-13
17.700,1.573996e-13
17.750,1.572103e-13
17.800,1.570214e-13
17.850,1.568330e-13
17.900,1.566450e-13
17.950,1.564574e-13
18.000,1.562703e-13
18.050,1.560836e-13
18.100,1.558973e-13
18.150,1.557114e-13
18.200,1.555260e-13
18.250,1.553411e-13
18.300,1.551565e-13
18.350,1.549724e-13
18.400,1.547888e-13
18.450,1.546056e-13
18.500,1.544228e-13
18.550,1.542404e-13
18.600,1.540585e-13
18.650,1.538771e-13
18.700,1.536961e-13
18.750,1.535155e-13
18.800,1.533354e-13
18.850,1.531557e-13
18.900,1.529764e-13
18.950,1.527976e-13
19.000,1.526193e-13
19.050,1.524413e-13
19.100,1.522639e-13
19.150,1.520868e-13
19.200,1.519103e-13
19.250,1.517341e-13
19.300,1.515584e-13
19.350,1.513831e-13
19.400,1.512083e-13
19.450,1.510340e-13
19.500,1.508600e-13
19.550,1.506866e-13
19.600,1.505135e-13
19.650,1.503409e-13
19.700,1.501688e-13
19.750,1.499971e-13
19.800,1.498258e-13
19.850,1.496550e-13
19.900,1.494846e-13
19.950,1.493146e-13
20.000,1.491451e-13
