# Excitation rates (biagi, 51 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,2.187272e-23,3.540536e-41
0.550,1.343369e-22,2.181627e-40
0.600,6.129092e-22,9.989194e-40
0.650,2.225161e-21,3.640454e-39
0.700,6.751449e-21,1.109025e-38
0.750,1.774648e-20,2.927366e-38
0.800,4.151464e-20,6.877608e-38
0.850,8.822597e-20,1.468034e-37
0.900,1.730754e-19,2.892631e-37
0.950,3.173853e-19,5.327973e-37
1.000,5.495642e-19,9.266089e-37
1.050,9.058572e-19,1.533961e-36
1.100,1.430848e-18,2.433257e-36
1.150,2.177695e-18,3.718664e-36
1.200,3.208104e-18,5.500250e-36
1.250,4.592052e-18,7.903671e-36
1.300,6.407292e-18,1.106943e-35
1.350,8.738673e-18,1.515175e-35
1.400,1.167730e-17,2.031717e-35
1.450,1.531961e-17,2.674289e-35
1.500,1.976632e-17,3.461489e-35
1.550,2.512138e-17,4.412601e-35
1.600,3.149088e-17,5.547395e-35
1.650,3.898203e-17,6.885926e-35
1.700,4.770206e-17,8.448340e-35
1.750,5.775731e-17,1.025468e-34
1.800,6.925233e-17,1.232474e-34
1.850,8.228899e-17,1.467785e-34
1.900,9.696582e-17,1.733278e-34
1.950,1.133773e-16,2.030760e-34
2.000,1.316134e-16,2.361955e-34
2.050,1.517589e-16,2.728497e-34
2.100,1.738934e-16,3.131920e-34
2.150,1.980906e-16,3.573652e-34
2.200,2.244183e-16,4.055015e-34
2.250,2.529383e-16,4.577213e-34
2.300,2.837062e-16,5.141339e-34
2.350,3.167714e-16,5.748367e-34
2.400,3.521773e-16,6.399158e-34
2.450,3.899613e-16,7.094459e-34
2.500,4.301547e-16,7.834903e-34
2.550,4.727832e-16,8.621013e-34
2.600,5.178668e-16,9.453210e-34
2.650,5.654203e-16,1.033181e-33
2.700,6.154534e-16,1.125702e-33
2.750,6.679708e-16,1.222898e-33
2.800,7.229725e-16,1.324772e-33
2.850,7.804544e-16,1.431319e-33
2.900,8.404081e-16,1.542526e-33
2.950,9.028214e-16,1.658372e-33
3.000,9.676785e-16,1.778831e-33
3.050,1.034960e-15,1.903869e-33
3.100,1.104645e-15,2.033445e-33
3.150,1.176707e-15,2.167516e-33
3.200,1.251119e-15,2.306031e-33
3.250,1.327852e-15,2.448935e-33
3.300,1.406872e-15,2.596169e-33
3.350,1.488147e-15,2.747670e-33
3.400,1.571640e-15,2.903372e-33
3.450,1.657315e-15,3.063206e-33
3.500,1.745131e-15,3.227099e-33
3.550,1.835051e-15,3.394978e-33
3.600,1.927032e-15,3.566766e-33
3.650,2.021034e-15,3.742385e-33
3.700,2.117013e-15,3.921756e-33
3.750,2.214926e-15,4.104796e-33
3.800,2.314730e-15,4.291425e-33
3.850,2.416381e-15,4.481560e-33
3.900,2.519834e-15,4.675116e-33
3.950,2.625045e-15,4.872010e-33
4.000,2.731969e-15,5.072159e-33
4.050,2.840562e-15,5.275477e-33
4.100,2.950777e-15,5.481881e-33
4.150,3.062572e-15,5.691286e-33
4.200,3.175902e-15,5.903608e-33
4.250,3.290722e-15,6.118765e-33
4.300,3.406988e-15,6.336673e-33
4.350,3.524657e-15,6.557250e-33
4.400,3.643685e-15,6.780413e-33
4.450,3.764029e-15,7.006083e-33
4.500,3.885648e-15,7.234179e-33
4.550,4.008498e-15,7.464620e-33
4.600,4.132538e-15,7.697330e-33
4.650,4.257727e-15,7.932230e-33
4.700,4.384025e-15,8.169244e-33
4.750,4.511391e-15,8.408296e-33
4.800,4.639786e-15,8.649311e-33
4.850,4.769170e-15,8.892217e-33
4.900,4.899506e-15,9.136940e-33
4.950,5.030756e-15,9.383410e-33
5.000,5.162882e-15,9.631555e-33
5.050,5.295847e-15,9.881308e-33
5.100,5.429617e-15,1.013260e-32
5.150,5.564154e-15,1.038536e-32
5.200,5.699425e-15,1.063954e-32
5.250,5.835395e-15,1.089505e-32
5.300,5.972031e-15,1.115184e-32
5.350,6.109300e-15,1.140985e-32
5.400,6.247169e-15,1.166902e-32
5.450,6.385606e-15,1.192928e-32
5.500,6.524581e-15,1.219058e-32
5.550,6.664062e-15,1.245286e-32
5.600,6.804020e-15,1.271606e-32
5.650,6.944426e-15,1.298013e-32
5.700,7.085251e-15,1.324502e-32
5.750,7.226466e-15,1.351067e-32
5.800,7.368044e-15,1.377702e-32
5.850,7.509958e-15,1.404404e-32
5.900,7.652182e-15,1.431166e-32
5.950,7.794690e-15,1.457985e-32
6.000,7.937456e-15,1.484854e-32
6.050,8.080456e-15,1.511771e-32
6.100,8.223665e-15,1.538729e-32
6.150,8.367061e-15,1.565725e-32
6.200,8.510619e-15,1.592754e-32
6.250,8.654318e-15,1.619812e-32
6.300,8.798135e-15,1.646895e-32
6.350,8.942050e-15,1.673999e-32
6.400,9.086040e-15,1.701120e-32
6.450,9.230086e-15,1.728254e-32
6.500,9.374167e-15,1.755397e-32
6.550,9.518264e-15,1.782545e-32
6.600,9.662359e-15,1.809696e-32
6.650,9.806432e-15,1.836845e-32
6.700,9.950467e-15,1.863989e-32
6.750,1.009444e-14,1.891125e-32
6.800,1.023835e-14,1.918250e-32
6.850,1.038216e-14,1.945360e-32
6.900,1.052587e-14,1.972453e-32
6.950,1.066945e-14,1.999524e-32
7.000,1.081290e-14,2.026573e-32
7.050,1.095619e-14,2.053595e-32
7.100,1.109932e-14,2.080588e-32
7.150,1.124226e-14,2.107550e-32
7.200,1.138501e-14,2.134477e-32
7.250,1.152756e-14,2.161367e-32
7.300,1.166988e-14,2.188219e-32
7.350,1.181197e-14,2.215028e-32
7.400,1.195381e-14,2.241794e-32
7.450,1.209540e-14,2.268514e-32
7.500,1.223672e-14,2.295186e-32
7.550,1.237776e-14,2.321807e-32
7.600,1.251851e-14,2.348376e-32
7.650,1.265896e-14,2.374890e-32
7.700,1.279910e-14,2.401349e-32
7.750,1.293892e-14,2.427749e-32
7.800,1.307841e-14,2.454090e-32
7.850,1.321757e-14,2.480369e-32
7.900,1.335638e-14,2.506585e-32
7.950,1.349483e-14,2.532736e-32
8.000,1.363292e-14,2.558821e-32
8.050,1.377064e-14,2.584838e-32
8.100,1.390798e-14,2.610786e-32
8.150,1.404494e-14,2.636663e-32
8.200,1.418150e-14,2.662469e-32
8.250,1.431767e-14,2.688201e-32
8.300,1.445343e-14,2.713859e-32
8.350,1.458878e-14,2.739441e-32
8.400,1.472371e-14,2.764946e-32
8.450,1.485823e-14,2.790374e-32
8.500,1.499231e-14,2.815723e-32
8.550,1.512596e-14,2.840992e-32
8.600,1.525917e-14,2.866180e-32
8.650,1.539194e-14,2.891287e-32
8.700,1.552426e-14,2.916311e-32
8.750,1.565614e-14,2.941252e-32
8.800,1.578755e-14,2.966108e-32
8.850,1.591851e-14,2.990880e-32
8.900,1.604901e-14,3.015565e-32
8.950,1.617904e-14,3.040165e-32
9.000,1.630860e-14,3.064678e-32
9.050,1.643769e-14,3.089103e-32
9.100,1.656630e-14,3.113440e-32
9.150,1.669443e-14,3.137688e-32
9.200,1.682209e-14,3.161847e-32
9.250,1.694926e-14,3.185917e-32
9.300,1.707595e-14,3.209896e-32
9.350,1.720215e-14,3.233785e-32
9.400,1.732786e-14,3.257583e-32
9.450,1.745309e-14,3.281290e-32
9.500,1.757782e-14,3.304906e-32
9.550,1.770206e-14,3.328429e-32
9.600,1.782580e-14,3.351861e-32
9.650,1.794904e-14,3.375200e-32
9.700,1.807180e-14,3.398446e-32
9.750,1.819405e-14,3.421600e-32
9.800,1.831580e-14,3.444661e-32
9.850,1.843706e-14,3.467629e-32
9.900,1.855781e-14,3.490503e-32
9.950,1.867807e-14,3.513284e-32
10.000,1.879782e-14,3.535972e-32
10.050,1.891708e-14,3.558566e-32
10.100,1.903583e-14,3.581067e-32
10.150,1.915409e-14,3.603474e-32
10.200,1.927184e-14,3.625788e-32
10.250,1.938909e-14,3.648008e-32
10.300,1.950585e-14,3.670134e-32
10.350,1.962210e-14,3.692167e-32
10.400,1.973786e-14,3.714107e-32
10.450,1.985311e-14,3.735953e-32
10.500,1.996787e-14,3.757706e-32
10.550,2.008213e-14,3.779366e-32
10.600,2.019589e-14,3.800933e-32
10.650,2.030916e-14,3.822407e-32
10.700,2.042194e-14,3.843788e-32
10.750,2.053422e-14,3.865076e-32
10.800,2.064600e-14,3.886272e-32
10.850,2.075730e-14,3.907376e-32
10.900,2.086810e-14,3.928388e-32
10.950,2.097842e-14,3.949308e-32
11.000,2.108825e-14,3.970137e-32
11.050,2.119759e-14,3.990874e-32
11.100,2.130644e-14,4.011520e-32
11.150,2.141482e-14,4.032075e-32
11.200,2.152271e-14,4.052540e-32
11.250,2.163012e-14,4.072914e-32
11.300,2.173705e-14,4.093198e-32
11.350,2.184350e-14,4.113392e-32
11.400,2.194947e-14,4.133497e-32
11.450,2.205498e-14,4.153513e-32
11.500,2.216001e-14,4.173439e-32
11.550,2.226457e-14,4.193277e-32
11.600,2.236866e-14,4.213027e-32
11.650,2.247228e-14,4.232689e-32
11.700,2.257544e-14,4.252264e-32
11.750,2.267813e-14,4.271751e-32
11.800,2.278037e-14,4.291151e-32
11.850,2.288214e-14,4.310465e-32
11.900,2.298346e-14,4.329693e-32
11.950,2.308432e-14,4.348834e-32
12.000,2.318473e-14,4.367891e-32
12.050,2.328468e-14,4.386862e-32
12.100,2.338419e-14,4.405748e-32
12.150,2.348325e-14,4.424551e-32
12.200,2.358186e-14,4.443269e-32
12.250,2.368004e-14,4.461903e-32
12.300,2.377777e-14,4.480455e-32
12.350,2.387506e-14,4.498924e-32
12.400,2.397192e-14,4.517310e-32
12.450,2.406834e-14,4.535614e-32
12.500,2.416433e-14,4.553837e-32
12.550,2.425989e-14,4.571979e-32
12.600,2.435502e-14,4.590040e-32
12.650,2.444972e-14,4.608020e-32
12.700,2.454401e-14,4.625921e-32
12.750,2.463787e-14,4.643742e-32
12.800,2.473131e-14,4.661483e-32
12.850,2.482434e-14,4.679147e-32
12.900,2.491695e-14,4.696731e-32
