# Excitation rates (siglo, 5 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,3.282156e-24,5.524872e-42
0.550,2.505467e-23,4.242642e-41
0.600,1.383023e-22,2.354111e-40
0.650,5.936153e-22,1.014948e-39
0.700,2.087294e-21,3.582530e-39
0.750,6.249047e-21,1.076097e-38
0.800,1.640051e-20,2.832208e-38
0.850,3.858997e-20,6.680402e-38
0.900,8.285452e-20,1.437346e-37
0.950,1.646144e-19,2.860942e-37
1.000,3.060775e-19,5.328035e-37
1.050,5.375286e-19,9.370118e-37
1.100,8.983915e-19,1.567991e-36
1.150,1.437985e-18,2.512488e-36
1.200,2.215921e-18,3.875449e-36
1.250,3.302140e-18,5.780094e-36
1.300,4.776585e-18,8.367360e-36
1.350,6.728560e-18,1.179478e-35
1.400,9.255827e-18,1.623489e-35
1.450,1.246349e-17,2.187327e-35
1.500,1.646273e-17,2.890629e-35
1.550,2.136945e-17,3.753875e-35
1.600,2.730289e-17,4.798137e-35
1.650,3.438423e-17,6.044839e-35
1.700,4.273524e-17,7.515513e-35
1.750,5.247703e-17,9.231580e-35
1.800,6.372889e-17,1.121414e-34
1.850,7.660718e-17,1.348377e-34
1.900,9.122440e-17,1.606039e-34
1.950,1.076884e-16,1.896307e-34
2.000,1.261017e-16,2.220996e-34
2.050,1.465607e-16,2.581814e-34
2.100,1.691557e-16,2.980356e-34
2.150,1.939699e-16,3.418099e-34
2.200,2.210798e-16,3.896393e-34
2.250,2.505546e-16,4.416465e-34
2.300,2.824561e-16,4.979412e-34
2.350,3.168391e-16,5.586202e-34
2.400,3.537512e-16,6.237677e-34
2.450,3.932327e-16,6.934553e-34
2.500,4.353171e-16,7.677424e-34
2.550,4.800313e-16,8.466764e-34
2.600,5.273955e-16,9.302935e-34
2.650,5.774238e-16,1.018618e-33
2.700,6.301243e-16,1.111666e-33
2.750,6.854994e-16,1.209440e-33
2.800,7.435463e-16,1.311936e-33
2.850,8.042569e-16,1.419139e-33
2.900,8.676185e-16,1.531028e-33
2.950,9.336139e-16,1.647571e-33
3.000,1.002222e-15,1.768731e-33
3.050,1.073417e-15,1.894465e-33
3.100,1.147171e-15,2.024720e-33
3.150,1.223452e-15,2.159441e-33
3.200,1.302225e-15,2.298566e-33
3.250,1.383452e-15,2.442029e-33
3.300,1.467093e-15,2.589758e-33
3.350,1.553107e-15,2.741679e-33
3.400,1.641448e-15,2.897715e-33
3.450,1.732071e-15,3.057783e-33
3.500,1.824929e-15,3.221800e-33
3.550,1.919973e-15,3.389680e-33
3.600,2.017152e-15,3.561334e-33
3.650,2.116417e-15,3.736672e-33
3.700,2.217714e-15,3.915604e-33
