# Elastic rate (siglo)
Te_eV,Kel_m3s
15.300,1.562539e-13
15.350,1.560500e-13
15.400,1.558464e-13
15.450,1.556429e-13
15.500,1.554395e-13
15.550,1.552364e-13
15.600,1.550334e-13
15.650,1.548307e-13
15.700,1.546281e-13
15.750,1.544257e-13
15.800,1.542236e-13
15.850,1.540216e-13
15.900,1.538199e-13
15.950,1.536183e-13
16.000,1.534170e-13
16.050,1.532159e-13
16.100,1.530151e-13
16.150,1.528144e-13
16.200,1.526140e-13
16.250,1.524139e-13
16.300,1.522140e-13
16.350,1.520143e-13
16.400,1.518148e-13
16.450,1.516156e-13
16.500,1.514167e-13
16.550,1.512180e-13
16.600,1.510196e-13
16.650,1.508214e-13
16.700,1.506235e-13
16.750,1.504258e-13
16.800,1.502284e-13
16.850,1.500313e-13
16.900,1.498344e-13
16.950,1.496378e-13
17.000,1.494415e-13
17.050,1.492455e-13
17.100,1.490497e-13
17.150,1.488543e-13
17.200,1.486591e-13
17.250,1.484642e-13
17.300,1.482695e-13
17.350,1.480752e-13
17.400,1.478812e-13
17.450,1.476874e-13
17.500,1.474939e-13
17.550,1.473008e-13
17.600,1.471079e-13
17.650,1.469153e-13
17.700,1.467230e-13
17.750,1.465310e-13
17.800,1.463394e-13
17.850,1.461480e-13
17.900,1.459569e-13
17.950,1.457661e-13
18.000,1.455757e-13
18.050,1.453855e-13
18.100,1.451956e-13
18.150,1.450061e-13
18.200,1.448168e-13
18.250,1.446279e-13
18.300,1.444393e-13
18.350,1.442510e-13
18.400,1.440630e-13
18.450,1.438753e-13
18.500,1.436880e-13
18.550,1.435009e-13
18.600,1.433142e-13
18.650,1.431277e-13
18.700,1.429416e-13
18.750,1.427559e-13
18.800,1.425704e-13
18.850,1.423853e-13
18.900,1.422004e-13
18.950,1.420159e-13
19.000,1.418317e-13
19.050,1.416479e-13
19.100,1.414643e-13
19.150,1.412811e-13
19.200,1.410982e-13
19.250,1.409156e-13
19.300,1.407334e-13
19.350,1.405514e-13
19.400,1.403698e-13
19.450,1.401885e-13
19.500,1.400076e-13
19.550,1.398269e-13
19.600,1.396466e-13
19.650,1.394666e-13
19.700,1.392869e-13
19.750,1.391076e-13
19.800,1.389286e-13
19.850,1.387499e-13
19.900,1.385715e-13
19.950,1.383935e-13
20.000,1.382158e-13
