# Ionisation rate (hayashi)
Te_eV,Kiz_m3s
0.500,1.516008e-28
0.550,2.888711e-27
0.600,3.397544e-26
0.650,2.753734e-25
0.700,1.664422e-24
0.750,7.950817e-24
0.800,3.135710e-23
0.850,1.055786e-22
0.900,3.115058e-22
0.950,8.221877e-22
1.000,1.973673e-21
1.050,4.367212e-21
1.100,9.005996e-21
1.150,1.746652e-20
1.200,3.210138e-20
1.250,5.626710e-20
1.300,9.456861e-20
1.350,1.531100e-19
1.400,2.397410e-19
1.450,3.642893e-19
1.500,5.387687e-19
1.550,7.775570e-19
1.600,1.097536e-18
1.650,1.518190e-18
1.700,2.061665e-18
1.750,2.752784e-18
1.800,3.619016e-18
1.850,4.690413e-18
1.900,5.999510e-18
1.950,7.581191e-18
2.000,9.472534e-18
2.050,1.171262e-17
2.100,1.434236e-17
2.150,1.740424e-17
2.200,2.094216e-17
2.250,2.500115e-17
2.300,2.962719e-17
2.350,3.486696e-17
2.400,4.076765e-17
2.450,4.737669e-17
2.500,5.474163e-17
2.550,6.290987e-17
2.600,7.192852e-17
2.650,8.184421e-17
2.700,9.270294e-17
2.750,1.045500e-16
2.800,1.174296e-16
2.850,1.313850e-16
2.900,1.464586e-16
2.950,1.626911e-16
3.000,1.801222e-16
3.050,1.987901e-16
3.100,2.187315e-16
3.150,2.399819e-16
3.200,2.625749e-16
3.250,2.865427e-16
3.300,3.119159e-16
3.350,3.387234e-16
3.400,3.669926e-16
3.450,3.967493e-16
3.500,4.280175e-16
3.550,4.608198e-16
3.600,4.951770e-16
3.650,5.311084e-16
3.700,5.686319e-16
3.750,6.077637e-16
3.800,6.485184e-16
3.850,6.909093e-16
3.900,7.349482e-16
3.950,7.806455e-16
4.000,8.280103e-16
4.050,8.770501e-16
4.100,9.277714e-16
4.150,9.801794e-16
4.200,1.034278e-15
4.250,1.090070e-15
4.300,1.147556e-15
4.350,1.206738e-15
4.400,1.267615e-15
4.450,1.330185e-15
4.500,1.394446e-15
4.550,1.460393e-15
4.600,1.528024e-15
4.650,1.597333e-15
4.700,1.668313e-15
4.750,1.740958e-15
4.800,1.815260e-15
4.850,1.891212e-15
4.900,1.968803e-15
4.950,2.048025e-15
5.000,2.128868e-15
5.050,2.211320e-15
5.100,2.295371e-15
5.150,2.381008e-15
5.200,2.468220e-15
5.250,2.556993e-15
