# Ionisation rate (hayashi)
Te_eV,Kiz_m3s
5.300,2.647316e-15
5.350,2.739173e-15
5.400,2.832552e-15
5.450,2.927438e-15
5.500,3.023816e-15
5.550,3.121673e-15
5.600,3.220992e-15
5.650,3.321759e-15
5.700,3.423957e-15
5.750,3.527572e-15
5.800,3.632588e-15
5.850,3.738987e-15
5.900,3.846755e-15
5.950,3.955875e-15
6.000,4.066329e-15
6.050,4.178103e-15
6.100,4.291178e-15
6.150,4.405539e-15
6.200,4.521169e-15
6.250,4.638051e-15
6.300,4.756167e-15
6.350,4.875502e-15
6.400,4.996038e-15
6.450,5.117758e-15
6.500,5.240647e-15
6.550,5.364686e-15
6.600,5.489859e-15
6.650,5.616150e-15
6.700,5.743541e-15
6.750,5.872017e-15
6.800,6.001560e-15
6.850,6.132155e-15
6.900,6.263784e-15
6.950,6.396432e-15
7.000,6.530083e-15
7.050,6.664719e-15
7.100,6.800326e-15
7.150,6.936887e-15
7.200,7.074387e-15
7.250,7.212810e-15
7.300,7.352140e-15
7.350,7.492362e-15
7.400,7.633461e-15
7.450,7.775421e-15
7.500,7.918228e-15
7.550,8.061867e-15
7.600,8.206322e-15
7.650,8.351580e-15
7.700,8.497625e-15
7.750,8.644445e-15
7.800,8.792023e-15
7.850,8.940347e-15
7.900,9.089402e-15
7.950,9.239175e-15
8.000,9.389651e-15
8.050,9.540819e-15
8.100,9.692663e-15
8.150,9.845172e-15
8.200,9.998332e-15
8.250,1.015213e-14
8.300,1.030656e-14
8.350,1.046159e-14
8.400,1.061723e-14
8.450,1.077346e-14
8.500,1.093026e-14
8.550,1.108763e-14
8.600,1.124555e-14
8.650,1.140401e-14
8.700,1.156300e-14
8.750,1.172251e-14
8.800,1.188252e-14
8.850,1.204303e-14
8.900,1.220403e-14
8.950,1.236550e-14
9.000,1.252743e-14
9.050,1.268982e-14
9.100,1.285265e-14
9.150,1.301591e-14
9.200,1.317960e-14
9.250,1.334370e-14
9.300,1.350820e-14
9.350,1.367309e-14
9.400,1.383837e-14
9.450,1.400402e-14
9.500,1.417004e-14
9.550,1.433641e-14
9.600,1.450313e-14
9.650,1.467018e-14
9.700,1.483757e-14
9.750,1.500527e-14
9.800,1.517329e-14
9.850,1.534161e-14
9.900,1.551023e-14
9.950,1.567914e-14
10.000,1.584832e-14
10.050,1.601778e-14
10.100,1.618749e-14
10.150,1.635747e-14
10.200,1.652769e-14
10.250,1.669815e-14
10.300,1.686885e-14
10.350,1.703977e-14
10.400,1.721092e-14
10.450,1.738227e-14
10.500,1.755383e-14
10.550,1.772559e-14
10.600,1.789754e-14
10.650,1.806967e-14
10.700,1.824198e-14
10.750,1.841447e-14
10.800,1.858712e-14
10.850,1.875993e-14
10.900,1.893289e-14
10.950,1.910600e-14
11.000,1.927926e-14
11.050,1.945264e-14
11.100,1.962616e-14
11.150,1.979980e-14
11.200,1.997356e-14
11.250,2.014744e-14
11.300,2.032142e-14
11.350,2.049550e-14
11.400,2.066968e-14
11.450,2.084395e-14
11.500,2.101831e-14
11.550,2.119275e-14
11.600,2.136727e-14
11.650,2.154185e-14
11.700,2.171651e-14
11.750,2.189123e-14
11.800,2.206600e-14
11.850,2.224083e-14
11.900,2.241571e-14
11.950,2.259063e-14
12.000,2.276559e-14
12.050,2.294059e-14
12.100,2.311562e-14
12.150,2.329067e-14
12.200,2.346575e-14
12.250,2.364085e-14
12.300,2.381596e-14
12.350,2.399108e-14
12.400,2.416621e-14
12.450,2.434135e-14
12.500,2.451648e-14
12.550,2.469161e-14
12.600,2.486673e-14
12.650,2.504184e-14
12.700,2.521694e-14
12.750,2.539202e-14
12.800,2.556708e-14
12.850,2.574211e-14
12.900,2.591712e-14
12.950,2.609209e-14
13.000,2.626703e-14
13.050,2.644193e-14
13.100,2.661679e-14
13.150,2.679161e-14
13.200,2.696638e-14
13.250,2.714110e-14
13.300,2.731577e-14
13.350,2.749039e-14
13.400,2.766495e-14
13.450,2.783944e-14
13.500,2.801388e-14
13.550,2.818824e-14
13.600,2.836254e-14
13.650,2.853677e-14
13.700,2.871092e-14
13.750,2.888500e-14
13.800,2.905900e-14
13.850,2.923291e-14
13.900,2.940675e-14
13.950,2.958050e-14
14.000,2.975416e-14
14.050,2.992773e-14
14.100,3.010121e-14
14.150,3.027459e-14
14.200,3.044788e-14
14.250,3.062107e-14
14.300,3.079415e-14
14.350,3.096714e-14
14.400,3.114002e-14
14.450,3.131279e-14
14.500,3.148546e-14
14.550,3.165801e-14
14.600,3.183045e-14
14.650,3.200278e-14
14.700,3.217499e-14
14.750,3.234708e-14
14.800,3.251906e-14
14.850,3.269091e-14
14.900,3.286264e-14
14.950,3.303424e-14
15.000,3.320572e-14
15.050,3.337707e-14
15.100,3.354830e-14
15.150,3.371939e-14
15.200,3.389035e-14
15.250,3.406117e-14
15.300,3.423186e-14
15.350,3.440241e-14
15.400,3.457283e-14
15.450,3.474310e-14
15.500,3.491324e-14
15.550,3.508323e-14
15.600,3.525308e-14
15.650,3.542278e-14
15.700,3.559234e-14
15.750,3.576175e-14
15.800,3.593101e-14
15.850,3.610012e-14
15.900,3.626909e-14
15.950,3.643790e-14
16.000,3.660655e-14
16.050,3.677506e-14
16.100,3.694341e-14
16.150,3.711160e-14
16.200,3.727963e-14
16.250,3.744751e-14
16.300,3.761523e-14
16.350,3.778278e-14
16.400,3.795018e-14
16.450,3.811741e-14
16.500,3.828448e-14
16.550,3.845139e-14
16.600,3.861813e-14
16.650,3.878471e-14
16.700,3.895112e-14
16.750,3.911736e-14
16.800,3.928343e-14
16.850,3.944934e-14
16.900,3.961507e-14
16.950,3.978064e-14
17.000,3.994603e-14
17.050,4.011125e-14
17.100,4.027630e-14
17.150,4.044118e-14
17.200,4.060588e-14
17.250,4.077040e-14
17.300,4.093475e-14
17.350,4.109893e-14
17.400,4.126293e-14
17.450,4.142675e-14
17.500,4.159039e-14
17.550,4.175386e-14
17.600,4.191714e-14
17.650,4.208025e-14
17.700,4.224317e-14
17.750,4.240592e-14
17.800,4.256848e-14
17.850,4.273087e-14
17.900,4.289307e-14
17.950,4.305508e-14
18.000,4.321692e-14
18.050,4.337857e-14
18.100,4.354004e-14
18.150,4.370132e-14
18.200,4.386241e-14
18.250,4.402333e-14
18.300,4.418405e-14
18.350,4.434459e-14
18.400,4.450495e-14
18.450,4.466511e-14
18.500,4.482509e-14
18.550,4.498488e-14
18.600,4.514449e-14
18.650,4.530390e-14
18.700,4.546313e-14
18.750,4.562217e-14
18.800,4.578102e-14
18.850,4.593967e-14
18.900,4.609814e-14
18.950,4.625642e-14
19.000,4.641451e-14
19.050,4.657241e-14
19.100,4.673012e-14
19.150,4.688764e-14
19.200,4.704496e-14
19.250,4.720209e-14
19.300,4.735904e-14
19.350,4.751579e-14
19.400,4.767234e-14
19.450,4.782871e-14
19.500,4.798488e-14
19.550,4.814086e-14
19.600,4.829665e-14
19.650,4.845224e-14
19.700,4.860765e-14
19.750,4.876285e-14
19.800,4.891787e-14
19.850,4.907269e-14
19.900,4.922732e-14
19.950,4.938175e-14
20.000,4.953599e-14
