# Excitation rates (biagi, 11 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,7.755177e-15,4.644197e-35
0.550,8.111193e-15,4.924694e-35
0.600,8.330834e-15,5.187290e-35
0.650,8.445349e-15,5.457606e-35
0.700,8.480463e-15,5.761560e-35
0.750,8.456779e-15,6.125604e-35
0.800,8.390537e-15,6.576813e-35
0.850,8.294425e-15,7.142821e-35
0.900,8.178295e-15,7.851651e-35
0.950,8.049767e-15,8.731484e-35
1.000,7.914715e-15,9.810398e-35
1.050,7.777645e-15,1.111610e-34
1.100,7.641998e-15,1.267570e-34
1.150,7.510384e-15,1.451543e-34
1.200,7.384760e-15,1.666049e-34
1.250,7.266575e-15,1.913486e-34
1.300,7.156879e-15,2.196115e-34
1.350,7.056409e-15,2.516047e-34
1.400,6.965655e-15,2.875235e-34
1.450,6.884918e-15,3.275468e-34
1.500,6.814345e-15,3.718362e-34
1.550,6.753969e-15,4.205361e-34
1.600,6.703728e-15,4.737732e-34
1.650,6.663494e-15,5.316564e-34
1.700,6.633082e-15,5.942772e-34
1.750,6.612267e-15,6.617099e-34
1.800,6.600793e-15,7.340115e-34
1.850,6.598384e-15,8.112225e-34
1.900,6.604745e-15,8.933673e-34
1.950,6.619573e-15,9.804549e-34
2.000,6.642558e-15,1.072479e-33
2.050,6.673387e-15,1.169421e-33
2.100,6.711746e-15,1.271246e-33
2.150,6.757325e-15,1.377909e-33
2.200,6.809813e-15,1.489352e-33
2.250,6.868909e-15,1.605508e-33
2.300,6.934312e-15,1.726300e-33
2.350,7.005732e-15,1.851639e-33
2.400,7.082883e-15,1.981432e-33
2.450,7.165488e-15,2.115577e-33
2.500,7.253276e-15,2.253966e-33
2.550,7.345986e-15,2.396486e-33
2.600,7.443363e-15,2.543018e-33
2.650,7.545162e-15,2.693441e-33
2.700,7.651144e-15,2.847629e-33
2.750,7.761080e-15,3.005455e-33
2.800,7.874749e-15,3.166790e-33
2.850,7.991937e-15,3.331504e-33
2.900,8.112439e-15,3.499464e-33
2.950,8.236057e-15,3.670540e-33
3.000,8.362602e-15,3.844601e-33
3.050,8.491889e-15,4.021516e-33
3.100,8.623746e-15,4.201155e-33
3.150,8.758003e-15,4.383391e-33
3.200,8.894500e-15,4.568097e-33
3.250,9.033083e-15,4.755149e-33
3.300,9.173604e-15,4.944424e-33
3.350,9.315922e-15,5.135804e-33
3.400,9.459903e-15,5.329170e-33
3.450,9.605417e-15,5.524407e-33
3.500,9.752343e-15,5.721405e-33
3.550,9.900561e-15,5.920053e-33
3.600,1.004996e-14,6.120247e-33
3.650,1.020044e-14,6.321882e-33
3.700,1.035189e-14,6.524859e-33
3.750,1.050421e-14,6.729080e-33
3.800,1.065732e-14,6.934453e-33
3.850,1.081113e-14,7.140886e-33
3.900,1.096555e-14,7.348290e-33
3.950,1.112050e-14,7.556583e-33
4.000,1.127592e-14,7.765680e-33
4.050,1.143172e-14,7.975504e-33
4.100,1.158784e-14,8.185979e-33
4.150,1.174422e-14,8.397032e-33
4.200,1.190080e-14,8.608591e-33
4.250,1.205751e-14,8.820589e-33
4.300,1.221430e-14,9.032962e-33
4.350,1.237113e-14,9.245646e-33
4.400,1.252794e-14,9.458583e-33
4.450,1.268468e-14,9.671713e-33
4.500,1.284131e-14,9.884982e-33
4.550,1.299780e-14,1.009834e-32
4.600,1.315409e-14,1.031173e-32
4.650,1.331016e-14,1.052511e-32
4.700,1.346597e-14,1.073843e-32
4.750,1.362149e-14,1.095164e-32
4.800,1.377668e-14,1.116471e-32
4.850,1.393151e-14,1.137760e-32
4.900,1.408597e-14,1.159025e-32
4.950,1.424002e-14,1.180265e-32
5.000,1.439363e-14,1.201475e-32
5.050,1.454679e-14,1.222652e-32
5.100,1.469948e-14,1.243792e-32
5.150,1.485167e-14,1.264893e-32
5.200,1.500334e-14,1.285952e-32
5.250,1.515448e-14,1.306966e-32
5.300,1.530507e-14,1.327932e-32
5.350,1.545510e-14,1.348848e-32
5.400,1.560455e-14,1.369712e-32
5.450,1.575341e-14,1.390520e-32
5.500,1.590166e-14,1.411272e-32
5.550,1.604930e-14,1.431965e-32
5.600,1.619630e-14,1.452596e-32
5.650,1.634268e-14,1.473165e-32
5.700,1.648840e-14,1.493670e-32
5.750,1.663347e-14,1.514108e-32
5.800,1.677788e-14,1.534478e-32
5.850,1.692162e-14,1.554780e-32
5.900,1.706468e-14,1.575010e-32
5.950,1.720706e-14,1.595169e-32
6.000,1.734875e-14,1.615255e-32
6.050,1.748975e-14,1.635266e-32
6.100,1.763005e-14,1.655202e-32
6.150,1.776965e-14,1.675062e-32
6.200,1.790855e-14,1.694844e-32
6.250,1.804673e-14,1.714548e-32
6.300,1.818421e-14,1.734173e-32
6.350,1.832098e-14,1.753718e-32
6.400,1.845703e-14,1.773182e-32
6.450,1.859237e-14,1.792565e-32
6.500,1.872698e-14,1.811866e-32
6.550,1.886088e-14,1.831085e-32
6.600,1.899407e-14,1.850220e-32
6.650,1.912653e-14,1.869272e-32
6.700,1.925827e-14,1.888240e-32
6.750,1.938929e-14,1.907123e-32
6.800,1.951960e-14,1.925922e-32
6.850,1.964918e-14,1.944635e-32
6.900,1.977805e-14,1.963263e-32
6.950,1.990620e-14,1.981805e-32
7.000,2.003364e-14,2.000261e-32
7.050,2.016036e-14,2.018631e-32
7.100,2.028637e-14,2.036914e-32
7.150,2.041166e-14,2.055111e-32
7.200,2.053625e-14,2.073221e-32
7.250,2.066013e-14,2.091245e-32
7.300,2.078331e-14,2.109181e-32
7.350,2.090578e-14,2.127030e-32
7.400,2.102755e-14,2.144793e-32
7.450,2.114862e-14,2.162468e-32
7.500,2.126900e-14,2.180057e-32
7.550,2.138868e-14,2.197558e-32
7.600,2.150767e-14,2.214973e-32
7.650,2.162598e-14,2.232301e-32
7.700,2.174359e-14,2.249542e-32
7.750,2.186053e-14,2.266696e-32
7.800,2.197679e-14,2.283764e-32
7.850,2.209237e-14,2.300745e-32
7.900,2.220728e-14,2.317640e-32
7.950,2.232152e-14,2.334448e-32
8.000,2.243509e-14,2.351171e-32
8.050,2.254800e-14,2.367808e-32
8.100,2.266025e-14,2.384359e-32
8.150,2.277185e-14,2.400825e-32
8.200,2.288279e-14,2.417206e-32
8.250,2.299308e-14,2.433502e-32
8.300,2.310272e-14,2.449712e-32
8.350,2.321173e-14,2.465839e-32
8.400,2.332009e-14,2.481881e-32
8.450,2.342782e-14,2.497839e-32
8.500,2.353492e-14,2.513713e-32
8.550,2.364138e-14,2.529504e-32
8.600,2.374723e-14,2.545212e-32
8.650,2.385245e-14,2.560837e-32
8.700,2.395706e-14,2.576379e-32
8.750,2.406105e-14,2.591839e-32
8.800,2.416444e-14,2.607217e-32
8.850,2.426722e-14,2.622513e-32
8.900,2.436939e-14,2.637728e-32
8.950,2.447097e-14,2.652861e-32
9.000,2.457196e-14,2.667914e-32
9.050,2.467235e-14,2.682887e-32
9.100,2.477215e-14,2.697779e-32
9.150,2.487138e-14,2.712592e-32
9.200,2.497002e-14,2.727325e-32
9.250,2.506808e-14,2.741979e-32
9.300,2.516558e-14,2.756555e-32
9.350,2.526251e-14,2.771052e-32
9.400,2.535887e-14,2.785471e-32
9.450,2.545467e-14,2.799813e-32
9.500,2.554991e-14,2.814077e-32
9.550,2.564460e-14,2.828264e-32
9.600,2.573874e-14,2.842375e-32
9.650,2.583234e-14,2.856409e-32
9.700,2.592539e-14,2.870368e-32
9.750,2.601790e-14,2.884251e-32
9.800,2.610988e-14,2.898059e-32
9.850,2.620133e-14,2.911792e-32
9.900,2.629225e-14,2.925451e-32
9.950,2.638264e-14,2.939036e-32
10.000,2.647252e-14,2.952548e-32
10.050,2.656188e-14,2.965986e-32
10.100,2.665072e-14,2.979351e-32
10.150,2.673906e-14,2.992643e-32
10.200,2.682689e-14,3.005864e-32
10.250,2.691422e-14,3.019013e-32
10.300,2.700105e-14,3.032090e-32
10.350,2.708738e-14,3.045096e-32
10.400,2.717322e-14,3.058032e-32
10.450,2.725858e-14,3.070897e-32
10.500,2.734345e-14,3.083693e-32
10.550,2.742783e-14,3.096419e-32
10.600,2.751174e-14,3.109076e-32
10.650,2.759518e-14,3.121664e-32
10.700,2.767814e-14,3.134183e-32
10.750,2.776064e-14,3.146635e-32
10.800,2.784267e-14,3.159019e-32
10.850,2.792424e-14,3.171336e-32
