# Ionisation rate (biagi)
Te_eV,Kiz_m3s
0.500,5.266110e-26
0.550,5.038842e-25
0.600,3.328498e-24
0.650,1.652835e-23
0.700,6.557295e-23
0.750,2.173465e-22
0.800,6.224328e-22
0.850,1.580166e-21
0.900,3.628018e-21
0.950,7.653401e-21
1.000,1.502278e-20
1.050,2.772079e-20
1.100,4.849096e-20
1.150,8.097011e-20
1.200,1.298091e-19
1.250,2.007744e-19
1.300,3.008275e-19
1.350,4.381790e-19
1.400,6.223183e-19
1.450,8.640184e-19
1.500,1.175319e-18
1.550,1.569491e-18
1.600,2.060980e-18
1.650,2.665338e-18
1.700,3.399147e-18
1.750,4.279930e-18
1.800,5.326055e-18
1.850,6.556639e-18
1.900,7.991451e-18
1.950,9.650812e-18
2.000,1.155550e-17
2.050,1.372664e-17
2.100,1.618564e-17
2.150,1.895409e-17
2.200,2.205368e-17
2.250,2.550612e-17
2.300,2.933306e-17
2.350,3.355607e-17
2.400,3.819652e-17
2.450,4.327556e-17
2.500,4.881406e-17
2.550,5.483257e-17
2.600,6.135126e-17
2.650,6.838993e-17
2.700,7.596792e-17
2.750,8.410413e-17
2.800,9.281697e-17
2.850,1.021244e-16
2.900,1.120437e-16
2.950,1.225918e-16
3.000,1.337850e-16
3.050,1.456392e-16
3.100,1.581694e-16
3.150,1.713904e-16
3.200,1.853162e-16
3.250,1.999603e-16
3.300,2.153358e-16
3.350,2.314550e-16
3.400,2.483297e-16
3.450,2.659713e-16
3.500,2.843904e-16
3.550,3.035974e-16
3.600,3.236018e-16
3.650,3.444128e-16
3.700,3.660391e-16
3.750,3.884888e-16
3.800,4.117695e-16
3.850,4.358883e-16
3.900,4.608520e-16
3.950,4.866668e-16
4.000,5.133384e-16
4.050,5.408721e-16
4.100,5.692729e-16
4.150,5.985452e-16
4.200,6.286930e-16
4.250,6.597201e-16
4.300,6.916297e-16
4.350,7.244247e-16
4.400,7.581077e-16
4.450,7.926809e-16
4.500,8.281462e-16
4.550,8.645050e-16
4.600,9.017587e-16
4.650,9.399080e-16
4.700,9.789538e-16
4.750,1.018896e-15
4.800,1.059736e-15
4.850,1.101471e-15
4.900,1.144104e-15
4.950,1.187631e-15
5.000,1.232053e-15
5.050,1.277369e-15
5.100,1.323577e-15
5.150,1.370676e-15
5.200,1.418664e-15
5.250,1.467539e-15
5.300,1.517299e-15
5.350,1.567941e-15
5.400,1.619465e-15
5.450,1.671866e-15
5.500,1.725143e-15
5.550,1.779293e-15
5.600,1.834313e-15
5.650,1.890200e-15
5.700,1.946950e-15
5.750,2.004561e-15
5.800,2.063030e-15
5.850,2.122353e-15
5.900,2.182527e-15
5.950,2.243548e-15
6.000,2.305414e-15
6.050,2.368120e-15
6.100,2.431662e-15
6.150,2.496038e-15
6.200,2.561244e-15
6.250,2.627276e-15
6.300,2.694130e-15
6.350,2.761803e-15
6.400,2.830291e-15
6.450,2.899590e-15
6.500,2.969697e-15
6.550,3.040607e-15
6.600,3.112318e-15
6.650,3.184826e-15
6.700,3.258126e-15
6.750,3.332216e-15
6.800,3.407092e-15
6.850,3.482749e-15
6.900,3.559186e-15
6.950,3.636397e-15
7.000,3.714380e-15
7.050,3.793131e-15
7.100,3.872647e-15
7.150,3.952924e-15
7.200,4.033959e-15
7.250,4.115749e-15
7.300,4.198290e-15
7.350,4.281579e-15
7.400,4.365613e-15
7.450,4.450390e-15
7.500,4.535904e-15
7.550,4.622155e-15
7.600,4.709138e-15
7.650,4.796852e-15
7.700,4.885291e-15
7.750,4.974455e-15
7.800,5.064340e-15
