# Ionisation rate (biagi)
Te_eV,Kiz_m3s
7.850,5.154944e-15
7.900,5.246263e-15
7.950,5.338294e-15
8.000,5.431036e-15
8.050,5.524486e-15
8.100,5.618640e-15
8.150,5.713497e-15
8.200,5.809054e-15
8.250,5.905308e-15
8.300,6.002257e-15
8.350,6.099899e-15
8.400,6.198230e-15
8.450,6.297250e-15
8.500,6.396954e-15
8.550,6.497342e-15
8.600,6.598411e-15
8.650,6.700158e-15
8.700,6.802581e-15
8.750,6.905678e-15
8.800,7.009447e-15
8.850,7.113886e-15
8.900,7.218991e-15
8.950,7.324762e-15
9.000,7.431196e-15
9.050,7.538291e-15
9.100,7.646044e-15
9.150,7.754454e-15
9.200,7.863518e-15
9.250,7.973235e-15
9.300,8.083601e-15
9.350,8.194615e-15
9.400,8.306275e-15
9.450,8.418578e-15
9.500,8.531523e-15
9.550,8.645106e-15
9.600,8.759327e-15
9.650,8.874182e-15
9.700,8.989669e-15
9.750,9.105787e-15
9.800,9.222533e-15
9.850,9.339904e-15
9.900,9.457899e-15
9.950,9.576515e-15
10.000,9.695749e-15
10.050,9.815600e-15
10.100,9.936065e-15
10.150,1.005714e-14
10.200,1.017883e-14
10.250,1.030112e-14
10.300,1.042401e-14
10.350,1.054751e-14
10.400,1.067161e-14
10.450,1.079630e-14
10.500,1.092158e-14
10.550,1.104746e-14
10.600,1.117393e-14
10.650,1.130098e-14
10.700,1.142861e-14
10.750,1.155683e-14
10.800,1.168562e-14
10.850,1.181498e-14
10.900,1.194492e-14
10.950,1.207543e-14
11.000,1.220650e-14
11.050,1.233813e-14
11.100,1.247032e-14
11.150,1.260307e-14
11.200,1.273638e-14
11.250,1.287023e-14
11.300,1.300463e-14
11.350,1.313957e-14
11.400,1.327505e-14
11.450,1.341107e-14
11.500,1.354762e-14
11.550,1.368471e-14
11.600,1.382232e-14
11.650,1.396045e-14
11.700,1.409910e-14
11.750,1.423827e-14
11.800,1.437795e-14
11.850,1.451814e-14
11.900,1.465883e-14
11.950,1.480003e-14
12.000,1.494172e-14
12.050,1.508391e-14
12.100,1.522658e-14
12.150,1.536975e-14
12.200,1.551339e-14
12.250,1.565751e-14
12.300,1.580211e-14
12.350,1.594718e-14
12.400,1.609271e-14
12.450,1.623871e-14
12.500,1.638516e-14
12.550,1.653207e-14
12.600,1.667942e-14
12.650,1.682723e-14
12.700,1.697547e-14
12.750,1.712415e-14
12.800,1.727326e-14
12.850,1.742280e-14
12.900,1.757277e-14
12.950,1.772315e-14
13.000,1.787395e-14
13.050,1.802517e-14
13.100,1.817678e-14
13.150,1.832880e-14
13.200,1.848122e-14
13.250,1.863403e-14
13.300,1.878723e-14
13.350,1.894081e-14
13.400,1.909477e-14
13.450,1.924910e-14
13.500,1.940381e-14
13.550,1.955888e-14
13.600,1.971431e-14
13.650,1.987010e-14
13.700,2.002624e-14
13.750,2.018272e-14
13.800,2.033955e-14
13.850,2.049672e-14
13.900,2.065421e-14
13.950,2.081204e-14
14.000,2.097019e-14
14.050,2.112866e-14
14.100,2.128744e-14
14.150,2.144652e-14
14.200,2.160592e-14
14.250,2.176561e-14
14.300,2.192560e-14
14.350,2.208587e-14
14.400,2.224643e-14
14.450,2.240728e-14
14.500,2.256839e-14
14.550,2.272978e-14
14.600,2.289143e-14
14.650,2.305334e-14
14.700,2.321551e-14
14.750,2.337793e-14
14.800,2.354060e-14
14.850,2.370350e-14
14.900,2.386665e-14
14.950,2.403002e-14
15.000,2.419363e-14
15.050,2.435745e-14
15.100,2.452150e-14
15.150,2.468575e-14
15.200,2.485022e-14
15.250,2.501488e-14
15.300,2.517975e-14
15.350,2.534481e-14
15.400,2.551006e-14
15.450,2.567549e-14
15.500,2.584110e-14
15.550,2.600689e-14
15.600,2.617284e-14
15.650,2.633897e-14
15.700,2.650525e-14
15.750,2.667169e-14
15.800,2.683828e-14
15.850,2.700502e-14
15.900,2.717190e-14
15.950,2.733891e-14
16.000,2.750606e-14
16.050,2.767334e-14
16.100,2.784075e-14
16.150,2.800827e-14
16.200,2.817591e-14
16.250,2.834366e-14
16.300,2.851151e-14
16.350,2.867947e-14
16.400,2.884752e-14
16.450,2.901567e-14
16.500,2.918390e-14
16.550,2.935222e-14
16.600,2.952062e-14
16.650,2.968909e-14
16.700,2.985764e-14
16.750,3.002625e-14
16.800,3.019492e-14
16.850,3.036365e-14
16.900,3.053244e-14
16.950,3.070128e-14
17.000,3.087016e-14
17.050,3.103908e-14
17.100,3.120805e-14
17.150,3.137704e-14
17.200,3.154607e-14
17.250,3.171512e-14
17.300,3.188419e-14
17.350,3.205328e-14
17.400,3.222238e-14
17.450,3.239149e-14
17.500,3.256061e-14
17.550,3.272973e-14
17.600,3.289884e-14
17.650,3.306796e-14
17.700,3.323706e-14
17.750,3.340615e-14
17.800,3.357522e-14
17.850,3.374427e-14
17.900,3.391330e-14
17.950,3.408229e-14
18.000,3.425126e-14
18.050,3.442019e-14
18.100,3.458908e-14
18.150,3.475793e-14
18.200,3.492674e-14
18.250,3.509549e-14
18.300,3.526419e-14
18.350,3.543284e-14
18.400,3.560143e-14
18.450,3.576995e-14
18.500,3.593841e-14
18.550,3.610679e-14
18.600,3.627511e-14
18.650,3.644335e-14
18.700,3.661151e-14
18.750,3.677958e-14
18.800,3.694757e-14
18.850,3.711548e-14
18.900,3.728329e-14
18.950,3.745100e-14
19.000,3.761862e-14
19.050,3.778614e-14
19.100,3.795355e-14
19.150,3.812086e-14
19.200,3.828806e-14
19.250,3.845515e-14
19.300,3.862212e-14
19.350,3.878897e-14
19.400,3.895570e-14
19.450,3.912231e-14
19.500,3.928879e-14
19.550,3.945514e-14
19.600,3.962136e-14
19.650,3.978745e-14
19.700,3.995340e-14
19.750,4.011921e-14
19.800,4.028487e-14
19.850,4.045040e-14
19.900,4.061577e-14
19.950,4.078100e-14
20.000,4.094608e-14
