# Elastic rate (biagi)
Te_eV,Kel_m3s
0.500,3.128607e-14
0.550,3.308820e-14
0.600,3.477429e-14
0.650,3.636054e-14
0.700,3.786088e-14
0.750,3.928703e-14
0.800,4.064859e-14
0.850,4.195317e-14
0.900,4.320674e-14
0.950,4.441385e-14
1.000,4.557799e-14
1.050,4.670181e-14
1.100,4.778742e-14
1.150,4.883653e-14
1.200,4.985059e-14
1.250,5.083096e-14
1.300,5.177888e-14
1.350,5.269559e-14
1.400,5.358234e-14
1.450,5.444039e-14
1.500,5.527098e-14
1.550,5.607541e-14
1.600,5.685495e-14
1.650,5.761086e-14
1.700,5.834439e-14
1.750,5.905677e-14
1.800,5.974919e-14
1.850,6.042280e-14
1.900,6.107870e-14
1.950,6.171795e-14
2.000,6.234155e-14
2.050,6.295045e-14
2.100,6.354555e-14
2.150,6.412770e-14
2.200,6.469768e-14
2.250,6.525625e-14
2.300,6.580409e-14
2.350,6.634184e-14
2.400,6.687012e-14
2.450,6.738946e-14
2.500,6.790041e-14
2.550,6.840342e-14
2.600,6.889895e-14
2.650,6.938740e-14
2.700,6.986916e-14
2.750,7.034457e-14
2.800,7.081395e-14
2.850,7.127761e-14
2.900,7.173582e-14
2.950,7.218883e-14
3.000,7.263687e-14
3.050,7.308016e-14
3.100,7.351889e-14
3.150,7.395326e-14
3.200,7.438341e-14
3.250,7.480952e-14
3.300,7.523171e-14
3.350,7.565012e-14
3.400,7.606488e-14
3.450,7.647608e-14
3.500,7.688384e-14
3.550,7.728825e-14
3.600,7.768938e-14
3.650,7.808733e-14
3.700,7.848216e-14
3.750,7.887395e-14
3.800,7.926275e-14
3.850,7.964862e-14
3.900,8.003162e-14
3.950,8.041179e-14
4.000,8.078918e-14
4.050,8.116383e-14
4.100,8.153579e-14
4.150,8.190508e-14
4.200,8.227173e-14
4.250,8.263579e-14
4.300,8.299728e-14
4.350,8.335623e-14
4.400,8.371265e-14
4.450,8.406659e-14
4.500,8.441805e-14
4.550,8.476705e-14
4.600,8.511363e-14
4.650,8.545779e-14
4.700,8.579955e-14
4.750,8.613893e-14
4.800,8.647595e-14
4.850,8.681061e-14
4.900,8.714294e-14
4.950,8.747295e-14
5.000,8.780065e-14
5.050,8.812605e-14
5.100,8.844916e-14
5.150,8.877001e-14
5.200,8.908859e-14
5.250,8.940492e-14
5.300,8.971901e-14
5.350,9.003087e-14
5.400,9.034052e-14
5.450,9.064795e-14
5.500,9.095319e-14
5.550,9.125624e-14
5.600,9.155711e-14
5.650,9.185581e-14
5.700,9.215236e-14
5.750,9.244675e-14
5.800,9.273901e-14
5.850,9.302913e-14
5.900,9.331714e-14
5.950,9.360303e-14
6.000,9.388683e-14
6.050,9.416853e-14
6.100,9.444815e-14
6.150,9.472570e-14
6.200,9.500118e-14
6.250,9.527462e-14
6.300,9.554601e-14
6.350,9.581536e-14
6.400,9.608270e-14
6.450,9.634802e-14
6.500,9.661133e-14
6.550,9.687265e-14
6.600,9.713199e-14
6.650,9.738936e-14
6.700,9.764476e-14
6.750,9.789820e-14
6.800,9.814970e-14
6.850,9.839927e-14
6.900,9.864691e-14
6.950,9.889265e-14
7.000,9.913647e-14
7.050,9.937841e-14
7.100,9.961846e-14
7.150,9.985664e-14
7.200,1.000930e-13
7.250,1.003274e-13
7.300,1.005601e-13
7.350,1.007909e-13
7.400,1.010198e-13
7.450,1.012470e-13
7.500,1.014724e-13
7.550,1.016959e-13
7.600,1.019178e-13
7.650,1.021378e-13
7.700,1.023561e-13
7.750,1.025726e-13
7.800,1.027874e-13
7.850,1.030005e-13
7.900,1.032118e-13
7.950,1.034215e-13
8.000,1.036295e-13
8.050,1.038357e-13
8.100,1.040404e-13
8.150,1.042433e-13
8.200,1.044446e-13
8.250,1.046443e-13
8.300,1.048423e-13
8.350,1.050387e-13
8.400,1.052335e-13
8.450,1.054267e-13
8.500,1.056184e-13
8.550,1.058084e-13
8.600,1.059969e-13
8.650,1.061838e-13
8.700,1.063692e-13
8.750,1.065530e-13
8.800,1.067354e-13
8.850,1.069162e-13
8.900,1.070955e-13
8.950,1.072733e-13
9.000,1.074496e-13
9.050,1.076245e-13
9.100,1.077979e-13
9.150,1.079698e-13
9.200,1.081404e-13
9.250,1.083094e-13
9.300,1.084771e-13
9.350,1.086433e-13
9.400,1.088082e-13
9.450,1.089716e-13
9.500,1.091337e-13
9.550,1.092944e-13
9.600,1.094537e-13
9.650,1.096117e-13
9.700,1.097683e-13
9.750,1.099236e-13
9.800,1.100776e-13
9.850,1.102303e-13
9.900,1.103816e-13
9.950,1.105317e-13
10.000,1.106805e-13
10.050,1.108280e-13
10.100,1.109742e-13
10.150,1.111192e-13
10.200,1.112630e-13
10.250,1.114055e-13
10.300,1.115467e-13
10.350,1.116868e-13
10.400,1.118256e-13
10.450,1.119633e-13
10.500,1.120997e-13
10.550,1.122350e-13
10.600,1.123691e-13
10.650,1.125020e-13
10.700,1.126338e-13
10.750,1.127644e-13
10.800,1.128938e-13
10.850,1.130222e-13
10.900,1.131494e-13
10.950,1.132755e-13
11.000,1.134005e-13
11.050,1.135244e-13
11.100,1.136472e-13
11.150,1.137689e-13
11.200,1.138896e-13
11.250,1.140092e-13
11.300,1.141277e-13
11.350,1.142452e-13
11.400,1.143616e-13
11.450,1.144771e-13
11.500,1.145914e-13
11.550,1.147048e-13
11.600,1.148172e-13
11.650,1.149285e-13
11.700,1.150389e-13
11.750,1.151483e-13
11.800,1.152567e-13
11.850,1.153641e-13
11.900,1.154706e-13
11.950,1.155761e-13
12.000,1.156806e-13
12.050,1.157842e-13
12.100,1.158869e-13
12.150,1.159887e-13
12.200,1.160895e-13
12.250,1.161894e-13
12.300,1.162885e-13
12.350,1.163866e-13
12.400,1.164838e-13
12.450,1.165801e-13
12.500,1.166756e-13
12.550,1.167702e-13
12.600,1.168639e-13
12.650,1.169568e-13
12.700,1.170488e-13
12.750,1.171400e-13
12.800,1.172303e-13
12.850,1.173198e-13
12.900,1.174085e-13
12.950,1.174964e-13
13.000,1.175834e-13
13.050,1.176697e-13
13.100,1.177551e-13
13.150,1.178398e-13
13.200,1.179236e-13
13.250,1.180067e-13
13.300,1.180890e-13
13.350,1.181705e-13
13.400,1.182513e-13
13.450,1.183313e-13
13.500,1.184106e-13
13.550,1.184891e-13
13.600,1.185669e-13
13.650,1.186440e-13
13.700,1.187203e-13
13.750,1.187959e-13
13.800,1.188707e-13
13.850,1.189449e-13
13.900,1.190184e-13
13.950,1.190911e-13
14.000,1.191632e-13
14.050,1.192346e-13
14.100,1.193053e-13
14.150,1.193753e-13
14.200,1.194446e-13
14.250,1.195133e-13
14.300,1.195813e-13
14.350,1.196487e-13
14.400,1.197154e-13
14.450,1.197814e-13
14.500,1.198468e-13
14.550,1.199116e-13
14.600,1.199757e-13
14.650,1.200393e-13
14.700,1.201021e-13
14.750,1.201644e-13
14.800,1.202261e-13
14.850,1.202871e-13
14.900,1.203476e-13
14.950,1.204074e-13
15.000,1.204667e-13
15.050,1.205253e-13
15.100,1.205834e-13
15.150,1.206409e-13
15.200,1.206978e-13
15.250,1.207542e-13
15.300,1.208099e-13
15.350,1.208652e-13
15.400,1.209198e-13
15.450,1.209739e-13
15.500,1.210275e-13
15.550,1.210805e-13
15.600,1.211330e-13
15.650,1.211849e-13
15.700,1.212363e-13
15.750,1.212872e-13
15.800,1.213375e-13
15.850,1.213873e-13
15.900,1.214366e-13
15.950,1.214854e-13
16.000,1.215337e-13
16.050,1.215815e-13
16.100,1.216288e-13
16.150,1.216755e-13
16.200,1.217218e-13
16.250,1.217676e-13
16.300,1.218129e-13
16.350,1.218578e-13
16.400,1.219021e-13
16.450,1.219460e-13
16.500,1.219894e-13
16.550,1.220324e-13
16.600,1.220748e-13
16.650,1.221168e-13
16.700,1.221584e-13
16.750,1.221995e-13
16.800,1.222402e-13
16.850,1.222804e-13
16.900,1.223201e-13
16.950,1.223595e-13
17.000,1.223984e-13
17.050,1.224368e-13
17.100,1.224748e-13
17.150,1.225125e-13
17.200,1.225496e-13
17.250,1.225864e-13
17.300,1.226227e-13
17.350,1.226587e-13
17.400,1.226942e-13
17.450,1.227293e-13
17.500,1.227640e-13
17.550,1.227983e-13
17.600,1.228322e-13
17.650,1.228658e-13
17.700,1.228989e-13
17.750,1.229316e-13
17.800,1.229640e-13
17.850,1.229959e-13
17.900,1.230275e-13
17.950,1.230587e-13
18.000,1.230896e-13
18.050,1.231200e-13
18.100,1.231501e-13
18.150,1.231799e-13
18.200,1.232092e-13
18.250,1.232383e-13
18.300,1.232669e-13
18.350,1.232952e-13
18.400,1.233231e-13
18.450,1.233507e-13
18.500,1.233780e-13
18.550,1.234049e-13
18.600,1.234315e-13
18.650,1.234577e-13
18.700,1.234836e-13
18.750,1.235091e-13
18.800,1.235343e-13
18.850,1.235592e-13
18.900,1.235838e-13
18.950,1.236081e-13
19.000,1.236320e-13
19.050,1.236556e-13
19.100,1.236789e-13
19.150,1.237018e-13
19.200,1.237245e-13
19.250,1.237468e-13
19.300,1.237689e-13
19.350,1.237906e-13
19.400,1.238121e-13
19.450,1.238332e-13
19.500,1.238540e-13
19.550,1.238746e-13
19.600,1.238948e-13
19.650,1.239148e-13
19.700,1.239345e-13
19.750,1.239538e-13
19.800,1.239729e-13
19.850,1.239917e-13
19.900,1.240103e-13
19.950,1.240285e-13
20.000,1.240465e-13
