# Vorberechnete Xenon-Anregungsraten (Biagi/LXCat, 48 Prozesse)
# Kex_total = Summe_i Kex_i(Te)
# Pexc_coeff = Summe_i [Kex_i(Te) * Eexc_i]  (multipliziere mit n*ng fuer W/m^3)
# Te in eV, Kex in m^3/s, Pexc_coeff in J*m^3/s
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,5.892162e-22,8.060042e-40
0.550,2.809968e-21,3.866887e-39
0.600,1.043186e-20,1.444575e-38
0.650,3.193350e-20,4.450340e-38
0.700,8.397443e-20,1.177751e-37
0.750,1.954672e-19,2.758592e-37
0.800,4.118770e-19,5.847948e-37
0.850,7.992278e-19,1.141361e-36
0.900,1.447351e-18,2.078376e-36
0.950,2.472043e-18,3.568445e-36
1.000,4.015949e-18,5.825824e-36
1.050,6.248166e-18,9.106321e-36
1.100,9.362645e-18,1.370532e-35
1.150,1.357560e-17,1.995421e-35
1.200,1.912215e-17,2.821550e-35
1.250,2.625241e-17,3.887702e-35
1.300,3.522737e-17,5.234565e-35
1.350,4.631459e-17,6.904075e-35
1.400,5.978412e-17,8.938768e-35
1.450,7.590458e-17,1.138117e-34
1.500,9.493959e-17,1.427322e-34
1.550,1.171446e-16,1.765576e-34
1.600,1.427643e-16,2.156810e-34
1.650,1.720301e-16,2.604765e-34
1.700,2.051587e-16,3.112955e-34
1.750,2.423502e-16,3.684653e-34
1.800,2.837874e-16,4.322864e-34
1.850,3.296354e-16,5.030319e-34
1.900,3.800406e-16,5.809462e-34
1.950,4.351314e-16,6.662453e-34
2.000,4.950176e-16,7.591167e-34
2.050,5.597915e-16,8.597195e-34
2.100,6.295281e-16,9.681857e-34
2.150,7.042856e-16,1.084621e-33
2.200,7.841065e-16,1.209105e-33
2.250,8.690182e-16,1.341694e-33
2.300,9.590341e-16,1.482422e-33
2.350,1.054154e-15,1.631299e-33
2.400,1.154367e-15,1.788319e-33
2.450,1.259648e-15,1.953454e-33
2.500,1.369963e-15,2.126660e-33
2.550,1.485270e-15,2.307879e-33
2.600,1.605516e-15,2.497036e-33
2.650,1.730641e-15,2.694044e-33
2.700,1.860579e-15,2.898805e-33
2.750,1.995255e-15,3.111209e-33
2.800,2.134591e-15,3.331139e-33
2.850,2.278503e-15,3.558466e-33
2.900,2.426903e-15,3.793057e-33
2.950,2.579700e-15,4.034771e-33
3.000,2.736799e-15,4.283462e-33
3.050,2.898102e-15,4.538979e-33
3.100,3.063510e-15,4.801168e-33
3.150,3.232922e-15,5.069870e-33
3.200,3.406234e-15,5.344925e-33
3.250,3.583344e-15,5.626170e-33
3.300,3.764146e-15,5.913442e-33
3.350,3.948536e-15,6.206576e-33
3.400,4.136410e-15,6.505406e-33
3.450,4.327662e-15,6.809767e-33
3.500,4.522188e-15,7.119494e-33
3.550,4.719885e-15,7.434422e-33
3.600,4.920649e-15,7.754388e-33
3.650,5.124379e-15,8.079229e-33
3.700,5.330973e-15,8.408784e-33
3.750,5.540330e-15,8.742894e-33
3.800,5.752354e-15,9.081401e-33
3.850,5.966945e-15,9.424150e-33
3.900,6.184007e-15,9.770986e-33
3.950,6.403448e-15,1.012176e-32
4.000,6.625172e-15,1.047632e-32
4.050,6.849089e-15,1.083452e-32
4.100,7.075110e-15,1.119622e-32
4.150,7.303146e-15,1.156128e-32
4.200,7.533110e-15,1.192955e-32
4.250,7.764919e-15,1.230091e-32
4.300,7.998489e-15,1.267521e-32
4.350,8.233739e-15,1.305233e-32
4.400,8.470589e-15,1.343214e-32
4.450,8.708963e-15,1.381452e-32
4.500,8.948784e-15,1.419934e-32
4.550,9.189978e-15,1.458648e-32
4.600,9.432473e-15,1.497583e-32
4.650,9.676198e-15,1.536727e-32
4.700,9.921084e-15,1.576070e-32
4.750,1.016706e-14,1.615599e-32
4.800,1.041407e-14,1.655306e-32
4.850,1.066205e-14,1.695179e-32
4.900,1.091092e-14,1.735208e-32
4.950,1.116064e-14,1.775384e-32
5.000,1.141115e-14,1.815697e-32
5.050,1.166237e-14,1.856138e-32
5.100,1.191427e-14,1.896697e-32
5.150,1.216679e-14,1.937367e-32
5.200,1.241987e-14,1.978138e-32
5.250,1.267346e-14,2.019003e-32
5.300,1.292751e-14,2.059952e-32
5.350,1.318198e-14,2.100979e-32
5.400,1.343681e-14,2.142076e-32
5.450,1.369197e-14,2.183235e-32
5.500,1.394740e-14,2.224449e-32
5.550,1.420307e-14,2.265711e-32
5.600,1.445894e-14,2.307015e-32
5.650,1.471496e-14,2.348354e-32
5.700,1.497109e-14,2.389722e-32
5.750,1.522730e-14,2.431112e-32
5.800,1.548355e-14,2.472518e-32
5.850,1.573980e-14,2.513935e-32
5.900,1.599602e-14,2.555358e-32
5.950,1.625219e-14,2.596780e-32
6.000,1.650825e-14,2.638197e-32
6.050,1.676420e-14,2.679603e-32
6.100,1.701998e-14,2.720994e-32
6.150,1.727559e-14,2.762365e-32
6.200,1.753098e-14,2.803711e-32
6.250,1.778613e-14,2.845029e-32
6.300,1.804102e-14,2.886312e-32
6.350,1.829562e-14,2.927559e-32
6.400,1.854990e-14,2.968764e-32
6.450,1.880385e-14,3.009923e-32
