# Excitation rates (puech, 40 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,2.714538e-25,5.112082e-43
0.550,2.400314e-24,4.538078e-42
0.600,1.490664e-23,2.830217e-41
0.650,7.051264e-23,1.344685e-40
0.700,2.691877e-22,5.156449e-40
0.750,8.652607e-22,1.664839e-39
0.800,2.417333e-21,4.671419e-39
0.850,6.014152e-21,1.167105e-38
0.900,1.357921e-20,2.645791e-38
0.950,2.824442e-20,5.524247e-38
1.000,5.477181e-20,1.075146e-37
1.050,9.999450e-20,1.969548e-37
1.100,1.732449e-19,3.423282e-37
1.150,2.867393e-19,5.682980e-37
1.200,4.558932e-19,9.061034e-37
1.250,6.995483e-19,1.394061e-36
1.300,1.040100e-18,2.077862e-36
1.350,1.503521e-18,3.010662e-36
1.400,2.119289e-18,4.252961e-36
1.450,2.920218e-18,5.872291e-36
1.500,3.942216e-18,7.942737e-36
1.550,5.223969e-18,1.054432e-35
1.600,6.806589e-18,1.376226e-35
1.650,8.733215e-18,1.768618e-35
1.700,1.104860e-17,2.240928e-35
1.750,1.379868e-17,2.802738e-35
1.800,1.703018e-17,3.463816e-35
1.850,2.079017e-17,4.234021e-35
1.900,2.512571e-17,5.123227e-35
1.950,3.008347e-17,6.141248e-35
2.000,3.570941e-17,7.297762e-35
2.050,4.204845e-17,8.602252e-35
2.100,4.914427e-17,1.006395e-34
2.150,5.703899e-17,1.169177e-34
2.200,6.577302e-17,1.349430e-34
2.250,7.538490e-17,1.547972e-34
2.300,8.591114e-17,1.765582e-34
2.350,9.738609e-17,2.002993e-34
2.400,1.098419e-16,2.260893e-34
2.450,1.233085e-16,2.539924e-34
2.500,1.378134e-16,2.840677e-34
2.550,1.533818e-16,3.163699e-34
2.600,1.700367e-16,3.509483e-34
2.650,1.877986e-16,3.878479e-34
2.700,2.066859e-16,4.271085e-34
2.750,2.267146e-16,4.687655e-34
2.800,2.478987e-16,5.128495e-34
2.850,2.702499e-16,5.593866e-34
2.900,2.937778e-16,6.083988e-34
2.950,3.184902e-16,6.599037e-34
3.000,3.443929e-16,7.139147e-34
3.050,3.714898e-16,7.704418e-34
3.100,3.997832e-16,8.294906e-34
3.150,4.292734e-16,8.910638e-34
3.200,4.599596e-16,9.551602e-34
3.250,4.918390e-16,1.021776e-33
3.300,5.249076e-16,1.090903e-33
3.350,5.591602e-16,1.162532e-33
3.400,5.945901e-16,1.236650e-33
3.450,6.311896e-16,1.313242e-33
3.500,6.689496e-16,1.392290e-33
3.550,7.078602e-16,1.473773e-33
3.600,7.479106e-16,1.557671e-33
3.650,7.890890e-16,1.643958e-33
3.700,8.313827e-16,1.732610e-33
3.750,8.747783e-16,1.823598e-33
3.800,9.192618e-16,1.916895e-33
3.850,9.648185e-16,2.012470e-33
3.900,1.011433e-15,2.110290e-33
3.950,1.059090e-15,2.210324e-33
4.000,1.107772e-15,2.312538e-33
4.050,1.157463e-15,2.416898e-33
4.100,1.208146e-15,2.523367e-33
4.150,1.259804e-15,2.631909e-33
4.200,1.312418e-15,2.742489e-33
4.250,1.365971e-15,2.855067e-33
4.300,1.420445e-15,2.969607e-33
4.350,1.475821e-15,3.086069e-33
4.400,1.532080e-15,3.204416e-33
4.450,1.589205e-15,3.324609e-33
4.500,1.647176e-15,3.446607e-33
4.550,1.705974e-15,3.570372e-33
4.600,1.765581e-15,3.695865e-33
4.650,1.825978e-15,3.823046e-33
4.700,1.887146e-15,3.951876e-33
4.750,1.949067e-15,4.082315e-33
4.800,2.011721e-15,4.214324e-33
4.850,2.075090e-15,4.347864e-33
4.900,2.139156e-15,4.482896e-33
4.950,2.203900e-15,4.619381e-33
5.000,2.269303e-15,4.757282e-33
5.050,2.335349e-15,4.896558e-33
5.100,2.402018e-15,5.037174e-33
5.150,2.469292e-15,5.179090e-33
5.200,2.537155e-15,5.322271e-33
5.250,2.605589e-15,5.466678e-33
5.300,2.674576e-15,5.612276e-33
5.350,2.744099e-15,5.759028e-33
5.400,2.814141e-15,5.906899e-33
5.450,2.884687e-15,6.055854e-33
5.500,2.955718e-15,6.205857e-33
5.550,3.027220e-15,6.356875e-33
5.600,3.099175e-15,6.508874e-33
5.650,3.171569e-15,6.661820e-33
5.700,3.244385e-15,6.815680e-33
5.750,3.317609e-15,6.970422e-33
5.800,3.391225e-15,7.126015e-33
5.850,3.465219e-15,7.282426e-33
5.900,3.539575e-15,7.439625e-33
5.950,3.614280e-15,7.597582e-33
6.000,3.689320e-15,7.756267e-33
6.050,3.764680e-15,7.915650e-33
6.100,3.840347e-15,8.075702e-33
6.150,3.916309e-15,8.236396e-33
6.200,3.992550e-15,8.397703e-33
6.250,4.069060e-15,8.559596e-33
6.300,4.145825e-15,8.722049e-33
6.350,4.222832e-15,8.885035e-33
6.400,4.300071e-15,9.048529e-33
6.450,4.377528e-15,9.212504e-33
6.500,4.455192e-15,9.376937e-33
6.550,4.533052e-15,9.541803e-33
6.600,4.611097e-15,9.707079e-33
6.650,4.689315e-15,9.872740e-33
6.700,4.767696e-15,1.003877e-32
6.750,4.846229e-15,1.020513e-32
6.800,4.924905e-15,1.037182e-32
6.850,5.003713e-15,1.053880e-32
6.900,5.082643e-15,1.070606e-32
6.950,5.161686e-15,1.087357e-32
7.000,5.240832e-15,1.104133e-32
7.050,5.320072e-15,1.120929e-32
7.100,5.399397e-15,1.137746e-32
7.150,5.478799e-15,1.154580e-32
7.200,5.558268e-15,1.171431e-32
7.250,5.637797e-15,1.188296e-32
7.300,5.717376e-15,1.205173e-32
