# Excitation rates (hayashi, 14 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,2.481699e-22,3.502065e-40
0.550,1.297210e-21,1.849639e-39
0.600,5.244885e-21,7.549542e-39
0.650,1.736296e-20,2.520397e-38
0.700,4.902159e-20,7.168829e-38
0.750,1.216512e-19,1.790522e-37
0.800,2.714728e-19,4.018119e-37
0.850,5.544789e-19,8.246953e-37
0.900,1.051062e-18,1.569901e-36
0.950,1.869730e-18,2.802988e-36
1.000,3.149487e-18,4.736737e-36
1.050,5.060660e-18,7.632592e-36
1.100,7.804124e-18,1.179962e-35
1.150,1.160905e-17,1.759116e-35
1.200,1.672944e-17,2.539953e-35
1.250,2.343966e-17,3.564921e-35
1.300,3.202946e-17,4.878913e-35
1.350,4.279861e-17,6.528432e-35
1.400,5.605153e-17,8.560762e-35
1.450,7.209213e-17,1.102316e-34
1.500,9.121902e-17,1.396212e-34
1.550,1.137212e-16,1.742268e-34
1.600,1.398744e-16,2.144784e-34
1.650,1.699379e-16,2.607810e-34
1.700,2.041520e-16,3.135104e-34
1.750,2.427363e-16,3.730103e-34
1.800,2.858882e-16,4.395902e-34
1.850,3.337822e-16,5.135238e-34
1.900,3.865692e-16,5.950490e-34
1.950,4.443770e-16,6.843670e-34
2.000,5.073104e-16,7.816437e-34
2.050,5.754517e-16,8.870100e-34
2.100,6.488619e-16,1.000563e-33
2.150,7.275813e-16,1.122370e-33
2.200,8.116311e-16,1.252464e-33
2.250,9.010141e-16,1.390854e-33
2.300,9.957166e-16,1.537521e-33
2.350,1.095709e-15,1.692421e-33
2.400,1.200949e-15,1.855490e-33
2.450,1.311380e-15,2.026643e-33
2.500,1.426934e-15,2.205777e-33
2.550,1.547533e-15,2.392772e-33
2.600,1.673090e-15,2.587496e-33
2.650,1.803512e-15,2.789803e-33
2.700,1.938695e-15,2.999537e-33
2.750,2.078533e-15,3.216533e-33
2.800,2.222913e-15,3.440617e-33
2.850,2.371719e-15,3.671609e-33
2.900,2.524831e-15,3.909326e-33
2.950,2.682127e-15,4.153579e-33
3.000,2.843484e-15,4.404176e-33
3.050,3.008776e-15,4.660924e-33
3.100,3.177877e-15,4.923629e-33
3.150,3.350662e-15,5.192094e-33
3.200,3.527005e-15,5.466127e-33
3.250,3.706780e-15,5.745534e-33
3.300,3.889864e-15,6.030122e-33
3.350,4.076135e-15,6.319701e-33
3.400,4.265470e-15,6.614083e-33
3.450,4.457751e-15,6.913084e-33
3.500,4.652861e-15,7.216522e-33
3.550,4.850683e-15,7.524217e-33
3.600,5.051106e-15,7.835995e-33
3.650,5.254018e-15,8.151684e-33
3.700,5.459312e-15,8.471117e-33
3.750,5.666882e-15,8.794129e-33
3.800,5.876626e-15,9.120560e-33
3.850,6.088442e-15,9.450256e-33
3.900,6.302234e-15,9.783065e-33
3.950,6.517907e-15,1.011884e-32
4.000,6.735369e-15,1.045743e-32
4.050,6.954529e-15,1.079871e-32
4.100,7.175302e-15,1.114254e-32
4.150,7.397603e-15,1.148878e-32
4.200,7.621350e-15,1.183731e-32
4.250,7.846465e-15,1.218801e-32
4.300,8.072870e-15,1.254076e-32
4.350,8.300492e-15,1.289543e-32
4.400,8.529259e-15,1.325193e-32
4.450,8.759101e-15,1.361014e-32
4.500,8.989952e-15,1.396995e-32
4.550,9.221746e-15,1.433127e-32
4.600,9.454421e-15,1.469400e-32
4.650,9.687917e-15,1.505804e-32
4.700,9.922175e-15,1.542330e-32
4.750,1.015714e-14,1.578970e-32
4.800,1.039275e-14,1.615715e-32
4.850,1.062897e-14,1.652556e-32
4.900,1.086573e-14,1.689486e-32
4.950,1.110299e-14,1.726497e-32
5.000,1.134070e-14,1.763582e-32
5.050,1.157881e-14,1.800733e-32
5.100,1.181729e-14,1.837944e-32
5.150,1.205609e-14,1.875208e-32
5.200,1.229517e-14,1.912519e-32
5.250,1.253449e-14,1.949870e-32
5.300,1.277401e-14,1.987255e-32
5.350,1.301369e-14,2.024669e-32
5.400,1.325350e-14,2.062106e-32
5.450,1.349341e-14,2.099561e-32
5.500,1.373338e-14,2.137029e-32
5.550,1.397338e-14,2.174504e-32
5.600,1.421338e-14,2.211982e-32
5.650,1.445336e-14,2.249458e-32
5.700,1.469327e-14,2.286928e-32
5.750,1.493310e-14,2.324387e-32
5.800,1.517282e-14,2.361831e-32
5.850,1.541240e-14,2.399256e-32
5.900,1.565182e-14,2.436659e-32
5.950,1.589105e-14,2.474036e-32
6.000,1.613008e-14,2.511382e-32
6.050,1.636888e-14,2.548695e-32
6.100,1.660743e-14,2.585971e-32
6.150,1.684571e-14,2.623207e-32
6.200,1.708369e-14,2.660400e-32
6.250,1.732137e-14,2.697547e-32
6.300,1.755872e-14,2.734644e-32
6.350,1.779572e-14,2.771690e-32
6.400,1.803237e-14,2.808682e-32
6.450,1.826863e-14,2.845616e-32
6.500,1.850450e-14,2.882490e-32
6.550,1.873996e-14,2.919303e-32
6.600,1.897500e-14,2.956051e-32
6.650,1.920960e-14,2.992733e-32
6.700,1.944375e-14,3.029346e-32
6.750,1.967743e-14,3.065888e-32
6.800,1.991064e-14,3.102357e-32
6.850,2.014336e-14,3.138752e-32
6.900,2.037557e-14,3.175069e-32
6.950,2.060728e-14,3.211309e-32
7.000,2.083846e-14,3.247468e-32
7.050,2.106911e-14,3.283546e-32
7.100,2.129922e-14,3.319540e-32
7.150,2.152878e-14,3.355449e-32
7.200,2.175777e-14,3.391272e-32
7.250,2.198620e-14,3.427007e-32
7.300,2.221404e-14,3.462653e-32
7.350,2.244130e-14,3.498209e-32
7.400,2.266797e-14,3.533672e-32
7.450,2.289403e-14,3.569043e-32
7.500,2.311948e-14,3.604319e-32
7.550,2.334432e-14,3.639500e-32
7.600,2.356853e-14,3.674585e-32
7.650,2.379211e-14,3.709572e-32
7.700,2.401506e-14,3.744461e-32
7.750,2.423736e-14,3.779250e-32
7.800,2.445902e-14,3.813939e-32
7.850,2.468003e-14,3.848527e-32
7.900,2.490038e-14,3.883013e-32
7.950,2.512006e-14,3.917397e-32
8.000,2.533908e-14,3.951676e-32
8.050,2.555743e-14,3.985852e-32
