R=0.060000,L=0.100000,betai=0.700000,betag=0.300000,omega=85199992.765355,Nw=5.000000,Rcoil=2.000000,VGitter=1000.000000,sGitter=0.001500,Eexc=5.000000
n,nIm,nI2,nI,nIp,nI2p,te,tg,PRF,Q0,Jcl,IStrahl,Schub,Schubleistung,Schubneutral,Schubleistungneutral,ISpule,xi,zeta,gamma,eta
m^-3,m^-3,m^-3,m^-3,m^-3,m^-3,K,K,W,mg*s^-1,A*m^-2,mA,mN,W,mN,W,A,mN*kW^-1,,,
59281157932579056.000000,531801679545807.812500,440826451493854592.000000,740751085781998976.000000,25835166844998384.000000,33977792916617664.000000,101069.958746,293.504065,206.562500,0.210000,68.175363,79.993044,4.923477,79.993044,0.000010,0.001019,13.132921,23835.338948,0.165029,0.279156,0.742963
62377930283490384.000000,723201501988003.375000,521726249597032576.000000,885823550717696000.000000,27419693194016860.000000,35681438604054636.000000,90984.905895,293.569245,164.687500,0.220000,68.175363,79.995247,4.919113,79.995247,0.000012,0.001215,11.535852,29869.454374,0.191949,0.326938,0.707945
67080477652285088.000000,1137376492839056.750000,681891100565619456.000000,1187460683711374848.000000,30230048642354992.000000,37987805563462424.000000,77960.599752,293.697539,119.062500,0.240000,68.175363,79.994631,4.904263,79.994631,0.000016,0.001618,9.510859,41190.798287,0.240261,0.401873,0.645122
70472124792500968.000000,1540313068070240.000000,827403032579558144.000000,1503338156807091200.000000,32381588449998184.000000,39630834132624256.000000,70181.335363,293.824921,95.390625,0.260000,68.175363,80.005707,4.893764,80.005707,0.000020,0.002025,8.270175,51302.568206,0.282993,0.456149,0.592917
72961823439846368.000000,1958666812907714.500000,965470304128758528.000000,1830539906984019968.000000,34186286010245704.000000,40734204093847104.000000,65012.026958,293.951925,81.171875,0.280000,68.175363,80.000039,4.882107,80.000039,0.000025,0.002439,7.422319,60145.610669,0.321307,0.496372,0.548026
75017242335694944.000000,2425726493676569.000000,1109448062373558656.000000,2154253939773355264.000000,36013700176073448.000000,41429268070116800.000000,60932.380344,294.071566,71.953125,0.300000,68.175363,80.003127,4.867485,80.003127,0.000029,0.002853,6.819975,67648.403790,0.353578,0.526497,0.508453
76651960923938720.000000,2880581185507227.000000,1232576495364103168.000000,2490230233987711488.000000,37162496023193624.000000,42370046391181232.000000,58097.961060,294.193852,65.625000,0.320000,68.175363,80.000325,4.863554,80.000325,0.000033,0.003266,6.362007,74111.800124,0.383236,0.549367,0.475930
79255047575200976.000000,3754737080233419.000000,1480598904009208832.000000,3188174083903144448.000000,40078663283911360.000000,42931121239942960.000000,53536.892696,294.431293,57.324219,0.360000,68.175363,79.994640,4.837093,79.994640,0.000041,0.004119,5.698441,84382.034346,0.433534,0.582559,0.418526
81238932842647056.000000,4594077740611546.000000,1716858529145219840.000000,3885213573441124352.000000,42263277170715200.000000,43569726476588824.000000,50476.713792,294.662759,52.500000,0.400000,68.175363,80.006603,4.821886,80.006603,0.000049,0.004966,5.258278,91846.391395,0.473343,0.603808,0.374263
82734053116764624.000000,5584256841289082.000000,1959117975224364032.000000,4572506298516265472.000000,44278400547800760.000000,44039909438843680.000000,48040.754420,294.881653,49.257812,0.440000,68.175363,79.995058,4.806373,79.995058,0.000057,0.005808,4.917223,97577.022993,0.509132,0.618921,0.338105
83974203304728496.000000,6535049392777407.000000,2187556487621366528.000000,5271707806968582144.000000,45985880648109808.000000,44523371961631768.000000,46179.776163,295.098683,47.382812,0.480000,68.175363,80.005686,4.795943,80.005686,0.000066,0.006655,4.681385,101218.313751,0.537483,0.628064,0.308542
85072709738987296.000000,7426924128461739.000000,2413210772641366016.000000,5974778637683554304.000000,47612037272539584.000000,44887596542789144.000000,44609.242227,295.312140,45.800781,0.520000,68.175363,79.996699,4.784520,79.996699,0.000074,0.007505,4.466343,104465.343508,0.564457,0.635938,0.283480
86061118093464608.000000,8304342473170061.000000,2633691796022256640.000000,6677903095012129792.000000,48990650962425368.000000,45374809775101512.000000,43321.466794,295.521637,44.804688,0.560000,68.175363,80.006984,4.777906,80.006984,0.000082,0.008353,4.312663,106640.359479,0.584886,0.641046,0.262466
86973718073666224.000000,9160317188480316.000000,2851257813762415616.000000,7389362164758079488.000000,50475910501116784.000000,45658124712830832.000000,42116.332604,295.726612,44.179688,0.600000,68.175363,79.992075,4.767428,79.992075,0.000090,0.009209,4.178752,107912.005509,0.604751,0.644231,0.243933
87841104034872976.000000,10285084528558792.000000,3128246664661474816.000000,8267748943947945984.000000,52182433378894768.000000,45943755032674864.000000,40908.859962,295.978890,43.476562,0.650000,68.175363,79.999789,4.756994,79.999789,0.000101,0.010274,4.025137,109417.446167,0.627346,0.647925,0.224152
88694556362312112.000000,11342129128224346.000000,3408183237094315520.000000,9131820253379110912.000000,53496553130582208.000000,46540132115405312.000000,39910.394566,296.230017,43.105469,0.700000,68.175363,79.999044,4.752142,79.999044,0.000111,0.011329,3.902123,110247.098411,0.646760,0.649879,0.207714
89559555816589568.000000,12323128621684682.000000,3665446554848970752.000000,10026468951847620608.000000,54779415818691800.000000,47103268832388056.000000,39014.377994,296.482660,43.173828,0.750000,68.175363,80.002078,4.747650,80.002078,0.000121,0.012402,3.813753,109968.731568,0.663113,0.649530,0.193488
90095575988412688.000000,13455938820714514.000000,3940298391164630528.000000,10894871403446454272.000000,55951852713356608.000000,47599662502151296.000000,38285.459026,296.726088,43.242188,0.800000,68.175363,80.003638,4.743473,80.003638,0.000131,0.013463,3.727544,109698.521787,0.678680,0.649177,0.181068
90294694798147952.000000,14680145520847546.000000,4227422805360696320.000000,11749652994731517952.000000,57183243260759928.000000,47791597037696696.000000,37707.707456,296.961876,43.183594,0.850000,68.175363,80.000946,4.736253,80.000946,0.000141,0.014521,3.638597,109680.416584,0.693416,0.649481,0.169897
