# Excitation rates (itikawa, 13 Prozesse)
Te_eV,Kex_total_m3s,Pexc_coeff_Jm3s
0.500,4.189961e-16,1.833823e-35
0.550,4.155966e-16,1.967496e-35
0.600,4.144650e-16,2.128024e-35
0.650,4.167832e-16,2.318921e-35
0.700,4.234223e-16,2.543197e-35
0.750,4.350283e-16,2.803751e-35
0.800,4.520722e-16,3.103639e-35
0.850,4.748855e-16,3.446276e-35
0.900,5.036849e-16,3.835621e-35
0.950,5.385930e-16,4.276338e-35
1.000,5.796554e-16,4.773945e-35
1.050,6.268546e-16,5.334925e-35
1.100,6.801229e-16,5.966818e-35
1.150,7.393526e-16,6.678261e-35
1.200,8.044055e-16,7.478987e-35
1.250,8.751202e-16,8.379775e-35
1.300,9.513184e-16,9.392362e-35
1.350,1.032811e-15,1.052932e-34
1.400,1.119402e-15,1.180387e-34
1.450,1.210892e-15,1.322977e-34
1.500,1.307082e-15,1.482103e-34
1.550,1.407772e-15,1.659180e-34
1.600,1.512770e-15,1.855614e-34
1.650,1.621886e-15,2.072782e-34
1.700,1.734934e-15,2.312021e-34
1.750,1.851736e-15,2.574606e-34
1.800,1.972121e-15,2.861742e-34
1.850,2.095922e-15,3.174549e-34
1.900,2.222980e-15,3.514057e-34
1.950,2.353140e-15,3.881194e-34
2.000,2.486254e-15,4.276787e-34
2.050,2.622181e-15,4.701555e-34
2.100,2.760782e-15,5.156107e-34
2.150,2.901926e-15,5.640944e-34
2.200,3.045485e-15,6.156461e-34
2.250,3.191334e-15,6.702947e-34
2.300,3.339356e-15,7.280590e-34
2.350,3.489433e-15,7.889480e-34
2.400,3.641455e-15,8.529615e-34
2.450,3.795314e-15,9.200905e-34
2.500,3.950903e-15,9.903179e-34
2.550,4.108122e-15,1.063619e-33
2.600,4.266870e-15,1.139962e-33
2.650,4.427052e-15,1.219308e-33
2.700,4.588576e-15,1.301613e-33
2.750,4.751349e-15,1.386828e-33
2.800,4.915284e-15,1.474898e-33
2.850,5.080296e-15,1.565764e-33
2.900,5.246303e-15,1.659365e-33
2.950,5.413222e-15,1.755634e-33
3.000,5.580977e-15,1.854503e-33
3.050,5.749492e-15,1.955901e-33
3.100,5.918694e-15,2.059755e-33
3.150,6.088510e-15,2.165990e-33
3.200,6.258873e-15,2.274529e-33
3.250,6.429716e-15,2.385298e-33
3.300,6.600974e-15,2.498216e-33
3.350,6.772585e-15,2.613207e-33
3.400,6.944487e-15,2.730192e-33
3.450,7.116624e-15,2.849093e-33
3.500,7.288937e-15,2.969831e-33
3.550,7.461373e-15,3.092329e-33
3.600,7.633879e-15,3.216510e-33
3.650,7.806404e-15,3.342297e-33
3.700,7.978899e-15,3.469615e-33
3.750,8.151317e-15,3.598389e-33
3.800,8.323612e-15,3.728545e-33
3.850,8.495740e-15,3.860011e-33
3.900,8.667658e-15,3.992715e-33
3.950,8.839327e-15,4.126588e-33
4.000,9.010706e-15,4.261560e-33
4.050,9.181758e-15,4.397566e-33
4.100,9.352446e-15,4.534537e-33
4.150,9.522737e-15,4.672411e-33
4.200,9.692596e-15,4.811124e-33
4.250,9.861991e-15,4.950615e-33
4.300,1.003089e-14,5.090823e-33
4.350,1.019927e-14,5.231690e-33
4.400,1.036709e-14,5.373159e-33
4.450,1.053433e-14,5.515174e-33
4.500,1.070097e-14,5.657683e-33
4.550,1.086698e-14,5.800631e-33
4.600,1.103233e-14,5.943968e-33
4.650,1.119700e-14,6.087644e-33
4.700,1.136098e-14,6.231612e-33
4.750,1.152423e-14,6.375825e-33
4.800,1.168675e-14,6.520237e-33
4.850,1.184850e-14,6.664805e-33
4.900,1.200948e-14,6.809486e-33
4.950,1.216967e-14,6.954240e-33
5.000,1.232904e-14,7.099025e-33
5.050,1.248759e-14,7.243805e-33
5.100,1.264530e-14,7.388542e-33
5.150,1.280216e-14,7.533199e-33
5.200,1.295815e-14,7.677743e-33
5.250,1.311326e-14,7.822140e-33
5.300,1.326748e-14,7.966357e-33
5.350,1.342079e-14,8.110364e-33
5.400,1.357320e-14,8.254131e-33
5.450,1.372468e-14,8.397628e-33
5.500,1.387523e-14,8.540828e-33
5.550,1.402485e-14,8.683705e-33
5.600,1.417351e-14,8.826231e-33
5.650,1.432122e-14,8.968384e-33
5.700,1.446797e-14,9.110139e-33
5.750,1.461375e-14,9.251473e-33
5.800,1.475855e-14,9.392364e-33
5.850,1.490238e-14,9.532792e-33
5.900,1.504522e-14,9.672736e-33
5.950,1.518708e-14,9.812177e-33
6.000,1.532794e-14,9.951097e-33
6.050,1.546781e-14,1.008948e-32
6.100,1.560668e-14,1.022730e-32
6.150,1.574455e-14,1.036456e-32
6.200,1.588141e-14,1.050122e-32
6.250,1.601727e-14,1.063729e-32
6.300,1.615212e-14,1.077274e-32
6.350,1.628596e-14,1.090756e-32
6.400,1.641880e-14,1.104174e-32
6.450,1.655062e-14,1.117526e-32
6.500,1.668144e-14,1.130813e-32
6.550,1.681124e-14,1.144031e-32
6.600,1.694003e-14,1.157181e-32
6.650,1.706782e-14,1.170262e-32
6.700,1.719459e-14,1.183272e-32
6.750,1.732036e-14,1.196210e-32
6.800,1.744513e-14,1.209077e-32
6.850,1.756889e-14,1.221871e-32
6.900,1.769164e-14,1.234591e-32
6.950,1.781340e-14,1.247237e-32
7.000,1.793415e-14,1.259809e-32
7.050,1.805391e-14,1.272305e-32
7.100,1.817268e-14,1.284724e-32
7.150,1.829046e-14,1.297068e-32
7.200,1.840725e-14,1.309335e-32
7.250,1.852305e-14,1.321524e-32
7.300,1.863788e-14,1.333636e-32
7.350,1.875172e-14,1.345670e-32
7.400,1.886460e-14,1.357625e-32
7.450,1.897650e-14,1.369502e-32
7.500,1.908743e-14,1.381300e-32
7.550,1.919741e-14,1.393019e-32
7.600,1.930642e-14,1.404659e-32
7.650,1.941448e-14,1.416219e-32
7.700,1.952159e-14,1.427700e-32
7.750,1.962776e-14,1.439101e-32
7.800,1.973298e-14,1.450423e-32
7.850,1.983727e-14,1.461664e-32
7.900,1.994063e-14,1.472826e-32
7.950,2.004306e-14,1.483909e-32
8.000,2.014456e-14,1.494911e-32
8.050,2.024516e-14,1.505834e-32
8.100,2.034484e-14,1.516677e-32
8.150,2.044361e-14,1.527440e-32
8.200,2.054148e-14,1.538124e-32
8.250,2.063846e-14,1.548728e-32
8.300,2.073454e-14,1.559253e-32
8.350,2.082974e-14,1.569699e-32
8.400,2.092406e-14,1.580066e-32
8.450,2.101750e-14,1.590355e-32
8.500,2.111008e-14,1.600564e-32
8.550,2.120179e-14,1.610695e-32
8.600,2.129264e-14,1.620748e-32
8.650,2.138264e-14,1.630723e-32
8.700,2.147180e-14,1.640621e-32
8.750,2.156011e-14,1.650441e-32
8.800,2.164758e-14,1.660183e-32
8.850,2.173423e-14,1.669849e-32
8.900,2.182005e-14,1.679438e-32
8.950,2.190505e-14,1.688950e-32
9.000,2.198924e-14,1.698387e-32
9.050,2.207262e-14,1.707748e-32
9.100,2.215520e-14,1.717033e-32
9.150,2.223699e-14,1.726244e-32
9.200,2.231798e-14,1.735379e-32
9.250,2.239819e-14,1.744440e-32
9.300,2.247762e-14,1.753428e-32
9.350,2.255628e-14,1.762341e-32
9.400,2.263417e-14,1.771181e-32
