# Elastic rate (itikawa)
Te_eV,Kel_m3s
0.500,1.328119e-14
0.550,1.534449e-14
0.600,1.737788e-14
0.650,1.937403e-14
0.700,2.132847e-14
0.750,2.323887e-14
0.800,2.510453e-14
0.850,2.692587e-14
0.900,2.870408e-14
0.950,3.044087e-14
1.000,3.213828e-14
1.050,3.379847e-14
1.100,3.542370e-14
1.150,3.701617e-14
1.200,3.857804e-14
1.250,4.011134e-14
1.300,4.161800e-14
1.350,4.309980e-14
1.400,4.455838e-14
1.450,4.599526e-14
1.500,4.741182e-14
1.550,4.880931e-14
1.600,5.018886e-14
1.650,5.155150e-14
1.700,5.289817e-14
1.750,5.422969e-14
1.800,5.554683e-14
1.850,5.685025e-14
1.900,5.814055e-14
1.950,5.941829e-14
2.000,6.068394e-14
2.050,6.193794e-14
2.100,6.318066e-14
2.150,6.441246e-14
2.200,6.563363e-14
2.250,6.684444e-14
2.300,6.804513e-14
2.350,6.923591e-14
2.400,7.041696e-14
2.450,7.158844e-14
2.500,7.275049e-14
2.550,7.390324e-14
2.600,7.504680e-14
2.650,7.618125e-14
2.700,7.730668e-14
2.750,7.842316e-14
2.800,7.953076e-14
2.850,8.062954e-14
2.900,8.171953e-14
2.950,8.280080e-14
3.000,8.387337e-14
3.050,8.493728e-14
3.100,8.599258e-14
3.150,8.703929e-14
3.200,8.807744e-14
3.250,8.910708e-14
3.300,9.012822e-14
3.350,9.114090e-14
3.400,9.214516e-14
3.450,9.314102e-14
3.500,9.412853e-14
3.550,9.510771e-14
3.600,9.607861e-14
3.650,9.704126e-14
3.700,9.799571e-14
3.750,9.894199e-14
3.800,9.988016e-14
3.850,1.008103e-13
3.900,1.017323e-13
3.950,1.026464e-13
4.000,1.035526e-13
4.050,1.044509e-13
4.100,1.053414e-13
4.150,1.062242e-13
4.200,1.070993e-13
4.250,1.079667e-13
4.300,1.088265e-13
4.350,1.096788e-13
4.400,1.105237e-13
4.450,1.113612e-13
4.500,1.121914e-13
4.550,1.130143e-13
4.600,1.138300e-13
4.650,1.146387e-13
4.700,1.154402e-13
4.750,1.162348e-13
4.800,1.170225e-13
4.850,1.178033e-13
4.900,1.185774e-13
4.950,1.193448e-13
5.000,1.201055e-13
5.050,1.208597e-13
5.100,1.216074e-13
5.150,1.223486e-13
5.200,1.230836e-13
5.250,1.238122e-13
5.300,1.245347e-13
5.350,1.252510e-13
5.400,1.259612e-13
5.450,1.266655e-13
5.500,1.273638e-13
5.550,1.280563e-13
5.600,1.287430e-13
5.650,1.294239e-13
5.700,1.300992e-13
5.750,1.307689e-13
5.800,1.314331e-13
5.850,1.320918e-13
5.900,1.327452e-13
5.950,1.333932e-13
6.000,1.340360e-13
6.050,1.346735e-13
6.100,1.353060e-13
6.150,1.359333e-13
6.200,1.365556e-13
6.250,1.371730e-13
6.300,1.377855e-13
6.350,1.383932e-13
6.400,1.389961e-13
6.450,1.395942e-13
6.500,1.401877e-13
6.550,1.407767e-13
6.600,1.413610e-13
6.650,1.419409e-13
6.700,1.425163e-13
6.750,1.430874e-13
6.800,1.436541e-13
6.850,1.442166e-13
6.900,1.447748e-13
6.950,1.453289e-13
7.000,1.458788e-13
7.050,1.464247e-13
7.100,1.469666e-13
7.150,1.475045e-13
7.200,1.480384e-13
7.250,1.485685e-13
7.300,1.490947e-13
7.350,1.496172e-13
7.400,1.501360e-13
7.450,1.506510e-13
7.500,1.511624e-13
7.550,1.516702e-13
7.600,1.521745e-13
7.650,1.526752e-13
7.700,1.531724e-13
7.750,1.536663e-13
7.800,1.541567e-13
7.850,1.546438e-13
7.900,1.551276e-13
7.950,1.556081e-13
8.000,1.560854e-13
8.050,1.565595e-13
8.100,1.570304e-13
8.150,1.574983e-13
8.200,1.579631e-13
8.250,1.584248e-13
8.300,1.588835e-13
8.350,1.593393e-13
8.400,1.597921e-13
8.450,1.602421e-13
8.500,1.606892e-13
8.550,1.611334e-13
8.600,1.615749e-13
8.650,1.620136e-13
8.700,1.624496e-13
8.750,1.628829e-13
8.800,1.633136e-13
8.850,1.637416e-13
8.900,1.641670e-13
8.950,1.645899e-13
9.000,1.650102e-13
9.050,1.654281e-13
9.100,1.658435e-13
9.150,1.662564e-13
9.200,1.666669e-13
9.250,1.670750e-13
9.300,1.674808e-13
9.350,1.678843e-13
9.400,1.682854e-13
9.450,1.686843e-13
9.500,1.690810e-13
9.550,1.694754e-13
9.600,1.698676e-13
9.650,1.702577e-13
9.700,1.706457e-13
9.750,1.710315e-13
9.800,1.714152e-13
9.850,1.717969e-13
9.900,1.721766e-13
9.950,1.725542e-13
10.000,1.729299e-13
10.050,1.733036e-13
10.100,1.736753e-13
10.150,1.740452e-13
10.200,1.744131e-13
10.250,1.747792e-13
10.300,1.751434e-13
10.350,1.755058e-13
10.400,1.758664e-13
10.450,1.762252e-13
10.500,1.765822e-13
10.550,1.769375e-13
10.600,1.772911e-13
10.650,1.776430e-13
10.700,1.779932e-13
10.750,1.783418e-13
10.800,1.786887e-13
10.850,1.790339e-13
10.900,1.793776e-13
10.950,1.797197e-13
11.000,1.800603e-13
11.050,1.803992e-13
11.100,1.807367e-13
