# Elastic rate (itikawa)
Te_eV,Kel_m3s
11.150,1.810726e-13
11.200,1.814071e-13
11.250,1.817401e-13
11.300,1.820716e-13
11.350,1.824016e-13
11.400,1.827303e-13
11.450,1.830575e-13
11.500,1.833834e-13
11.550,1.837078e-13
11.600,1.840309e-13
11.650,1.843527e-13
11.700,1.846731e-13
11.750,1.849922e-13
11.800,1.853100e-13
11.850,1.856265e-13
11.900,1.859418e-13
11.950,1.862557e-13
12.000,1.865685e-13
12.050,1.868800e-13
12.100,1.871903e-13
12.150,1.874993e-13
12.200,1.878072e-13
12.250,1.881139e-13
12.300,1.884195e-13
12.350,1.887238e-13
12.400,1.890271e-13
12.450,1.893292e-13
12.500,1.896302e-13
12.550,1.899300e-13
12.600,1.902288e-13
12.650,1.905265e-13
12.700,1.908231e-13
12.750,1.911187e-13
12.800,1.914132e-13
12.850,1.917066e-13
12.900,1.919990e-13
12.950,1.922904e-13
13.000,1.925808e-13
13.050,1.928702e-13
13.100,1.931586e-13
13.150,1.934460e-13
13.200,1.937324e-13
13.250,1.940179e-13
13.300,1.943024e-13
13.350,1.945859e-13
13.400,1.948686e-13
13.450,1.951502e-13
13.500,1.954310e-13
13.550,1.957108e-13
13.600,1.959898e-13
13.650,1.962678e-13
13.700,1.965450e-13
13.750,1.968212e-13
13.800,1.970966e-13
13.850,1.973711e-13
13.900,1.976448e-13
13.950,1.979175e-13
14.000,1.981895e-13
14.050,1.984606e-13
14.100,1.987309e-13
14.150,1.990003e-13
14.200,1.992689e-13
14.250,1.995367e-13
14.300,1.998037e-13
14.350,2.000698e-13
14.400,2.003352e-13
14.450,2.005998e-13
14.500,2.008636e-13
14.550,2.011266e-13
14.600,2.013888e-13
14.650,2.016503e-13
14.700,2.019110e-13
14.750,2.021709e-13
14.800,2.024301e-13
14.850,2.026885e-13
14.900,2.029461e-13
14.950,2.032031e-13
15.000,2.034592e-13
15.050,2.037147e-13
15.100,2.039694e-13
15.150,2.042234e-13
15.200,2.044767e-13
15.250,2.047292e-13
15.300,2.049810e-13
15.350,2.052322e-13
15.400,2.054826e-13
15.450,2.057323e-13
15.500,2.059813e-13
15.550,2.062296e-13
15.600,2.064772e-13
15.650,2.067242e-13
15.700,2.069704e-13
15.750,2.072160e-13
15.800,2.074608e-13
15.850,2.077050e-13
15.900,2.079486e-13
15.950,2.081914e-13
16.000,2.084336e-13
16.050,2.086751e-13
16.100,2.089160e-13
16.150,2.091562e-13
16.200,2.093957e-13
16.250,2.096346e-13
16.300,2.098728e-13
16.350,2.101104e-13
16.400,2.103473e-13
16.450,2.105836e-13
16.500,2.108193e-13
16.550,2.110543e-13
16.600,2.112886e-13
16.650,2.115223e-13
16.700,2.117554e-13
16.750,2.119879e-13
16.800,2.122197e-13
16.850,2.124509e-13
16.900,2.126814e-13
16.950,2.129114e-13
17.000,2.131407e-13
17.050,2.133694e-13
17.100,2.135974e-13
17.150,2.138249e-13
17.200,2.140517e-13
17.250,2.142779e-13
17.300,2.145035e-13
17.350,2.147285e-13
17.400,2.149528e-13
17.450,2.151766e-13
17.500,2.153997e-13
17.550,2.156223e-13
17.600,2.158442e-13
17.650,2.160655e-13
17.700,2.162862e-13
17.750,2.165064e-13
17.800,2.167259e-13
17.850,2.169448e-13
17.900,2.171631e-13
17.950,2.173808e-13
18.000,2.175979e-13
18.050,2.178144e-13
18.100,2.180303e-13
18.150,2.182457e-13
18.200,2.184604e-13
18.250,2.186745e-13
18.300,2.188881e-13
18.350,2.191010e-13
18.400,2.193134e-13
18.450,2.195251e-13
18.500,2.197363e-13
18.550,2.199469e-13
18.600,2.201569e-13
18.650,2.203663e-13
18.700,2.205752e-13
18.750,2.207834e-13
18.800,2.209911e-13
18.850,2.211982e-13
18.900,2.214046e-13
18.950,2.216106e-13
19.000,2.218159e-13
19.050,2.220206e-13
19.100,2.222248e-13
19.150,2.224284e-13
19.200,2.226314e-13
19.250,2.228339e-13
19.300,2.230357e-13
19.350,2.232370e-13
19.400,2.234377e-13
19.450,2.236378e-13
19.500,2.238374e-13
19.550,2.240364e-13
19.600,2.242348e-13
19.650,2.244326e-13
19.700,2.246299e-13
19.750,2.248265e-13
19.800,2.250227e-13
19.850,2.252182e-13
19.900,2.254132e-13
19.950,2.256076e-13
20.000,2.258014e-13
